,NEIGHBORHOOD,Year,SALE PRICE
2261,OLD MILL BASIN,2011,42510171.0
2262,OLD MILL BASIN,2012,44407984.0
2263,OLD MILL BASIN,2013,43287152.0
2264,OLD MILL BASIN,2014,51109356.0
2265,OLD MILL BASIN,2015,65132496.0
2266,OLD MILL BASIN,2016,100435424.0
2267,OLD MILL BASIN,2017,90558861.0
2268,OLD MILL BASIN,2018,87104823.0
2269,OZONE PARK,2003,218048678.0
2270,OZONE PARK,2004,258807097.0
2271,OZONE PARK,2005,321979887.0
2272,OZONE PARK,2006,310674130.0
2273,OZONE PARK,2007,223787472.0
2274,OZONE PARK,2008,146990163.0
2275,OZONE PARK,2009,144052510.0
2276,OZONE PARK,2010,152220094.0
2277,OZONE PARK,2011,109600034.0
2278,OZONE PARK,2012,143182471.0
2279,OZONE PARK,2013,131703967.0
2280,OZONE PARK,2014,132980837.0
2281,OZONE PARK,2015,172499663.0
2282,OZONE PARK,2016,169531036.0
2283,OZONE PARK,2017,267951247.0
2284,OZONE PARK,2018,219564109.0
2285,PARK SLOPE,2003,352288299.0
2286,PARK SLOPE,2004,507812105.0
2287,PARK SLOPE,2005,600109484.0
2288,PARK SLOPE,2006,604499823.0
2289,PARK SLOPE,2007,621800854.0
2290,PARK SLOPE,2008,570343731.0
2291,PARK SLOPE,2009,339036557.0
2292,PARK SLOPE,2010,379443260.0
2293,PARK SLOPE,2011,487280177.0
2294,PARK SLOPE,2012,636755954.0
2295,PARK SLOPE,2013,715247918.0
2296,PARK SLOPE,2014,798193928.0
2297,PARK SLOPE,2015,988891119.0
2298,PARK SLOPE,2016,823879166.0
2299,PARK SLOPE,2017,1127972066.0
2300,PARK SLOPE,2018,930846659.0
2301,PARK SLOPE SOUTH,2003,86703513.0
2302,PARK SLOPE SOUTH,2004,133719503.0
2303,PARK SLOPE SOUTH,2005,158666707.0
2304,PARK SLOPE SOUTH,2006,119741669.0
2305,PARK SLOPE SOUTH,2007,186212500.0
2306,PARK SLOPE SOUTH,2008,171536046.0
2307,PARK SLOPE SOUTH,2009,80983141.0
2308,PARK SLOPE SOUTH,2010,95900872.0
2309,PARK SLOPE SOUTH,2011,128519073.0
2310,PARK SLOPE SOUTH,2012,131850442.0
2311,PARK SLOPE SOUTH,2013,174685966.0
2312,PARK SLOPE SOUTH,2014,230226655.0
2313,PARK SLOPE SOUTH,2015,233110481.0
2314,PARK SLOPE SOUTH,2016,227012067.0
2315,PARK SLOPE SOUTH,2017,190469014.0
2316,PARK SLOPE SOUTH,2018,266370127.0
2317,PARKCHESTER,2003,62439106.0
2318,PARKCHESTER,2004,101490189.0
2319,PARKCHESTER,2005,140032257.0
2320,PARKCHESTER,2006,159357706.0
2321,PARKCHESTER,2007,135176928.0
2322,PARKCHESTER,2008,82274208.0
2323,PARKCHESTER,2009,43844102.0
2324,PARKCHESTER,2010,48526507.0
2325,PARKCHESTER,2011,33440520.0
2326,PARKCHESTER,2012,36597643.0
2327,PARKCHESTER,2013,76111962.0
2328,PARKCHESTER,2014,101094122.0
2329,PARKCHESTER,2015,89738284.0
2330,PARKCHESTER,2016,81656202.0
2331,PARKCHESTER,2017,102753183.0
2332,PARKCHESTER,2018,128516414.0
2333,PELHAM BAY,2011,160000.0
2334,PELHAM GARDENS,2003,22999890.0
2335,PELHAM GARDENS,2004,27786530.0
2336,PELHAM GARDENS,2005,42878272.0
2337,PELHAM GARDENS,2006,22596455.0
2338,PELHAM GARDENS,2007,18412570.0
2339,PELHAM GARDENS,2008,16637646.0
2340,PELHAM GARDENS,2009,12612090.0
2341,PELHAM GARDENS,2010,10096356.0
2342,PELHAM GARDENS,2011,17787536.0
2343,PELHAM GARDENS,2012,25200182.0
2344,PELHAM GARDENS,2013,13746362.0
2345,PELHAM GARDENS,2014,14527040.0
2346,PELHAM GARDENS,2015,15059500.0
2347,PELHAM GARDENS,2016,26731848.0
2348,PELHAM GARDENS,2017,24378362.0
2349,PELHAM GARDENS,2018,73089213.0
2350,PELHAM PARKWAY NORTH,2003,37695229.0
2351,PELHAM PARKWAY NORTH,2004,57345320.0
2352,PELHAM PARKWAY NORTH,2005,68038884.0
2353,PELHAM PARKWAY NORTH,2006,52002267.0
2354,PELHAM PARKWAY NORTH,2007,47081950.0
2355,PELHAM PARKWAY NORTH,2008,30242145.0
2356,PELHAM PARKWAY NORTH,2009,29144285.0
2357,PELHAM PARKWAY NORTH,2010,25895417.0
2358,PELHAM PARKWAY NORTH,2011,31573013.0
2359,PELHAM PARKWAY NORTH,2012,30830313.0
2360,PELHAM PARKWAY NORTH,2013,35015274.0
2361,PELHAM PARKWAY NORTH,2014,51326820.0
2362,PELHAM PARKWAY NORTH,2015,35726216.0
2363,PELHAM PARKWAY NORTH,2016,56368497.0
2364,PELHAM PARKWAY NORTH,2017,53804409.0
2365,PELHAM PARKWAY NORTH,2018,51979424.0
2366,PELHAM PARKWAY SOUTH,2003,42175457.0
2367,PELHAM PARKWAY SOUTH,2004,40896923.0
2368,PELHAM PARKWAY SOUTH,2005,116042205.0
2369,PELHAM PARKWAY SOUTH,2006,68538742.0
2370,PELHAM PARKWAY SOUTH,2007,96735137.0
2371,PELHAM PARKWAY SOUTH,2008,45947812.0
2372,PELHAM PARKWAY SOUTH,2009,48974629.0
2373,PELHAM PARKWAY SOUTH,2010,37173930.0
2374,PELHAM PARKWAY SOUTH,2011,74129156.0
2375,PELHAM PARKWAY SOUTH,2012,103048887.0
2376,PELHAM PARKWAY SOUTH,2013,39873050.0
2377,PELHAM PARKWAY SOUTH,2014,234096007.0
2378,PELHAM PARKWAY SOUTH,2015,295363962.0
2379,PELHAM PARKWAY SOUTH,2016,37516926.0
2380,PELHAM PARKWAY SOUTH,2017,29818983.0
2381,PELHAM PARKWAY SOUTH,2018,110810178.0
2382,PROSPECT HEIGHTS,2003,143014184.0
2383,PROSPECT HEIGHTS,2004,215313198.0
2384,PROSPECT HEIGHTS,2005,193698779.0
2385,PROSPECT HEIGHTS,2006,294517356.0
2386,PROSPECT HEIGHTS,2007,193540748.0
2387,PROSPECT HEIGHTS,2008,128192307.0
2388,PROSPECT HEIGHTS,2009,165227955.0
2389,PROSPECT HEIGHTS,2010,155569693.0
2390,PROSPECT HEIGHTS,2011,151281507.0
2391,PROSPECT HEIGHTS,2012,203089392.0
2392,PROSPECT HEIGHTS,2013,256889689.0
2393,PROSPECT HEIGHTS,2014,328643334.0
2394,PROSPECT HEIGHTS,2015,301396052.0
2395,PROSPECT HEIGHTS,2016,319306259.0
2396,PROSPECT HEIGHTS,2017,451194908.0
2397,PROSPECT HEIGHTS,2018,621447693.0
2398,QUEENS VILLAGE,2003,203328751.0
2399,QUEENS VILLAGE,2004,276723646.0
2400,QUEENS VILLAGE,2005,317596561.0
2401,QUEENS VILLAGE,2006,327535018.0
2402,QUEENS VILLAGE,2007,222086353.0
2403,QUEENS VILLAGE,2008,165925308.0
2404,QUEENS VILLAGE,2009,132570159.0
2405,QUEENS VILLAGE,2010,123640773.0
2406,QUEENS VILLAGE,2011,101064345.0
2407,QUEENS VILLAGE,2012,115422732.0
2408,QUEENS VILLAGE,2013,118858171.0
2409,QUEENS VILLAGE,2014,146207822.0
2410,QUEENS VILLAGE,2015,193646450.0
2411,QUEENS VILLAGE,2016,197380452.0
2412,QUEENS VILLAGE,2017,197939911.0
2413,QUEENS VILLAGE,2018,238711675.0
2414,QUEENS-UNKNOWN,2004,325000.0
2415,QUEENS-UNKNOWN,2011,620000.0
2416,QUEENS-UNKNOWN,2013,950000.0
2417,QUEENS-UNKNOWN,2014,720000.0
2418,RED HOOK,2003,80793367.0
2419,RED HOOK,2004,72919200.0
2420,RED HOOK,2005,124798533.0
2421,RED HOOK,2006,55980163.0
2422,RED HOOK,2007,55164484.0
2423,RED HOOK,2008,42933942.0
2424,RED HOOK,2009,14788868.0
2425,RED HOOK,2010,33217043.0
2426,RED HOOK,2011,24566600.0
2427,RED HOOK,2012,67939944.0
2428,RED HOOK,2013,88026112.0
2429,RED HOOK,2014,147876027.0
2430,RED HOOK,2015,35933148.0
2431,RED HOOK,2016,52539627.0
2432,RED HOOK,2017,217410723.0
2433,RED HOOK,2018,462612256.0
2434,REGO PARK,2003,164817461.0
2435,REGO PARK,2004,212272518.0
2436,REGO PARK,2005,310855150.0
2437,REGO PARK,2006,305725261.0
2438,REGO PARK,2007,253939715.0
2439,REGO PARK,2008,287633671.0
2440,REGO PARK,2009,159487235.0
2441,REGO PARK,2010,98169575.0
2442,REGO PARK,2011,135425795.0
2443,REGO PARK,2012,147575825.0
2444,REGO PARK,2013,360606792.0
2445,REGO PARK,2014,203244282.0
2446,REGO PARK,2015,252148676.0
2447,REGO PARK,2016,406754745.0
2448,REGO PARK,2017,412925270.0
2449,REGO PARK,2018,809059607.0
2450,RICHMOND HILL,2003,330161713.0
2451,RICHMOND HILL,2004,464609051.0
2452,RICHMOND HILL,2005,530010834.0
2453,RICHMOND HILL,2006,566189559.0
2454,RICHMOND HILL,2007,348443450.0
2455,RICHMOND HILL,2008,228406107.0
2456,RICHMOND HILL,2009,163962846.0
2457,RICHMOND HILL,2010,169239685.0
2458,RICHMOND HILL,2011,129853017.0
2459,RICHMOND HILL,2012,149064994.0
2460,RICHMOND HILL,2013,179757638.0
2461,RICHMOND HILL,2014,235140918.0
2462,RICHMOND HILL,2015,264364032.0
2463,RICHMOND HILL,2016,275356948.0
2464,RICHMOND HILL,2017,300556868.0
2465,RICHMOND HILL,2018,355061771.0
2466,RIDGEWOOD,2003,196745842.0
2467,RIDGEWOOD,2004,230432102.0
2468,RIDGEWOOD,2005,256347834.0
2469,RIDGEWOOD,2006,253531750.0
2470,RIDGEWOOD,2007,203586787.0
2471,RIDGEWOOD,2008,162961537.0
2472,RIDGEWOOD,2009,92504712.0
2473,RIDGEWOOD,2010,122991378.0
2474,RIDGEWOOD,2011,132676005.0
2475,RIDGEWOOD,2012,160043673.0
2476,RIDGEWOOD,2013,210204856.0
2477,RIDGEWOOD,2014,275543278.0
2478,RIDGEWOOD,2015,343786362.0
2479,RIDGEWOOD,2016,313268348.0
2480,RIDGEWOOD,2017,221027999.0
2481,RIDGEWOOD,2018,278539435.0
2482,RIVERDALE,2003,166073170.0
2483,RIVERDALE,2004,226820453.0
2484,RIVERDALE,2005,286354886.0
2485,RIVERDALE,2006,199070095.0
2486,RIVERDALE,2007,307742576.0
2487,RIVERDALE,2008,245303551.0
2488,RIVERDALE,2009,132827484.0
2489,RIVERDALE,2010,130449988.0
2490,RIVERDALE,2011,137866163.0
2491,RIVERDALE,2012,155173112.0
2492,RIVERDALE,2013,195120100.0
2493,RIVERDALE,2014,184772331.0
2494,RIVERDALE,2015,364080777.0
2495,RIVERDALE,2016,264036291.0
2496,RIVERDALE,2017,381791994.0
2497,RIVERDALE,2018,306003650.0
2498,ROCKAWAY PARK,2003,40286481.0
2499,ROCKAWAY PARK,2004,73240526.0
2500,ROCKAWAY PARK,2005,51897786.0
2501,ROCKAWAY PARK,2006,88606465.0
2502,ROCKAWAY PARK,2007,60001057.0
2503,ROCKAWAY PARK,2008,29280890.0
2504,ROCKAWAY PARK,2009,51174460.0
2505,ROCKAWAY PARK,2010,35829933.0
2506,ROCKAWAY PARK,2011,36022958.0
2507,ROCKAWAY PARK,2012,23311014.0
2508,ROCKAWAY PARK,2013,24086423.0
2509,ROCKAWAY PARK,2014,31968925.0
2510,ROCKAWAY PARK,2015,42669771.0
2511,ROCKAWAY PARK,2016,49868720.0
2512,ROCKAWAY PARK,2017,32156421.0
2513,ROCKAWAY PARK,2018,60021275.0
2514,ROOSEVELT ISLAND,2017,45273706.0
2515,ROOSEVELT ISLAND,2018,24304376.0
2516,ROSEDALE,2003,155319972.0
2517,ROSEDALE,2004,208931194.0
2518,ROSEDALE,2005,269563449.0
2519,ROSEDALE,2006,310162662.0
2520,ROSEDALE,2007,193092662.0
2521,ROSEDALE,2008,136198384.0
2522,ROSEDALE,2009,116811368.0
2523,ROSEDALE,2010,87234817.0
2524,ROSEDALE,2011,84515825.0
2525,ROSEDALE,2012,94535471.0
2526,ROSEDALE,2013,106674923.0
2527,ROSEDALE,2014,75317221.0
2528,ROSEDALE,2015,112836110.0
2529,ROSEDALE,2016,134082276.0
2530,ROSEDALE,2017,232844438.0
2531,ROSEDALE,2018,171410722.0
2532,SCHUYLERVILLE/PELHAM BAY,2003,67947723.0
2533,SCHUYLERVILLE/PELHAM BAY,2004,104220236.0
2534,SCHUYLERVILLE/PELHAM BAY,2005,126737916.0
2535,SCHUYLERVILLE/PELHAM BAY,2006,115458138.0
2536,SCHUYLERVILLE/PELHAM BAY,2007,141761325.0
2537,SCHUYLERVILLE/PELHAM BAY,2008,114218771.0
2538,SCHUYLERVILLE/PELHAM BAY,2009,45591070.0
2539,SCHUYLERVILLE/PELHAM BAY,2010,46296585.0
2540,SCHUYLERVILLE/PELHAM BAY,2011,41545196.0
2541,SCHUYLERVILLE/PELHAM BAY,2012,81621111.0
2542,SCHUYLERVILLE/PELHAM BAY,2013,55312359.0
2543,SCHUYLERVILLE/PELHAM BAY,2014,77640378.0
2544,SCHUYLERVILLE/PELHAM BAY,2015,119069088.0
2545,SCHUYLERVILLE/PELHAM BAY,2016,146526093.0
2546,SCHUYLERVILLE/PELHAM BAY,2017,155503859.0
2547,SCHUYLERVILLE/PELHAM BAY,2018,122430555.0
2548,SEAGATE,2003,23172579.0
2549,SEAGATE,2004,34459386.0
2550,SEAGATE,2005,30008790.0
2551,SEAGATE,2006,22525846.0
2552,SEAGATE,2007,23925354.0
2553,SEAGATE,2008,15643854.0
2554,SEAGATE,2009,10174463.0
2555,SEAGATE,2010,11773500.0
2556,SEAGATE,2011,12826095.0
2557,SEAGATE,2012,11379814.0
2558,SEAGATE,2013,5844540.0
2559,SEAGATE,2014,20910110.0
2560,SEAGATE,2015,20169600.0
2561,SEAGATE,2016,23990156.0
2562,SEAGATE,2017,33833424.0
2563,SEAGATE,2018,28779614.0
2564,SHEEPSHEAD BAY,2003,291484257.0
2565,SHEEPSHEAD BAY,2004,288449688.0
2566,SHEEPSHEAD BAY,2005,349985216.0
2567,SHEEPSHEAD BAY,2006,308804442.0
2568,SHEEPSHEAD BAY,2007,310841291.0
2569,SHEEPSHEAD BAY,2008,268702534.0
2570,SHEEPSHEAD BAY,2009,177105093.0
2571,SHEEPSHEAD BAY,2010,166436669.0
2572,SHEEPSHEAD BAY,2011,265208618.0
2573,SHEEPSHEAD BAY,2012,152641587.0
2574,SHEEPSHEAD BAY,2013,241493278.0
2575,SHEEPSHEAD BAY,2014,431389756.0
2576,SHEEPSHEAD BAY,2015,305570341.0
2577,SHEEPSHEAD BAY,2016,387838487.0
2578,SHEEPSHEAD BAY,2017,514539985.0
2579,SHEEPSHEAD BAY,2018,437412922.0
2580,SO. JAMAICA-BAISLEY PARK,2003,184031473.0
2581,SO. JAMAICA-BAISLEY PARK,2004,271037650.0
2582,SO. JAMAICA-BAISLEY PARK,2005,332616349.0
2583,SO. JAMAICA-BAISLEY PARK,2006,434537737.0
2584,SO. JAMAICA-BAISLEY PARK,2007,291887355.0
2585,SO. JAMAICA-BAISLEY PARK,2008,185219410.0
2586,SO. JAMAICA-BAISLEY PARK,2009,151436191.0
2587,SO. JAMAICA-BAISLEY PARK,2010,142892388.0
2588,SO. JAMAICA-BAISLEY PARK,2011,100764548.0
2589,SO. JAMAICA-BAISLEY PARK,2012,122765640.0
2590,SO. JAMAICA-BAISLEY PARK,2013,121961858.0
2591,SO. JAMAICA-BAISLEY PARK,2014,146548012.0
2592,SO. JAMAICA-BAISLEY PARK,2015,143968258.0
2593,SO. JAMAICA-BAISLEY PARK,2016,165882685.0
2594,SO. JAMAICA-BAISLEY PARK,2017,266479938.0
2595,SO. JAMAICA-BAISLEY PARK,2018,308563024.0
2596,SOHO,2003,462297922.0
2597,SOHO,2004,749496472.0
2598,SOHO,2005,1240897602.0
2599,SOHO,2006,987592756.0
2600,SOHO,2007,1864334898.0
2601,SOHO,2008,846293190.0
2602,SOHO,2009,530900458.0
2603,SOHO,2010,916687217.0
2604,SOHO,2011,866026851.0
2605,SOHO,2012,2949875538.0
2606,SOHO,2013,1502749695.0
2607,SOHO,2014,2441348782.0
2608,SOHO,2015,1689694289.0
2609,SOHO,2016,1926683902.0
2610,SOHO,2017,1243043588.0
2611,SOHO,2018,1805713611.0
2612,SOUNDVIEW,2003,176978888.0
2613,SOUNDVIEW,2004,217329226.0
2614,SOUNDVIEW,2005,242101201.0
2615,SOUNDVIEW,2006,269446286.0
2616,SOUNDVIEW,2007,258549325.0
2617,SOUNDVIEW,2008,165835360.0
2618,SOUNDVIEW,2009,128639610.0
2619,SOUNDVIEW,2010,101357035.0
2620,SOUNDVIEW,2011,115162185.0
2621,SOUNDVIEW,2012,76704974.0
2622,SOUNDVIEW,2013,186059755.0
2623,SOUNDVIEW,2014,142543249.0
2624,SOUNDVIEW,2015,159801537.0
2625,SOUNDVIEW,2016,398906718.0
2626,SOUNDVIEW,2017,305309281.0
2627,SOUNDVIEW,2018,199270281.0
2628,SOUTH JAMAICA,2003,196967304.0
2629,SOUTH JAMAICA,2004,285652897.0
2630,SOUTH JAMAICA,2005,360012187.0
2631,SOUTH JAMAICA,2006,434257704.0
2632,SOUTH JAMAICA,2007,294477120.0
2633,SOUTH JAMAICA,2008,189615326.0
2634,SOUTH JAMAICA,2009,172445037.0
2635,SOUTH JAMAICA,2010,166237677.0
2636,SOUTH JAMAICA,2011,106328929.0
2637,SOUTH JAMAICA,2012,89184161.0
2638,SOUTH JAMAICA,2013,97334808.0
2639,SOUTH JAMAICA,2014,122215779.0
2640,SOUTH JAMAICA,2015,163186588.0
2641,SOUTH JAMAICA,2016,152226806.0
2642,SOUTH JAMAICA,2017,192789382.0
2643,SOUTH JAMAICA,2018,234454537.0
2644,SOUTH OZONE PARK,2003,234065659.0
2645,SOUTH OZONE PARK,2004,302448832.0
2646,SOUTH OZONE PARK,2005,347453447.0
2647,SOUTH OZONE PARK,2006,386854801.0
2648,SOUTH OZONE PARK,2007,246046281.0
2649,SOUTH OZONE PARK,2008,162889818.0
2650,SOUTH OZONE PARK,2009,135725167.0
2651,SOUTH OZONE PARK,2010,124226318.0
2652,SOUTH OZONE PARK,2011,99934509.0
2653,SOUTH OZONE PARK,2012,90263842.0
2654,SOUTH OZONE PARK,2013,100113730.0
2655,SOUTH OZONE PARK,2014,119293836.0
2656,SOUTH OZONE PARK,2015,131497495.0
2657,SOUTH OZONE PARK,2016,155637102.0
2658,SOUTH OZONE PARK,2017,212625438.0
2659,SOUTH OZONE PARK,2018,215572175.0
2660,SOUTHBRIDGE,2003,125591607.0
2661,SOUTHBRIDGE,2004,182088389.0
2662,SOUTHBRIDGE,2005,80589727.0
2663,SOUTHBRIDGE,2006,86165782.0
2664,SOUTHBRIDGE,2007,179377363.0
2665,SOUTHBRIDGE,2008,201396083.0
2666,SOUTHBRIDGE,2009,63672723.0
2667,SOUTHBRIDGE,2010,83494157.0
2668,SOUTHBRIDGE,2011,109300800.0
2669,SOUTHBRIDGE,2012,1041006801.0
2670,SOUTHBRIDGE,2013,131314858.0
2671,SOUTHBRIDGE,2014,790856332.0
2672,SOUTHBRIDGE,2015,152332688.0
2673,SOUTHBRIDGE,2016,365712579.0
2674,SOUTHBRIDGE,2017,245508602.0
2675,SOUTHBRIDGE,2018,314456659.0
2676,SPRING CREEK,2004,15730000.0
2677,SPRING CREEK,2005,67732721.0
2678,SPRING CREEK,2007,1004000.0
2679,SPRING CREEK,2008,3949442.0
2680,SPRING CREEK,2009,26742701.0
2681,SPRING CREEK,2010,14312701.0
2682,SPRING CREEK,2011,17107878.0
2683,SPRING CREEK,2012,11244944.0
2684,SPRING CREEK,2013,74798149.0
2685,SPRING CREEK,2014,41222230.0
2686,SPRING CREEK,2016,10000000.0
2687,SPRING CREEK,2017,41264469.0
2688,SPRING CREEK,2018,906114038.0
2689,SPRINGFIELD GARDENS,2003,193496490.0
2690,SPRINGFIELD GARDENS,2004,251167149.0
2691,SPRINGFIELD GARDENS,2005,397738344.0
2692,SPRINGFIELD GARDENS,2006,440325595.0
2693,SPRINGFIELD GARDENS,2007,265878225.0
2694,SPRINGFIELD GARDENS,2008,206840312.0
2695,SPRINGFIELD GARDENS,2009,144013188.0
2696,SPRINGFIELD GARDENS,2010,160490814.0
2697,SPRINGFIELD GARDENS,2011,121684483.0
2698,SPRINGFIELD GARDENS,2012,156579765.0
2699,SPRINGFIELD GARDENS,2013,171341090.0
2700,SPRINGFIELD GARDENS,2014,137405478.0
2701,SPRINGFIELD GARDENS,2015,220136312.0
2702,SPRINGFIELD GARDENS,2016,201395768.0
2703,SPRINGFIELD GARDENS,2017,220980450.0
2704,SPRINGFIELD GARDENS,2018,239872176.0
2705,ST. ALBANS,2003,156057876.0
2706,ST. ALBANS,2004,235360453.0
2707,ST. ALBANS,2005,277136876.0
2708,ST. ALBANS,2006,342823933.0
2709,ST. ALBANS,2007,199585853.0
2710,ST. ALBANS,2008,161168731.0
2711,ST. ALBANS,2009,129373352.0
2712,ST. ALBANS,2010,127219889.0
2713,ST. ALBANS,2011,109209797.0
2714,ST. ALBANS,2012,113206122.0
2715,ST. ALBANS,2013,131368812.0
2716,ST. ALBANS,2014,125150882.0
2717,ST. ALBANS,2015,160830349.0
2718,ST. ALBANS,2016,166262018.0
2719,ST. ALBANS,2017,193555345.0
2720,ST. ALBANS,2018,249644453.0
2721,SUNNYSIDE,2003,101189084.0
2722,SUNNYSIDE,2004,131942222.0
2723,SUNNYSIDE,2005,131852114.0
2724,SUNNYSIDE,2006,218956337.0
2725,SUNNYSIDE,2007,161674206.0
2726,SUNNYSIDE,2008,142122197.0
2727,SUNNYSIDE,2009,53511583.0
2728,SUNNYSIDE,2010,48841810.0
2729,SUNNYSIDE,2011,66014222.0
2730,SUNNYSIDE,2012,82134938.0
2731,SUNNYSIDE,2013,226453944.0
2732,SUNNYSIDE,2014,173498700.0
2733,SUNNYSIDE,2015,186382094.0
2734,SUNNYSIDE,2016,250317748.0
2735,SUNNYSIDE,2017,144795766.0
2736,SUNNYSIDE,2018,171514139.0
2737,SUNSET PARK,2003,261559410.0
2738,SUNSET PARK,2004,292355897.0
2739,SUNSET PARK,2005,335518013.0
2740,SUNSET PARK,2006,326965560.0
2741,SUNSET PARK,2007,322569264.0
2742,SUNSET PARK,2008,344401043.0
2743,SUNSET PARK,2009,203646165.0
2744,SUNSET PARK,2010,218789192.0
2745,SUNSET PARK,2011,218750878.0
2746,SUNSET PARK,2012,313149647.0
2747,SUNSET PARK,2013,407577935.0
2748,SUNSET PARK,2014,413926566.0
2749,SUNSET PARK,2015,491721612.0
2750,SUNSET PARK,2016,414241206.0
2751,SUNSET PARK,2017,541947351.0
2752,SUNSET PARK,2018,461953549.0
2753,THROGS NECK,2003,108389285.0
2754,THROGS NECK,2004,121841042.0
2755,THROGS NECK,2005,136918178.0
2756,THROGS NECK,2006,143125965.0
2757,THROGS NECK,2007,128253270.0
2758,THROGS NECK,2008,82978956.0
2759,THROGS NECK,2009,52293816.0
2760,THROGS NECK,2010,55482779.0
2761,THROGS NECK,2011,89783437.0
2762,THROGS NECK,2012,51435896.0
2763,THROGS NECK,2013,59542909.0
2764,THROGS NECK,2014,74605203.0
2765,THROGS NECK,2015,89684117.0
2766,THROGS NECK,2016,102396416.0
2767,THROGS NECK,2017,162511365.0
2768,THROGS NECK,2018,148046801.0
2769,TRIBECA,2003,562963121.0
2770,TRIBECA,2004,762555089.0
2771,TRIBECA,2005,1090720635.0
2772,TRIBECA,2006,871735422.0
2773,TRIBECA,2007,3344555444.0
2774,TRIBECA,2008,1516969080.0
2775,TRIBECA,2009,780035096.0
2776,TRIBECA,2010,995087625.0
2777,TRIBECA,2011,1019236702.0
2778,TRIBECA,2012,1500186880.0
2779,TRIBECA,2013,2037282766.0
2780,TRIBECA,2014,1121107388.0
2781,TRIBECA,2015,1701734075.0
2782,TRIBECA,2016,3610749343.0
2783,TRIBECA,2017,1960128523.0
2784,TRIBECA,2018,2315070216.0
2785,UPPER EAST SIDE (59-79),2003,2561892998.0
2786,UPPER EAST SIDE (59-79),2004,5273244088.0
2787,UPPER EAST SIDE (59-79),2005,4924078163.0
2788,UPPER EAST SIDE (59-79),2006,3858738887.0
2789,UPPER EAST SIDE (59-79),2007,4967986305.0
2790,UPPER EAST SIDE (59-79),2008,4530203574.0
2791,UPPER EAST SIDE (59-79),2009,2691508690.0
2792,UPPER EAST SIDE (59-79),2010,2503489098.0
2793,UPPER EAST SIDE (59-79),2011,3569398065.0
2794,UPPER EAST SIDE (59-79),2012,4191368573.0
2795,UPPER EAST SIDE (59-79),2013,4572972852.0
2796,UPPER EAST SIDE (59-79),2014,6184463063.0
2797,UPPER EAST SIDE (59-79),2015,5786034612.0
2798,UPPER EAST SIDE (59-79),2016,4049905202.0
2799,UPPER EAST SIDE (59-79),2017,3814157429.0
2800,UPPER EAST SIDE (59-79),2018,4294971232.0
2801,UPPER EAST SIDE (79-96),2003,1897931619.0
2802,UPPER EAST SIDE (79-96),2004,2900177242.0
2803,UPPER EAST SIDE (79-96),2005,2996432778.0
2804,UPPER EAST SIDE (79-96),2006,2650261234.0
2805,UPPER EAST SIDE (79-96),2007,3279917629.0
2806,UPPER EAST SIDE (79-96),2008,3040175954.0
2807,UPPER EAST SIDE (79-96),2009,2021705012.0
2808,UPPER EAST SIDE (79-96),2010,1740004685.0
2809,UPPER EAST SIDE (79-96),2011,2366535008.0
2810,UPPER EAST SIDE (79-96),2012,3249978401.0
2811,UPPER EAST SIDE (79-96),2013,2871735850.0
2812,UPPER EAST SIDE (79-96),2014,4279681899.0
2813,UPPER EAST SIDE (79-96),2015,3405062263.0
2814,UPPER EAST SIDE (79-96),2016,3135062716.0
2815,UPPER EAST SIDE (79-96),2017,3402968814.0
2816,UPPER EAST SIDE (79-96),2018,3125852240.0
2817,UPPER EAST SIDE (96-110),2003,121982747.0
2818,UPPER EAST SIDE (96-110),2004,155072401.0
2819,UPPER EAST SIDE (96-110),2005,97510309.0
2820,UPPER EAST SIDE (96-110),2006,110927193.0
2821,UPPER EAST SIDE (96-110),2007,176959675.0
2822,UPPER EAST SIDE (96-110),2008,76056724.0
2823,UPPER EAST SIDE (96-110),2009,106726859.0
2824,UPPER EAST SIDE (96-110),2010,78617954.0
2825,UPPER EAST SIDE (96-110),2011,85156951.0
2826,UPPER EAST SIDE (96-110),2012,219336288.0
2827,UPPER EAST SIDE (96-110),2013,228347687.0
2828,UPPER EAST SIDE (96-110),2014,180799845.0
2829,UPPER EAST SIDE (96-110),2015,134199927.0
2830,UPPER EAST SIDE (96-110),2016,127032968.0
2831,UPPER EAST SIDE (96-110),2017,83643155.0
2832,UPPER EAST SIDE (96-110),2018,143772529.0
2833,UPPER WEST SIDE (59-79),2003,2202128368.0
2834,UPPER WEST SIDE (59-79),2004,2340479040.0
2835,UPPER WEST SIDE (59-79),2005,4014887472.0
2836,UPPER WEST SIDE (59-79),2006,2730169367.0
2837,UPPER WEST SIDE (59-79),2007,4177296798.0
2838,UPPER WEST SIDE (59-79),2008,4430110319.0
2839,UPPER WEST SIDE (59-79),2009,2112224373.0
2840,UPPER WEST SIDE (59-79),2010,2212325843.0
2841,UPPER WEST SIDE (59-79),2011,3151506786.0
2842,UPPER WEST SIDE (59-79),2012,3279858212.0
2843,UPPER WEST SIDE (59-79),2013,3337262171.0
2844,UPPER WEST SIDE (59-79),2014,3266172860.0
2845,UPPER WEST SIDE (59-79),2015,4584136986.0
2846,UPPER WEST SIDE (59-79),2016,2918653458.0
2847,UPPER WEST SIDE (59-79),2017,3319140412.0
2848,UPPER WEST SIDE (59-79),2018,4399818354.0
2849,UPPER WEST SIDE (79-96),2003,966171380.0
