NEIGHBORHOOD,BLOCK,ZIPCODE
HARLEM-UPPER             ,2066,10031
HARLEM-UPPER             ,2068,10031
HARLEM-UPPER             ,2073,10030
HARLEM-UPPER             ,2074,10031
HARLEM-UPPER             ,2076,10031
HARLEM-UPPER             ,2077,10031
HARLEM-UPPER             ,2079,10031
HARLEM-UPPER             ,2080,10030
HARLEM-UPPER             ,2081,10031
HARLEM-UPPER             ,2082,10031
HARLEM-UPPER             ,2083,10031
HARLEM-UPPER             ,2057,10031
HARLEM-UPPER             ,2069,10032
HARLEM-UPPER             ,2075,10031
HARLEM-UPPER             ,2088,10031
HARLEM-UPPER             ,2097,10031
HARLEM-UPPER             ,2061,10039
HARLEM-UPPER             ,2078,10031
HARLEM-WEST              ,1966,10027
HARLEM-WEST              ,1969,10027
HARLEM-WEST              ,1970,10027
HARLEM-WEST              ,1970,10031
HARLEM-WEST              ,1987,10031
HARLEM-WEST              ,1988,10031
HARLEM-WEST              ,2002,10031
HARLEM-WEST              ,2071,10031
HARLEM-WEST              ,1968,10027
HARLEM-WEST              ,2001,10031
HARLEM-WEST              ,2002,10030
HARLEM-WEST              ,2070,10031
HARLEM-WEST              ,1967,10027
HARLEM-WEST              ,1982,10027
HARLEM-WEST              ,1998,10027
HARLEM-WEST              ,1997,10027
HARLEM-WEST              ,1996,10027
INWOOD                   ,2215,10463
INWOOD                   ,2243,10034
INWOOD                   ,2243,10021
INWOOD                   ,2248,10034
INWOOD                   ,2217,10034
INWOOD                   ,2217,10040
INWOOD                   ,2218,10034
INWOOD                   ,2224,10034
INWOOD                   ,2225,10034
INWOOD                   ,2227,10034
INWOOD                   ,2228,10034
INWOOD                   ,2234,10034
INWOOD                   ,2236,10034
INWOOD                   ,2237,10034
INWOOD                   ,2242,10034
INWOOD                   ,2247,10034
INWOOD                   ,2250,10034
INWOOD                   ,2240,10034
INWOOD                   ,2240,10009
INWOOD                   ,2202,10034
INWOOD                   ,2238,10034
INWOOD                   ,2243,10017
INWOOD                   ,2243,10033
INWOOD                   ,2243,10040
INWOOD                   ,2248,10011
INWOOD                   ,2221,10034
INWOOD                   ,2214,10034
INWOOD                   ,2187,10034
INWOOD                   ,2197,10034
JAVITS CENTER            ,706,10001
JAVITS CENTER            ,734,10018
JAVITS CENTER            ,735,10018
JAVITS CENTER            ,736,10018
JAVITS CENTER            ,731,10001
JAVITS CENTER            ,732,10001
JAVITS CENTER            ,732,10011
JAVITS CENTER            ,729,10001
JAVITS CENTER            ,709,10018
JAVITS CENTER            ,705,10001
JAVITS CENTER            ,708,10018
KIPS BAY                 ,923,10003
KIPS BAY                 ,924,10003
KIPS BAY                 ,925,10003
KIPS BAY                 ,927,10010
KIPS BAY                 ,934,10016
KIPS BAY                 ,935,10016
KIPS BAY                 ,930,10010
KIPS BAY                 ,921,10003
KIPS BAY                 ,928,10010
KIPS BAY                 ,931,10010
KIPS BAY                 ,940,10016
KIPS BAY                 ,943,10016
KIPS BAY                 ,968,10016
KIPS BAY                 ,936,10016
KIPS BAY                 ,944,10016
KIPS BAY                 ,969,10016
KIPS BAY                 ,922,10003
KIPS BAY                 ,928,10012
KIPS BAY                 ,928,10011
KIPS BAY                 ,945,10016
KIPS BAY                 ,939,10016
KIPS BAY                 ,962,10016
LITTLE ITALY             ,471,10013
LITTLE ITALY             ,494,10012
LITTLE ITALY             ,481,10012
LITTLE ITALY             ,492,10012
LITTLE ITALY             ,493,10012
LITTLE ITALY             ,495,10012
LITTLE ITALY             ,509,10012
LITTLE ITALY             ,510,10012
LITTLE ITALY             ,508,10012
LITTLE ITALY             ,510,10025
LITTLE ITALY             ,479,10012
LITTLE ITALY             ,470,10013
LITTLE ITALY             ,478,10013
LITTLE ITALY             ,507,10012
LITTLE ITALY             ,480,10012
LITTLE ITALY             ,482,10013
LOWER EAST SIDE          ,283,10002
LOWER EAST SIDE          ,421,10002
LOWER EAST SIDE          ,246,10002
LOWER EAST SIDE          ,276,10002
LOWER EAST SIDE          ,276,10038
LOWER EAST SIDE          ,286,10002
LOWER EAST SIDE          ,310,10002
LOWER EAST SIDE          ,348,10002
LOWER EAST SIDE          ,350,10002
LOWER EAST SIDE          ,355,10002
LOWER EAST SIDE          ,408,10002
LOWER EAST SIDE          ,409,10002
LOWER EAST SIDE          ,410,10002
LOWER EAST SIDE          ,411,10002
LOWER EAST SIDE          ,412,10002
LOWER EAST SIDE          ,413,10002
LOWER EAST SIDE          ,415,10002
LOWER EAST SIDE          ,418,10002
LOWER EAST SIDE          ,420,10002
LOWER EAST SIDE          ,426,10002
LOWER EAST SIDE          ,274,10002
LOWER EAST SIDE          ,425,10002
LOWER EAST SIDE          ,343,10012
LOWER EAST SIDE          ,348,10009
LOWER EAST SIDE          ,354,10002
LOWER EAST SIDE          ,414,10002
LOWER EAST SIDE          ,416,10002
LOWER EAST SIDE          ,422,10002
LOWER EAST SIDE          ,263,10002
LOWER EAST SIDE          ,263,10052
LOWER EAST SIDE          ,311,10002
LOWER EAST SIDE          ,311,10025
LOWER EAST SIDE          ,311,10022
LOWER EAST SIDE          ,315,10002
LOWER EAST SIDE          ,321,10024
LOWER EAST SIDE          ,321,10002
LOWER EAST SIDE          ,321,10001
LOWER EAST SIDE          ,331,10002
LOWER EAST SIDE          ,331,10016
LOWER EAST SIDE          ,349,10002
LOWER EAST SIDE          ,284,10002
LOWER EAST SIDE          ,297,10002
LOWER EAST SIDE          ,298,10002
LOWER EAST SIDE          ,419,10002
LOWER EAST SIDE          ,285,10002
LOWER EAST SIDE          ,308,10002
LOWER EAST SIDE          ,294,10002
LOWER EAST SIDE          ,353,10002
LOWER EAST SIDE          ,248,10002
LOWER EAST SIDE          ,271,10002
LOWER EAST SIDE          ,417,10002
LOWER EAST SIDE          ,345,10002
LOWER EAST SIDE          ,343,10002
LOWER EAST SIDE          ,273,10002
LOWER EAST SIDE          ,427,10002
MANHATTAN VALLEY         ,1841,10025
MANHATTAN VALLEY         ,1832,10025
MANHATTAN VALLEY         ,1840,10025
MANHATTAN VALLEY         ,1845,10025
MANHATTAN VALLEY         ,1847,10026
MANHATTAN VALLEY         ,1848,10026
MANHATTAN VALLEY         ,1844,10025
MANHATTAN VALLEY         ,1846,10026
MANHATTAN VALLEY         ,1832,10028
MANHATTAN VALLEY         ,1832,10023
MANHATTAN VALLEY         ,1836,10025
MANHATTAN VALLEY         ,1837,10025
MANHATTAN VALLEY         ,1843,10025
MANHATTAN VALLEY         ,1849,10026
MANHATTAN VALLEY         ,1842,10025
MANHATTAN VALLEY         ,1833,10025
MANHATTAN VALLEY         ,1838,10025
MANHATTAN VALLEY         ,1845,10026
MIDTOWN CBD              ,1307,10022
MIDTOWN CBD              ,1293,10021
MIDTOWN CBD              ,1294,10151
MIDTOWN CBD              ,1294,10022
MIDTOWN CBD              ,1303,10017
MIDTOWN CBD              ,1304,10017
MIDTOWN CBD              ,1304,10001
MIDTOWN CBD              ,1310,10022
MIDTOWN CBD              ,1311,10022
MIDTOWN CBD              ,1312,10022
MIDTOWN CBD              ,1313,10022
MIDTOWN CBD              ,1287,10022
MIDTOWN CBD              ,1292,10022
MIDTOWN CBD              ,1309,10022
MIDTOWN CBD              ,1275,10017
MIDTOWN CBD              ,1277,10017
MIDTOWN CBD              ,1278,10017
MIDTOWN CBD              ,1279,10017
MIDTOWN CBD              ,1281,10017
MIDTOWN CBD              ,1283,10017
MIDTOWN CBD              ,1284,10017
MIDTOWN CBD              ,1285,10022
MIDTOWN CBD              ,1290,10022
MIDTOWN CBD              ,1295,10017
MIDTOWN CBD              ,1296,10017
MIDTOWN CBD              ,1298,10017
MIDTOWN CBD              ,1300,10017
MIDTOWN CBD              ,1305,10022
MIDTOWN CBD              ,1308,10022
MIDTOWN CBD              ,1289,10022
MIDTOWN EAST             ,1345,10022
MIDTOWN EAST             ,1361,10022
MIDTOWN EAST             ,1323,10017
MIDTOWN EAST             ,1343,10022
MIDTOWN EAST             ,1314,10017
MIDTOWN EAST             ,1321,10017
MIDTOWN EAST             ,1326,10022
MIDTOWN EAST             ,1344,10022
MIDTOWN EAST             ,1347,10022
MIDTOWN EAST             ,1351,10022
MIDTOWN EAST             ,1319,10017
MIDTOWN EAST             ,1323,10022
MIDTOWN EAST             ,1325,10022
MIDTOWN EAST             ,1348,10022
MIDTOWN EAST             ,1324,10022
MIDTOWN EAST             ,1328,10022
MIDTOWN EAST             ,1328,10019
MIDTOWN EAST             ,1342,10022
MIDTOWN EAST             ,1346,10022
MIDTOWN EAST             ,1350,10022
MIDTOWN EAST             ,1369,10022
MIDTOWN EAST             ,1327,10022
MIDTOWN EAST             ,1327,10017
MIDTOWN EAST             ,1330,10022
MIDTOWN EAST             ,1330,10021
MIDTOWN EAST             ,1331,10022
MIDTOWN EAST             ,1333,10016
MIDTOWN EAST             ,1333,10004
MIDTOWN EAST             ,1333,10017
MIDTOWN EAST             ,1333,10021
MIDTOWN EAST             ,1333,10011
MIDTOWN EAST             ,1333,10018
MIDTOWN EAST             ,1334,10017
MIDTOWN EAST             ,1334,10016
MIDTOWN EAST             ,1335,10017
MIDTOWN EAST             ,1335,10021
MIDTOWN EAST             ,1336,10017
MIDTOWN EAST             ,1336,10016
MIDTOWN EAST             ,1338,10017
MIDTOWN EAST             ,1338,10016
MIDTOWN EAST             ,1338,10022
MIDTOWN EAST             ,1339,10017
MIDTOWN EAST             ,1341,10012
MIDTOWN EAST             ,1341,10017
MIDTOWN EAST             ,1342,10017
MIDTOWN EAST             ,1346,10016
MIDTOWN EAST             ,1347,10024
MIDTOWN EAST             ,1349,10022
MIDTOWN EAST             ,1350,10222
MIDTOWN EAST             ,1350,10021
MIDTOWN EAST             ,1351,10023
MIDTOWN EAST             ,1351,10017
MIDTOWN EAST             ,1360,10017
MIDTOWN EAST             ,1360,10010
MIDTOWN EAST             ,1360,10016
MIDTOWN EAST             ,1361,10017
MIDTOWN EAST             ,1362,10022
MIDTOWN EAST             ,1363,10022
MIDTOWN EAST             ,1363,10016
MIDTOWN EAST             ,1363,10020
MIDTOWN EAST             ,1364,10022
MIDTOWN EAST             ,1364,10021
MIDTOWN EAST             ,1365,10022
MIDTOWN EAST             ,1365,10021
MIDTOWN EAST             ,1366,10021
MIDTOWN EAST             ,1366,10022
MIDTOWN EAST             ,1367,10022
MIDTOWN EAST             ,1367,10021
MIDTOWN EAST             ,1368,10022
MIDTOWN EAST             ,1368,10001
MIDTOWN EAST             ,1369,10021
MIDTOWN EAST             ,1370,10022
MIDTOWN EAST             ,1370,10028
MIDTOWN EAST             ,1370,10021
MIDTOWN EAST             ,1371,10022
MIDTOWN EAST             ,1372,10022
MIDTOWN EAST             ,1314,10016
MIDTOWN EAST             ,1320,10017
MIDTOWN EAST             ,1322,10017
MIDTOWN EAST             ,1340,10017
MIDTOWN EAST             ,1329,10022
MIDTOWN EAST             ,1343,10028
MIDTOWN EAST             ,1315,10017
MIDTOWN EAST             ,1317,10017
MIDTOWN WEST             ,1010,10019
MIDTOWN WEST             ,1030,10019
MIDTOWN WEST             ,1033,10036
MIDTOWN WEST             ,1037,10036
MIDTOWN WEST             ,1041,10019
MIDTOWN WEST             ,1043,10019
MIDTOWN WEST             ,1023,10019
MIDTOWN WEST             ,1272,10019
MIDTOWN WEST             ,1035,10036
MIDTOWN WEST             ,1036,10036
MIDTOWN WEST             ,1038,10036
MIDTOWN WEST             ,1038,10019
MIDTOWN WEST             ,1046,10019
MIDTOWN WEST             ,1007,10019
MIDTOWN WEST             ,1009,10019
MIDTOWN WEST             ,1009,10018
MIDTOWN WEST             ,1011,10019
MIDTOWN WEST             ,1011,10017
MIDTOWN WEST             ,1026,10019
MIDTOWN WEST             ,1029,10019
MIDTOWN WEST             ,1030,10016
MIDTOWN WEST             ,1030,10025
MIDTOWN WEST             ,1039,10019
MIDTOWN WEST             ,1045,10019
MIDTOWN WEST             ,1046,10023
MIDTOWN WEST             ,1049,10019
MIDTOWN WEST             ,1049,10023
MIDTOWN WEST             ,1270,10019
MIDTOWN WEST             ,1270,10023
MIDTOWN WEST             ,1271,10019
MIDTOWN WEST             ,1274,10019
MIDTOWN WEST             ,1003,10019
MIDTOWN WEST             ,1006,10019
MIDTOWN WEST             ,1008,10019
MIDTOWN WEST             ,1027,10019
MIDTOWN WEST             ,1040,10019
MIDTOWN WEST             ,1047,10019
MIDTOWN WEST             ,1048,10019
MIDTOWN WEST             ,1269,10019
MIDTOWN WEST             ,1273,10019
MIDTOWN WEST             ,1034,10036
MIDTOWN WEST             ,1260,10036
MIDTOWN WEST             ,1025,10019
MIDTOWN WEST             ,1048,10036
MIDTOWN WEST             ,993,10018
MIDTOWN WEST             ,994,10036
MIDTOWN WEST             ,999,10036
MIDTOWN WEST             ,1001,10036
MIDTOWN WEST             ,1012,10018
MIDTOWN WEST             ,1028,10019
MIDTOWN WEST             ,1262,10036
MIDTOWN WEST             ,1263,10036
MIDTOWN WEST             ,1267,10019
MIDTOWN WEST             ,1268,10019
MIDTOWN WEST             ,995,10036
MIDTOWN WEST             ,998,10036
MIDTOWN WEST             ,1001,10019
MIDTOWN WEST             ,1020,10019
MIDTOWN WEST             ,1261,10036
MORNINGSIDE HEIGHTS      ,1993,10027
MORNINGSIDE HEIGHTS      ,1977,10027
MORNINGSIDE HEIGHTS      ,1963,10027
MORNINGSIDE HEIGHTS      ,1976,10027
MORNINGSIDE HEIGHTS      ,1978,10027
MORNINGSIDE HEIGHTS      ,1978,10025
MORNINGSIDE HEIGHTS      ,1990,10027
MORNINGSIDE HEIGHTS      ,1994,10027
MORNINGSIDE HEIGHTS      ,1995,10027
MURRAY HILL              ,891,10016
MURRAY HILL              ,893,10016
MURRAY HILL              ,894,10016
MURRAY HILL              ,912,10016
MURRAY HILL              ,885,10016
MURRAY HILL              ,859,10016
MURRAY HILL              ,916,10016
MURRAY HILL              ,868,10016
MURRAY HILL              ,888,10016
MURRAY HILL              ,889,10016
MURRAY HILL              ,890,10016
MURRAY HILL              ,892,10016
MURRAY HILL              ,910,10016
MURRAY HILL              ,915,10016
MURRAY HILL              ,860,10016
MURRAY HILL              ,861,10016
MURRAY HILL              ,867,10016
MURRAY HILL              ,886,10016
MURRAY HILL              ,895,10016
MURRAY HILL              ,858,10016
MURRAY HILL              ,862,10016
MURRAY HILL              ,864,10016
MURRAY HILL              ,864,10017
MURRAY HILL              ,865,10016
MURRAY HILL              ,865,10017
MURRAY HILL              ,866,10016
MURRAY HILL              ,866,10001
MURRAY HILL              ,884,10016
MURRAY HILL              ,886,10022
MURRAY HILL              ,890,10165
MURRAY HILL              ,891,10003
MURRAY HILL              ,893,10017
MURRAY HILL              ,893,10018
MURRAY HILL              ,895,10017
MURRAY HILL              ,909,10016
MURRAY HILL              ,913,10016
MURRAY HILL              ,915,10001
MURRAY HILL              ,916,10011
MURRAY HILL              ,917,10016
MURRAY HILL              ,918,10016
MURRAY HILL              ,869,10016
MURRAY HILL              ,911,10016
MURRAY HILL              ,920,10016
MURRAY HILL              ,919,10016
MURRAY HILL              ,863,10016
MURRAY HILL              ,887,10016
SOHO                     ,476,10013
SOHO                     ,475,10013
SOHO                     ,503,10012
SOHO                     ,520,10014
SOHO                     ,594,10013
SOHO                     ,489,10012
SOHO                     ,506,10014
SOHO                     ,515,10012
SOHO                     ,516,10012
SOHO                     ,597,10014
SOHO                     ,485,10012
SOHO                     ,501,10012
SOHO                     ,229,10013
SOHO                     ,231,10013
SOHO                     ,474,10013
SOHO                     ,482,10012
SOHO                     ,485,10013
SOHO                     ,499,10012
SOHO                     ,500,10021
SOHO                     ,500,10012
SOHO                     ,502,10012
SOHO                     ,503,10002
SOHO                     ,504,10013
SOHO                     ,516,10013
SOHO                     ,517,10012
SOHO                     ,519,10014
SOHO                     ,595,10013
SOHO                     ,231,10012
SOHO                     ,232,10013
SOHO                     ,473,10013
SOHO                     ,474,10012
SOHO                     ,482,10013
SOHO                     ,483,10012
SOHO                     ,485,10128
SOHO                     ,486,10012
SOHO                     ,487,10012
SOHO                     ,496,10012
SOHO                     ,498,10012
SOHO                     ,506,10013
SOHO                     ,513,10012
SOHO                     ,514,10028
SOHO                     ,519,10012
SOHO                     ,519,10002
SOHO                     ,519,10011
SOHO                     ,230,10013
SOHO                     ,488,10012
SOHO                     ,491,10013
SOHO                     ,497,10012
SOHO                     ,512,10012
SOHO                     ,228,10013
SOHO                     ,209,10013
SOHO                     ,486,10013
SOHO                     ,490,10012
SOHO                     ,518,10012
SOHO                     ,511,10012
SOHO                     ,227,10013
SOHO                     ,233,10013
SOUTHBRIDGE              ,106,10038
SOUTHBRIDGE              ,100,10038
SOUTHBRIDGE              ,101,10038
SOUTHBRIDGE              ,90,10038
SOUTHBRIDGE              ,95,10038
SOUTHBRIDGE              ,97,10038
SOUTHBRIDGE              ,91,10038
SOUTHBRIDGE              ,93,10038
SOUTHBRIDGE              ,107,10038
TRIBECA                  ,141,10013
TRIBECA                  ,142,10013
TRIBECA                  ,143,10013
TRIBECA                  ,180,10013
TRIBECA                  ,218,10013
TRIBECA                  ,179,10013
TRIBECA                  ,220,10013
TRIBECA                  ,144,10013
TRIBECA                  ,193,10013
TRIBECA                  ,214,10013
TRIBECA                  ,217,10013
TRIBECA                  ,137,10007
TRIBECA                  ,140,10013
TRIBECA                  ,143,10021
TRIBECA                  ,210,10013
TRIBECA                  ,215,10013
TRIBECA                  ,218,10016
TRIBECA                  ,219,10013
TRIBECA                  ,223,10013
TRIBECA                  ,16,10280
TRIBECA                  ,16,10004
TRIBECA                  ,132,10007
TRIBECA                  ,140,10007
TRIBECA                  ,188,10013
TRIBECA                  ,190,10013
TRIBECA                  ,212,10013
TRIBECA                  ,222,10013
TRIBECA                  ,187,10013
TRIBECA                  ,189,10013
TRIBECA                  ,194,10013
TRIBECA                  ,181,10013
TRIBECA                  ,224,10013
TRIBECA                  ,84,10048
UPPER BAY                ,1,10004
UPPER EAST SIDE (59-79)  ,1378,10021
UPPER EAST SIDE (59-79)  ,1381,10021
UPPER EAST SIDE (59-79)  ,1389,10021
UPPER EAST SIDE (59-79)  ,1392,10021
UPPER EAST SIDE (59-79)  ,1399,10021
UPPER EAST SIDE (59-79)  ,1400,10021
UPPER EAST SIDE (59-79)  ,1404,10021
UPPER EAST SIDE (59-79)  ,1405,10021
UPPER EAST SIDE (59-79)  ,1408,10021
UPPER EAST SIDE (59-79)  ,1411,10021
UPPER EAST SIDE (59-79)  ,1413,10021
UPPER EAST SIDE (59-79)  ,1416,10021
UPPER EAST SIDE (59-79)  ,1417,10021
UPPER EAST SIDE (59-79)  ,1437,10021
UPPER EAST SIDE (59-79)  ,1443,10021
UPPER EAST SIDE (59-79)  ,1382,10021
UPPER EAST SIDE (59-79)  ,1383,10021
UPPER EAST SIDE (59-79)  ,1393,10021
UPPER EAST SIDE (59-79)  ,1398,10021
UPPER EAST SIDE (59-79)  ,1406,10021
UPPER EAST SIDE (59-79)  ,1415,10021
UPPER EAST SIDE (59-79)  ,1422,10021
UPPER EAST SIDE (59-79)  ,1427,10021
UPPER EAST SIDE (59-79)  ,1379,10021
UPPER EAST SIDE (59-79)  ,1377,10021
UPPER EAST SIDE (59-79)  ,1388,10021
UPPER EAST SIDE (59-79)  ,1390,10021
UPPER EAST SIDE (59-79)  ,1391,10021
UPPER EAST SIDE (59-79)  ,1395,10021
UPPER EAST SIDE (59-79)  ,1429,10021
UPPER EAST SIDE (59-79)  ,1431,10021
UPPER EAST SIDE (59-79)  ,1432,10021
UPPER EAST SIDE (59-79)  ,1433,10021
UPPER EAST SIDE (59-79)  ,1435,10022
UPPER EAST SIDE (59-79)  ,1435,10021
UPPER EAST SIDE (59-79)  ,1436,10021
UPPER EAST SIDE (59-79)  ,1439,10021
UPPER EAST SIDE (59-79)  ,1440,10021
UPPER EAST SIDE (59-79)  ,1444,10021
UPPER EAST SIDE (59-79)  ,1445,10021
UPPER EAST SIDE (59-79)  ,1446,10021
UPPER EAST SIDE (59-79)  ,1448,10021
UPPER EAST SIDE (59-79)  ,1449,10021
UPPER EAST SIDE (59-79)  ,1450,10021
UPPER EAST SIDE (59-79)  ,1452,10021
UPPER EAST SIDE (59-79)  ,1463,10021
UPPER EAST SIDE (59-79)  ,1464,10021
UPPER EAST SIDE (59-79)  ,1468,10021
UPPER EAST SIDE (59-79)  ,1470,10021
UPPER EAST SIDE (59-79)  ,1472,10021
UPPER EAST SIDE (59-79)  ,1473,10021
UPPER EAST SIDE (59-79)  ,1373,10044
UPPER EAST SIDE (59-79)  ,1410,10021
UPPER EAST SIDE (59-79)  ,1412,10021
UPPER EAST SIDE (59-79)  ,1428,10021
UPPER EAST SIDE (59-79)  ,1451,10021
UPPER EAST SIDE (59-79)  ,1453,10021
UPPER EAST SIDE (59-79)  ,1471,10021
UPPER EAST SIDE (59-79)  ,1484,10021
UPPER EAST SIDE (59-79)  ,1379,10022
UPPER EAST SIDE (59-79)  ,1387,10021
UPPER EAST SIDE (59-79)  ,1426,10021
UPPER EAST SIDE (59-79)  ,1432,10075
UPPER EAST SIDE (59-79)  ,1441,10021
UPPER EAST SIDE (59-79)  ,1447,10021
UPPER EAST SIDE (59-79)  ,1451,10075
UPPER EAST SIDE (59-79)  ,1452,10075
UPPER EAST SIDE (59-79)  ,1467,10021
UPPER EAST SIDE (59-79)  ,1473,10075
UPPER EAST SIDE (59-79)  ,1489,10021
UPPER EAST SIDE (59-79)  ,1489,10075
UPPER EAST SIDE (59-79)  ,1489,10023
UPPER EAST SIDE (59-79)  ,1373,10046
UPPER EAST SIDE (59-79)  ,1374,10022
UPPER EAST SIDE (59-79)  ,1374,10021
UPPER EAST SIDE (59-79)  ,1376,10022
UPPER EAST SIDE (59-79)  ,1376,10065
UPPER EAST SIDE (59-79)  ,1376,10021
UPPER EAST SIDE (59-79)  ,1378,10065
UPPER EAST SIDE (59-79)  ,1380,10065
UPPER EAST SIDE (59-79)  ,1380,10021
UPPER EAST SIDE (59-79)  ,1381,10065
UPPER EAST SIDE (59-79)  ,1382,10065
UPPER EAST SIDE (59-79)  ,1382,10003
UPPER EAST SIDE (59-79)  ,1384,10021
UPPER EAST SIDE (59-79)  ,1385,10021
UPPER EAST SIDE (59-79)  ,1386,10021
UPPER EAST SIDE (59-79)  ,1387,10022
UPPER EAST SIDE (59-79)  ,1391,10028
UPPER EAST SIDE (59-79)  ,1391,10075
UPPER EAST SIDE (59-79)  ,1392,10075
UPPER EAST SIDE (59-79)  ,1392,10028
UPPER EAST SIDE (59-79)  ,1393,10075
UPPER EAST SIDE (59-79)  ,1394,10022
UPPER EAST SIDE (59-79)  ,1394,10021
UPPER EAST SIDE (59-79)  ,1395,10022
UPPER EAST SIDE (59-79)  ,1395,10016
UPPER EAST SIDE (59-79)  ,1396,10021
UPPER EAST SIDE (59-79)  ,1396,10022
UPPER EAST SIDE (59-79)  ,1397,10065
UPPER EAST SIDE (59-79)  ,1397,10021
UPPER EAST SIDE (59-79)  ,1398,10065
UPPER EAST SIDE (59-79)  ,1398,10022
UPPER EAST SIDE (59-79)  ,1399,10022
UPPER EAST SIDE (59-79)  ,1401,10065
UPPER EAST SIDE (59-79)  ,1401,10021
UPPER EAST SIDE (59-79)  ,1402,10021
UPPER EAST SIDE (59-79)  ,1403,10021
UPPER EAST SIDE (59-79)  ,1403,10065
UPPER EAST SIDE (59-79)  ,1406,10023
UPPER EAST SIDE (59-79)  ,1407,10021
UPPER EAST SIDE (59-79)  ,1408,10016
UPPER EAST SIDE (59-79)  ,1409,10021
UPPER EAST SIDE (59-79)  ,1409,10128
UPPER EAST SIDE (59-79)  ,1411,10016
UPPER EAST SIDE (59-79)  ,1411,10075
UPPER EAST SIDE (59-79)  ,1412,10075
UPPER EAST SIDE (59-79)  ,1414,10022
UPPER EAST SIDE (59-79)  ,1417,10065
UPPER EAST SIDE (59-79)  ,1418,10065
UPPER EAST SIDE (59-79)  ,1418,10021
UPPER EAST SIDE (59-79)  ,1421,10021
UPPER EAST SIDE (59-79)  ,1421,10065
UPPER EAST SIDE (59-79)  ,1424,10021
UPPER EAST SIDE (59-79)  ,1425,10021
UPPER EAST SIDE (59-79)  ,1427,10022
UPPER EAST SIDE (59-79)  ,1427,10110
UPPER EAST SIDE (59-79)  ,1431,10075
UPPER EAST SIDE (59-79)  ,1433,10075
UPPER EAST SIDE (59-79)  ,1437,10065
UPPER EAST SIDE (59-79)  ,1438,10021
UPPER EAST SIDE (59-79)  ,1438,10018
UPPER EAST SIDE (59-79)  ,1440,10065
UPPER EAST SIDE (59-79)  ,1443,10065
UPPER EAST SIDE (59-79)  ,1447,10028
UPPER EAST SIDE (59-79)  ,1451,10017
UPPER EAST SIDE (59-79)  ,1452,10028
UPPER EAST SIDE (59-79)  ,1453,10075
UPPER EAST SIDE (59-79)  ,1456,10065
UPPER EAST SIDE (59-79)  ,1456,10021
UPPER EAST SIDE (59-79)  ,1456,10016
UPPER EAST SIDE (59-79)  ,1456,10022
UPPER EAST SIDE (59-79)  ,1458,10065
UPPER EAST SIDE (59-79)  ,1458,10021
UPPER EAST SIDE (59-79)  ,1460,10065
UPPER EAST SIDE (59-79)  ,1460,10021
UPPER EAST SIDE (59-79)  ,1466,10021
UPPER EAST SIDE (59-79)  ,1469,10028
UPPER EAST SIDE (59-79)  ,1469,10021
UPPER EAST SIDE (59-79)  ,1471,10028
UPPER EAST SIDE (59-79)  ,1472,10022
UPPER EAST SIDE (59-79)  ,1483,10021
UPPER EAST SIDE (59-79)  ,1483,10036
UPPER EAST SIDE (59-79)  ,1483,10022
UPPER EAST SIDE (59-79)  ,1485,10021
UPPER EAST SIDE (59-79)  ,1487,10021
UPPER EAST SIDE (59-79)  ,1375,10021
UPPER EAST SIDE (59-79)  ,1419,10021
UPPER EAST SIDE (59-79)  ,1423,10021
UPPER EAST SIDE (59-79)  ,1443,10003
UPPER EAST SIDE (59-79)  ,1455,10022
UPPER EAST SIDE (59-79)  ,1457,10021
UPPER EAST SIDE (59-79)  ,1415,10022
UPPER EAST SIDE (59-79)  ,1395,10028
UPPER EAST SIDE (59-79)  ,1410,10121
UPPER EAST SIDE (59-79)  ,1424,10016
UPPER EAST SIDE (59-79)  ,1430,10021
UPPER EAST SIDE (59-79)  ,1445,10022
UPPER EAST SIDE (59-79)  ,1448,10019
UPPER EAST SIDE (59-79)  ,1458,10022
UPPER EAST SIDE (79-96)  ,1496,10028
UPPER EAST SIDE (79-96)  ,1502,10128
UPPER EAST SIDE (79-96)  ,1505,10128
UPPER EAST SIDE (79-96)  ,1506,10128
UPPER EAST SIDE (79-96)  ,1509,10021
UPPER EAST SIDE (79-96)  ,1510,10028
UPPER EAST SIDE (79-96)  ,1520,10128
UPPER EAST SIDE (79-96)  ,1523,10128
UPPER EAST SIDE (79-96)  ,1524,10128
UPPER EAST SIDE (79-96)  ,1543,10028
UPPER EAST SIDE (79-96)  ,1547,10028
UPPER EAST SIDE (79-96)  ,1566,10128
UPPER EAST SIDE (79-96)  ,1583,10128
UPPER EAST SIDE (79-96)  ,1585,10128
UPPER EAST SIDE (79-96)  ,1493,10028
UPPER EAST SIDE (79-96)  ,1494,10028
UPPER EAST SIDE (79-96)  ,1528,10028
UPPER EAST SIDE (79-96)  ,1550,10128
UPPER EAST SIDE (79-96)  ,1567,10128
UPPER EAST SIDE (79-96)  ,1511,10028
UPPER EAST SIDE (79-96)  ,1521,10128
UPPER EAST SIDE (79-96)  ,1581,10028
UPPER EAST SIDE (79-96)  ,1546,10028
UPPER EAST SIDE (79-96)  ,1516,10128
UPPER EAST SIDE (79-96)  ,1527,10028
UPPER EAST SIDE (79-96)  ,1529,10028
UPPER EAST SIDE (79-96)  ,1533,10128
UPPER EAST SIDE (79-96)  ,1534,10128
UPPER EAST SIDE (79-96)  ,1535,10128
