,NEIGHBORHOOD,ZIPCODE
4395,HARLEM-UPPER             ,10039
4421,HARLEM-WEST              ,10031
4435,HARLEM-WEST              ,10027
4446,HARLEM-WEST              ,10030
4477,INWOOD                   ,10463
4484,INWOOD                   ,10034
4485,INWOOD                   ,10021
4513,INWOOD                   ,10009
4552,INWOOD                   ,10017
4563,INWOOD                   ,10033
4578,INWOOD                   ,10040
4604,INWOOD                   ,10011
4642,JAVITS CENTER            ,10018
4646,JAVITS CENTER            ,10001
4697,JAVITS CENTER            ,10011
4709,KIPS BAY                 ,10003
4714,KIPS BAY                 ,10010
4718,KIPS BAY                 ,10016
4960,KIPS BAY                 ,10012
4963,KIPS BAY                 ,10011
4997,LITTLE ITALY             ,10013
4998,LITTLE ITALY             ,10012
5011,LITTLE ITALY             ,10025
5040,LOWER EAST SIDE          ,10002
5062,LOWER EAST SIDE          ,10012
5068,LOWER EAST SIDE          ,10009
5098,LOWER EAST SIDE          ,10052
5121,LOWER EAST SIDE          ,10025
5132,LOWER EAST SIDE          ,10022
5181,LOWER EAST SIDE          ,10024
5195,LOWER EAST SIDE          ,10001
5213,LOWER EAST SIDE          ,10016
5368,MANHATTAN VALLEY         ,10025
5376,MANHATTAN VALLEY         ,10026
5396,MANHATTAN VALLEY         ,10028
5399,MANHATTAN VALLEY         ,10023
5596,MIDTOWN CBD              ,10022
5597,MIDTOWN CBD              ,10021
5598,MIDTOWN CBD              ,10151
5605,MIDTOWN CBD              ,0
5606,MIDTOWN CBD              ,10017
5618,MIDTOWN CBD              ,10001
5772,MIDTOWN EAST             ,10022
5774,MIDTOWN EAST             ,10017
5787,MIDTOWN EAST             ,10019
5864,MIDTOWN EAST             ,10021
5894,MIDTOWN EAST             ,10016
5899,MIDTOWN EAST             ,10004
5913,MIDTOWN EAST             ,10011
5971,MIDTOWN EAST             ,10018
6225,MIDTOWN EAST             ,10012
6304,MIDTOWN EAST             ,10024
6331,MIDTOWN EAST             ,10222
6358,MIDTOWN EAST             ,10023
6379,MIDTOWN EAST             ,10010
6385,MIDTOWN EAST             ,0
6440,MIDTOWN EAST             ,10020
6563,MIDTOWN EAST             ,10001
6602,MIDTOWN EAST             ,10028
7163,MIDTOWN WEST             ,10019
7164,MIDTOWN WEST             ,10036
7198,MIDTOWN WEST             ,10018
7212,MIDTOWN WEST             ,10017
7235,MIDTOWN WEST             ,10016
7245,MIDTOWN WEST             ,10025
7306,MIDTOWN WEST             ,10023
8289,MORNINGSIDE HEIGHTS      ,10027
8315,MORNINGSIDE HEIGHTS      ,10025
8356,MURRAY HILL              ,10016
8405,MURRAY HILL              ,10017
8439,MURRAY HILL              ,10001
8490,MURRAY HILL              ,10022
8538,MURRAY HILL              ,10165
8550,MURRAY HILL              ,10003
8695,MURRAY HILL              ,10011
9027,SOHO                     ,10013
9030,SOHO                     ,10012
9034,SOHO                     ,10014
9052,SOHO                     ,10021
9055,SOHO                     ,10002
9084,SOHO                     ,0
9095,SOHO                     ,10128
9121,SOHO                     ,10028
9136,SOHO                     ,10011
9239,SOUTHBRIDGE              ,10038
9347,TRIBECA                  ,10013
9365,TRIBECA                  ,10021
9385,TRIBECA                  ,10016
9394,TRIBECA                  ,10280
9517,TRIBECA                  ,10004
9540,TRIBECA                  ,10007
9710,UPPER EAST SIDE (59-79)  ,10021
9757,UPPER EAST SIDE (59-79)  ,10022
9783,UPPER EAST SIDE (59-79)  ,10075
9811,UPPER EAST SIDE (59-79)  ,0
9841,UPPER EAST SIDE (59-79)  ,10023
9845,UPPER EAST SIDE (59-79)  ,10046
9846,UPPER EAST SIDE (59-79)  ,10044
9873,UPPER EAST SIDE (59-79)  ,10065
9922,UPPER EAST SIDE (59-79)  ,10003
10000,UPPER EAST SIDE (59-79)  ,10028
10058,UPPER EAST SIDE (59-79)  ,10016
10244,UPPER EAST SIDE (59-79)  ,10128
10357,UPPER EAST SIDE (59-79)  ,10110
10477,UPPER EAST SIDE (59-79)  ,10018
10688,UPPER EAST SIDE (59-79)  ,10017
10839,UPPER EAST SIDE (59-79)  ,10036
11423,UPPER EAST SIDE (59-79)  ,10121
11528,UPPER EAST SIDE (59-79)  ,10019
11633,UPPER EAST SIDE (79-96)  ,10028
11634,UPPER EAST SIDE (79-96)  ,10128
11637,UPPER EAST SIDE (79-96)  ,10021
11691,UPPER EAST SIDE (79-96)  ,10014
11805,UPPER EAST SIDE (79-96)  ,10012
11809,UPPER EAST SIDE (79-96)  ,10022
11834,UPPER EAST SIDE (79-96)  ,10075
11853,UPPER EAST SIDE (79-96)  ,10017
11907,UPPER EAST SIDE (79-96)  ,0
12028,UPPER EAST SIDE (79-96)  ,10125
12032,UPPER EAST SIDE (79-96)  ,10020
12065,UPPER EAST SIDE (79-96)  ,10019
12161,UPPER EAST SIDE (79-96)  ,10025
12395,UPPER EAST SIDE (79-96)  ,10010
12667,UPPER EAST SIDE (79-96)  ,10218
12737,UPPER EAST SIDE (79-96)  ,10150
12797,UPPER EAST SIDE (79-96)  ,10002
14151,UPPER EAST SIDE (79-96)  ,10118
14194,UPPER EAST SIDE (96-110) ,10029
14195,UPPER EAST SIDE (96-110) ,0
14196,UPPER EAST SIDE (96-110) ,10019
14197,UPPER EAST SIDE (96-110) ,10128
14202,UPPER EAST SIDE (96-110) ,10028
14209,UPPER EAST SIDE (96-110) ,10021
14217,UPPER EAST SIDE (96-110) ,10129
14226,UPPER EAST SIDE (96-110) ,10158
14256,UPPER EAST SIDE (96-110) ,10010
14287,UPPER WEST SIDE (59-79)  ,10023
14312,UPPER WEST SIDE (59-79)  ,10024
14327,UPPER WEST SIDE (59-79)  ,10002
14347,UPPER WEST SIDE (59-79)  ,10022
14351,UPPER WEST SIDE (59-79)  ,10021
14538,UPPER WEST SIDE (59-79)  ,10019
14804,UPPER WEST SIDE (59-79)  ,10223
14842,UPPER WEST SIDE (59-79)  ,10003
14941,UPPER WEST SIDE (59-79)  ,10128
15968,UPPER WEST SIDE (59-79)  ,10011
16121,UPPER WEST SIDE (59-79)  ,10010
16123,UPPER WEST SIDE (59-79)  ,10110
16449,UPPER WEST SIDE (79-96)  ,10024
16455,UPPER WEST SIDE (79-96)  ,10025
16545,UPPER WEST SIDE (79-96)  ,10014
16561,UPPER WEST SIDE (79-96)  ,10022
16578,UPPER WEST SIDE (79-96)  ,10023
16684,UPPER WEST SIDE (79-96)  ,10128
16723,UPPER WEST SIDE (79-96)  ,10036
16835,UPPER WEST SIDE (79-96)  ,10009
16853,UPPER WEST SIDE (79-96)  ,10035
16912,UPPER WEST SIDE (79-96)  ,0
16925,UPPER WEST SIDE (79-96)  ,10028
17019,UPPER WEST SIDE (79-96)  ,10021
17096,UPPER WEST SIDE (79-96)  ,10019
17518,UPPER WEST SIDE (79-96)  ,10017
17536,UPPER WEST SIDE (96-116) ,10025
17585,UPPER WEST SIDE (96-116) ,10176
17592,UPPER WEST SIDE (96-116) ,10024
17633,UPPER WEST SIDE (96-116) ,10001
17828,UPPER WEST SIDE (96-116) ,10023
17838,UPPER WEST SIDE (96-116) ,10038
17848,UPPER WEST SIDE (96-116) ,10016
17876,UPPER WEST SIDE (96-116) ,10028
17877,UPPER WEST SIDE (96-116) ,10027
18000,WASHINGTON HEIGHTS LOWER ,10032
18005,WASHINGTON HEIGHTS LOWER ,10033
18130,WASHINGTON HEIGHTS LOWER ,10034
18151,WASHINGTON HEIGHTS UPPER ,10033
18163,WASHINGTON HEIGHTS UPPER ,10040
18206,WASHINGTON HEIGHTS UPPER ,10034
18232,WASHINGTON HEIGHTS UPPER ,10024
18334,WASHINGTON HEIGHTS UPPER ,10003
18347,WASHINGTON HEIGHTS UPPER ,10025
18358,WASHINGTON HEIGHTS UPPER ,10011
18387,WASHINGTON HEIGHTS UPPER ,10023
18403,WASHINGTON HEIGHTS UPPER ,10038
19400,CHINATOWN                ,10038
20184,FINANCIAL                ,10032
20235,FLATIRON                 ,10024
20609,GRAMERCY                 ,10012
20659,GRAMERCY                 ,10013
21531,GREENWICH VILLAGE-CENTRAL,10007
21569,GREENWICH VILLAGE-CENTRAL,10022
22137,GREENWICH VILLAGE-WEST   ,10016
22153,GREENWICH VILLAGE-WEST   ,10005
22364,GREENWICH VILLAGE-WEST   ,10170
23794,HARLEM-UPPER             ,10027
24002,INWOOD                   ,10023
24020,INWOOD                   ,10036
24543,KIPS BAY                 ,10044
24769,LOWER EAST SIDE          ,10069
25218,MANHATTAN-UNKNOWN        ,10013
25263,MIDTOWN CBD              ,10024
25652,MIDTOWN EAST             ,10002
26140,MIDTOWN EAST             ,10014
27569,MIDTOWN WEST             ,10011
30076,MURRAY HILL              ,10014
30319,MURRAY HILL              ,10018
30359,MURRAY HILL              ,10028
30456,MURRAY HILL              ,10010
31162,SOHO                     ,10018
31288,TRIBECA                  ,10003
32106,UPPER EAST SIDE (59-79)  ,10013
34359,UPPER EAST SIDE (79-96)  ,10016
35573,UPPER EAST SIDE (79-96)  ,10170
35639,UPPER EAST SIDE (79-96)  ,10110
35712,UPPER EAST SIDE (79-96)  ,10008
36571,UPPER WEST SIDE (59-79)  ,10025
36617,UPPER WEST SIDE (59-79)  ,0
36807,UPPER WEST SIDE (59-79)  ,10033
36884,UPPER WEST SIDE (59-79)  ,10104
36991,UPPER WEST SIDE (59-79)  ,10123
37037,UPPER WEST SIDE (59-79)  ,10017
38114,UPPER WEST SIDE (59-79)  ,10014
39072,UPPER WEST SIDE (79-96)  ,10015
39746,UPPER WEST SIDE (96-116) ,10012
42485,FINANCIAL                ,10007
44262,GREENWICH VILLAGE-WEST   ,10019
47149,MANHATTAN-UNKNOWN        ,10280
56751,UPPER EAST SIDE (59-79)  ,10010
62345,WASHINGTON HEIGHTS LOWER ,10019
64887,FINANCIAL                ,10280
68628,HARLEM-EAST              ,10128
68886,HARLEM-UPPER             ,10023
69133,JAVITS CENTER            ,10014
69146,KIPS BAY                 ,10009
70087,MANHATTAN-UNKNOWN        ,10007
70088,MANHATTAN-UNKNOWN        ,10012
70379,MIDTOWN CBD              ,10036
93275,MANHATTAN-UNKNOWN        ,10002
98321,MIDTOWN WEST             ,10020
110039,CIVIC CENTER             ,10004
121919,TRIBECA                  ,10282
137016,MURRAY HILL              ,10029
146589,LITTLE ITALY             ,10003
160832,LOWER EAST SIDE          ,10038
177468,JAVITS CENTER            ,0
178233,MANHATTAN-UNKNOWN        ,10014
193669,GREENWICH VILLAGE-CENTRAL,10001
196327,KIPS BAY                 ,0
215112,HARLEM-CENTRAL           ,10028
216442,MANHATTAN-UNKNOWN        ,10027
216443,MANHATTAN-UNKNOWN        ,10030
234140,MANHATTAN-UNKNOWN        ,10025
247422,ALPHABET CITY            ,0
248322,CHINATOWN                ,0
249113,FASHION                  ,0
249789,FLATIRON                 ,0
252182,HARLEM-EAST              ,0
252594,INWOOD                   ,0
253082,LOWER EAST SIDE          ,0
253245,MANHATTAN-UNKNOWN        ,10016
255841,MIDTOWN WEST             ,10112
257961,TRIBECA                  ,0
263455,WASHINGTON HEIGHTS LOWER ,10030
263837,WASHINGTON HEIGHTS UPPER ,0
263857,ALPHABET CITY,10009
263929,ALPHABET CITY,10002
263948,ALPHABET CITY,0
263990,CHELSEA,10011
263995,CHELSEA,10001
264095,CHELSEA,10014
264497,CHELSEA,10010
264676,CHINATOWN,10013
264678,CHINATOWN,10002
264742,CHINATOWN,10038
264743,CHINATOWN,0
264751,CIVIC CENTER,10013
264752,CIVIC CENTER,10007
264754,CIVIC CENTER,10038
264856,CIVIC CENTER,0
264998,CLINTON,10036
265002,CLINTON,10019
265070,CLINTON,0
265300,EAST VILLAGE,10009
265301,EAST VILLAGE,10003
265369,EAST VILLAGE,10036
265434,FASHION,10001
265437,FASHION,10018
265502,FINANCIAL,10004
265517,FINANCIAL,10005
265522,FINANCIAL,10038
265538,FINANCIAL,10006
265899,SOHO,10013
265939,FINANCIAL,10007
265953,FLATIRON,10003
265955,FLATIRON,10010
265957,FLATIRON,10011
266061,FLATIRON,10016
266357,FLATIRON,10001
266367,GRAMERCY,10003
266368,GRAMERCY,10010
266373,GRAMERCY,10016
267198,GREENWICH VILLAGE-WEST,10014
267200,GREENWICH VILLAGE-WEST,10011
267292,GREENWICH VILLAGE-WEST,10019
267657,HARLEM-CENTRAL,10027
267658,HARLEM-CENTRAL,10035
267662,HARLEM-CENTRAL,10030
267668,HARLEM-CENTRAL,10031
267672,HARLEM-CENTRAL,10037
267675,HARLEM-CENTRAL,10026
267759,HARLEM-CENTRAL,10039
267842,HARLEM-CENTRAL,10032
268012,HARLEM-CENTRAL,0
268252,HARLEM-EAST,10029
268255,HARLEM-EAST,10035
268373,HARLEM-EAST,10128
268398,HARLEM-UPPER,10031
268408,HARLEM-UPPER,10032
268517,HARLEM-UPPER,0
268519,HARLEM-WEST,10027
268520,HARLEM-WEST,10031
268554,INWOOD,10463
268562,INWOOD,10034
268658,JAVITS CENTER,10018
268660,JAVITS CENTER,10001
268687,KIPS BAY,10016
268689,KIPS BAY,10003
268691,KIPS BAY,10010
268994,LITTLE ITALY,10013
268995,LITTLE ITALY,10012
269022,LOWER EAST SIDE,10002
269268,LOWER EAST SIDE,0
269274,MANHATTAN VALLEY,10026
269276,MANHATTAN VALLEY,10025
269445,MIDTOWN CBD,10022
269449,MIDTOWN CBD,10017
269574,MIDTOWN CBD,10167
269588,MIDTOWN EAST,10017
269590,MIDTOWN EAST,10022
269705,MIDTOWN EAST,10016
270382,MIDTOWN EAST,0
270677,MIDTOWN WEST,10019
270678,MIDTOWN WEST,10036
271193,MIDTOWN WEST,10023
271270,MIDTOWN WEST,10018
271315,MIDTOWN WEST,0
271334,MORNINGSIDE HEIGHTS,10027
271398,MURRAY HILL,10016
271724,MURRAY HILL,0
271921,ROOSEVELT ISLAND,10044
271970,SOHO,10012
271972,SOHO,10014
272098,SOHO,0
272214,SOUTHBRIDGE,10038
272347,TRIBECA,10013
272353,TRIBECA,10007
272374,TRIBECA,10280
272388,TRIBECA,10004
272461,TRIBECA,0
272487,TRIBECA,10282
272842,UPPER EAST SIDE (59-79),10065
272843,UPPER EAST SIDE (59-79),10021
272847,UPPER EAST SIDE (59-79),10075
272871,UPPER EAST SIDE (59-79),10022
273989,UPPER EAST SIDE (59-79),0
274353,UPPER EAST SIDE (79-96),10028
274355,UPPER EAST SIDE (79-96),10128
274359,UPPER EAST SIDE (79-96),10075
274986,UPPER EAST SIDE (79-96),0
275780,UPPER EAST SIDE (96-110),10029
275781,UPPER EAST SIDE (96-110),10128
275818,UPPER WEST SIDE (59-79),10023
275822,UPPER WEST SIDE (59-79),10024
276344,UPPER WEST SIDE (59-79),10019
276574,UPPER WEST SIDE (59-79),10069
276691,UPPER WEST SIDE (59-79),0
277076,UPPER WEST SIDE (79-96),10024
277077,UPPER WEST SIDE (79-96),10025
277576,UPPER WEST SIDE (79-96),0
277776,UPPER WEST SIDE (96-116),10025
278075,WASHINGTON HEIGHTS LOWER,10032
278080,WASHINGTON HEIGHTS LOWER,10033
278189,WASHINGTON HEIGHTS UPPER,10033
278195,WASHINGTON HEIGHTS UPPER,10040
278384,WASHINGTON HEIGHTS UPPER,10034
278424,WASHINGTON HEIGHTS UPPER,0
282314,HARLEM-EAST,0
283407,MANHATTAN VALLEY,0
283522,MIDTOWN CBD,10016
284970,MIDTOWN WEST,10105
