NEIGHBORHOOD,BLOCK,ZIPCODE,BOROUGH
FLUSHING-SOUTH           ,6905,11365,QUEENS
FLUSHING-SOUTH           ,6916,11365,QUEENS
FLUSHING-SOUTH           ,6917,11365,QUEENS
FLUSHING-SOUTH           ,6927,11365,QUEENS
FLUSHING-SOUTH           ,6929,11365,QUEENS
FLUSHING-SOUTH           ,6971,11366,QUEENS
FLUSHING-SOUTH           ,7005,11366,QUEENS
FLUSHING-SOUTH           ,6411,11367,QUEENS
FLUSHING-SOUTH           ,6647,11367,QUEENS
FLUSHING-SOUTH           ,6797,11365,QUEENS
FLUSHING-SOUTH           ,6808,11366,QUEENS
FLUSHING-SOUTH           ,6897,11365,QUEENS
FLUSHING-SOUTH           ,6809,11367,QUEENS
FLUSHING-SOUTH           ,6835,11366,QUEENS
FLUSHING-SOUTH           ,6482,11367,QUEENS
FLUSHING-SOUTH           ,6484,11367,QUEENS
FLUSHING-SOUTH           ,6485,11367,QUEENS
FLUSHING-SOUTH           ,6485,11375,QUEENS
FLUSHING-SOUTH           ,6493,11367,QUEENS
FLUSHING-SOUTH           ,6494,11367,QUEENS
FLUSHING-SOUTH           ,6494,11375,QUEENS
FLUSHING-SOUTH           ,6494,11415,QUEENS
FLUSHING-SOUTH           ,6494,11373,QUEENS
FLUSHING-SOUTH           ,6540,11367,QUEENS
FLUSHING-SOUTH           ,6540,11358,QUEENS
FLUSHING-SOUTH           ,6542,11367,QUEENS
FLUSHING-SOUTH           ,6542,11355,QUEENS
FLUSHING-SOUTH           ,6542,11365,QUEENS
FLUSHING-SOUTH           ,6574,11367,QUEENS
FLUSHING-SOUTH           ,6587,11367,QUEENS
FLUSHING-SOUTH           ,6607,11367,QUEENS
FLUSHING-SOUTH           ,6628,11367,QUEENS
FLUSHING-SOUTH           ,6630,11367,QUEENS
FLUSHING-SOUTH           ,6631,11005,QUEENS
FLUSHING-SOUTH           ,6631,11367,QUEENS
FLUSHING-SOUTH           ,6632,11367,QUEENS
FLUSHING-SOUTH           ,6632,11354,QUEENS
FLUSHING-SOUTH           ,6633,11367,QUEENS
FLUSHING-SOUTH           ,6656,11367,QUEENS
FLUSHING-SOUTH           ,6659,11367,QUEENS
FLUSHING-SOUTH           ,6670,11367,QUEENS
FLUSHING-SOUTH           ,6671,11367,QUEENS
FLUSHING-SOUTH           ,6679,11367,QUEENS
FLUSHING-SOUTH           ,6690,11367,QUEENS
FLUSHING-SOUTH           ,6527,11419,QUEENS
FLUSHING-SOUTH           ,6527,11354,QUEENS
FLUSHING-SOUTH           ,6698,11367,QUEENS
FLUSHING-SOUTH           ,6852,11366,QUEENS
FLUSHING-SOUTH           ,6548,11367,QUEENS
FLUSHING-SOUTH           ,6849,11366,QUEENS
FOREST HILLS             ,2120,11374,QUEENS
FOREST HILLS             ,2120,11375,QUEENS
FOREST HILLS             ,2121,11375,QUEENS
FOREST HILLS             ,2123,11375,QUEENS
FOREST HILLS             ,2124,11375,QUEENS
FOREST HILLS             ,2125,11375,QUEENS
FOREST HILLS             ,2129,11375,QUEENS
FOREST HILLS             ,2130,11375,QUEENS
FOREST HILLS             ,2144,11375,QUEENS
FOREST HILLS             ,2145,11375,QUEENS
FOREST HILLS             ,2146,11375,QUEENS
FOREST HILLS             ,2152,11375,QUEENS
FOREST HILLS             ,2162,11375,QUEENS
FOREST HILLS             ,2170,11375,QUEENS
FOREST HILLS             ,2171,11375,QUEENS
FOREST HILLS             ,2172,11375,QUEENS
FOREST HILLS             ,2173,11375,QUEENS
FOREST HILLS             ,2174,11375,QUEENS
FOREST HILLS             ,2176,11375,QUEENS
FOREST HILLS             ,2178,11375,QUEENS
FOREST HILLS             ,2179,11375,QUEENS
FOREST HILLS             ,2180,11375,QUEENS
FOREST HILLS             ,2181,11375,QUEENS
FOREST HILLS             ,2182,11375,QUEENS
FOREST HILLS             ,2183,11375,QUEENS
FOREST HILLS             ,2184,11375,QUEENS
FOREST HILLS             ,2185,11375,QUEENS
FOREST HILLS             ,2192,11375,QUEENS
FOREST HILLS             ,2193,11375,QUEENS
FOREST HILLS             ,2219,11375,QUEENS
FOREST HILLS             ,2222,11375,QUEENS
FOREST HILLS             ,2227,11375,QUEENS
FOREST HILLS             ,2228,11375,QUEENS
FOREST HILLS             ,2230,11375,QUEENS
FOREST HILLS             ,2231,11375,QUEENS
FOREST HILLS             ,2232,11375,QUEENS
FOREST HILLS             ,2233,11375,QUEENS
FOREST HILLS             ,2240,11375,QUEENS
FOREST HILLS             ,2241,11375,QUEENS
FOREST HILLS             ,2242,11375,QUEENS
FOREST HILLS             ,2243,11375,QUEENS
FOREST HILLS             ,2244,11375,QUEENS
FOREST HILLS             ,2248,11375,QUEENS
FOREST HILLS             ,3176,11374,QUEENS
FOREST HILLS             ,3177,11374,QUEENS
FOREST HILLS             ,3178,11374,QUEENS
FOREST HILLS             ,3179,11374,QUEENS
FOREST HILLS             ,3181,11375,QUEENS
FOREST HILLS             ,3184,11375,QUEENS
FOREST HILLS             ,3185,11375,QUEENS
FOREST HILLS             ,3186,11375,QUEENS
FOREST HILLS             ,3187,11375,QUEENS
FOREST HILLS             ,3188,11375,QUEENS
FOREST HILLS             ,3189,11375,QUEENS
FOREST HILLS             ,3190,11375,QUEENS
FOREST HILLS             ,3191,11375,QUEENS
FOREST HILLS             ,3193,11375,QUEENS
FOREST HILLS             ,3194,11375,QUEENS
FOREST HILLS             ,3195,11375,QUEENS
FOREST HILLS             ,3196,11375,QUEENS
FOREST HILLS             ,3197,11375,QUEENS
FOREST HILLS             ,3198,11375,QUEENS
FOREST HILLS             ,3199,11375,QUEENS
FOREST HILLS             ,3200,11375,QUEENS
FOREST HILLS             ,3201,11375,QUEENS
FOREST HILLS             ,3203,11375,QUEENS
FOREST HILLS             ,3207,11375,QUEENS
FOREST HILLS             ,3208,11375,QUEENS
FOREST HILLS             ,3209,11375,QUEENS
FOREST HILLS             ,3210,11375,QUEENS
FOREST HILLS             ,3211,11375,QUEENS
FOREST HILLS             ,3213,11375,QUEENS
FOREST HILLS             ,3214,11375,QUEENS
FOREST HILLS             ,3215,11375,QUEENS
FOREST HILLS             ,3216,11375,QUEENS
FOREST HILLS             ,3218,11375,QUEENS
FOREST HILLS             ,3221,11375,QUEENS
FOREST HILLS             ,3222,11375,QUEENS
FOREST HILLS             ,3223,11375,QUEENS
FOREST HILLS             ,3228,11375,QUEENS
FOREST HILLS             ,3229,11375,QUEENS
FOREST HILLS             ,3232,11375,QUEENS
FOREST HILLS             ,3234,11375,QUEENS
FOREST HILLS             ,3240,11375,QUEENS
FOREST HILLS             ,3241,11375,QUEENS
FOREST HILLS             ,3242,11375,QUEENS
FOREST HILLS             ,3243,11375,QUEENS
FOREST HILLS             ,3244,11375,QUEENS
FOREST HILLS             ,3245,11375,QUEENS
FOREST HILLS             ,3246,11375,QUEENS
FOREST HILLS             ,3247,11375,QUEENS
FOREST HILLS             ,3249,11375,QUEENS
FOREST HILLS             ,3254,11375,QUEENS
FOREST HILLS             ,3260,11375,QUEENS
FOREST HILLS             ,3262,11375,QUEENS
FOREST HILLS             ,3263,11375,QUEENS
FOREST HILLS             ,3264,11375,QUEENS
FOREST HILLS             ,3265,11375,QUEENS
FOREST HILLS             ,3266,11375,QUEENS
FOREST HILLS             ,3269,11375,QUEENS
FOREST HILLS             ,3273,11375,QUEENS
FOREST HILLS             ,3276,11375,QUEENS
FOREST HILLS             ,3277,11375,QUEENS
FOREST HILLS             ,3278,11375,QUEENS
FOREST HILLS             ,3279,11375,QUEENS
FOREST HILLS             ,3280,11375,QUEENS
FOREST HILLS             ,3281,11375,QUEENS
FOREST HILLS             ,3282,11375,QUEENS
FOREST HILLS             ,3283,11375,QUEENS
FOREST HILLS             ,3285,11375,QUEENS
FOREST HILLS             ,3286,11375,QUEENS
FOREST HILLS             ,3291,11375,QUEENS
FOREST HILLS             ,3294,11375,QUEENS
FOREST HILLS             ,3295,11375,QUEENS
FOREST HILLS             ,3296,11375,QUEENS
FOREST HILLS             ,3300,11375,QUEENS
FOREST HILLS             ,3301,11375,QUEENS
FOREST HILLS             ,3303,11375,QUEENS
FOREST HILLS             ,3307,11375,QUEENS
FOREST HILLS             ,3308,11375,QUEENS
FOREST HILLS             ,3310,11375,QUEENS
FOREST HILLS             ,3311,11375,QUEENS
FOREST HILLS             ,3334,11375,QUEENS
FOREST HILLS             ,3339,11375,QUEENS
FOREST HILLS             ,3341,11375,QUEENS
FOREST HILLS             ,3342,11375,QUEENS
FOREST HILLS             ,3344,11375,QUEENS
FOREST HILLS             ,2122,11375,QUEENS
FOREST HILLS             ,2147,11375,QUEENS
FOREST HILLS             ,2151,11375,QUEENS
FOREST HILLS             ,2167,11375,QUEENS
FOREST HILLS             ,2168,11375,QUEENS
FOREST HILLS             ,2169,11375,QUEENS
FOREST HILLS             ,2265,11375,QUEENS
FOREST HILLS             ,2266,11375,QUEENS
FOREST HILLS             ,3161,11375,QUEENS
FOREST HILLS             ,3180,11375,QUEENS
FOREST HILLS             ,3182,11375,QUEENS
FOREST HILLS             ,3183,11375,QUEENS
FOREST HILLS             ,3192,11375,QUEENS
FOREST HILLS             ,3202,11375,QUEENS
FOREST HILLS             ,3257,11375,QUEENS
FOREST HILLS             ,3290,11375,QUEENS
FOREST HILLS             ,3204,11375,QUEENS
FOREST HILLS             ,3206,11375,QUEENS
FOREST HILLS             ,3231,11375,QUEENS
FOREST HILLS             ,2237,11375,QUEENS
FOREST HILLS             ,3256,11375,QUEENS
FOREST HILLS             ,3272,11375,QUEENS
FOREST HILLS             ,2186,11375,QUEENS
FOREST HILLS             ,2186,11358,QUEENS
FOREST HILLS             ,2127,11375,QUEENS
FOREST HILLS             ,2132,11375,QUEENS
FOREST HILLS             ,2133,11375,QUEENS
FOREST HILLS             ,2133,11374,QUEENS
FOREST HILLS             ,2134,11375,QUEENS
FOREST HILLS             ,2135,11375,QUEENS
FOREST HILLS             ,2136,11375,QUEENS
FOREST HILLS             ,2137,11375,QUEENS
FOREST HILLS             ,2139,11375,QUEENS
FOREST HILLS             ,2140,11375,QUEENS
FOREST HILLS             ,2141,11375,QUEENS
FOREST HILLS             ,2144,11435,QUEENS
FOREST HILLS             ,2148,11375,QUEENS
FOREST HILLS             ,2148,11374,QUEENS
FOREST HILLS             ,2148,11415,QUEENS
FOREST HILLS             ,2150,11375,QUEENS
FOREST HILLS             ,2151,11415,QUEENS
FOREST HILLS             ,2153,11375,QUEENS
FOREST HILLS             ,2154,11375,QUEENS
FOREST HILLS             ,2154,11374,QUEENS
FOREST HILLS             ,2155,11375,QUEENS
FOREST HILLS             ,2156,11375,QUEENS
FOREST HILLS             ,2157,11375,QUEENS
FOREST HILLS             ,2158,11375,QUEENS
FOREST HILLS             ,2166,11375,QUEENS
FOREST HILLS             ,2166,11377,QUEENS
FOREST HILLS             ,2167,11315,QUEENS
FOREST HILLS             ,2211,11375,QUEENS
FOREST HILLS             ,2211,11325,QUEENS
FOREST HILLS             ,2212,11375,QUEENS
FOREST HILLS             ,2214,11375,QUEENS
FOREST HILLS             ,2214,11325,QUEENS
FOREST HILLS             ,2215,11375,QUEENS
FOREST HILLS             ,2217,11375,QUEENS
FOREST HILLS             ,2218,11375,QUEENS
FOREST HILLS             ,2223,11375,QUEENS
FOREST HILLS             ,2224,11375,QUEENS
FOREST HILLS             ,2225,11375,QUEENS
FOREST HILLS             ,2234,11375,QUEENS
FOREST HILLS             ,2235,11375,QUEENS
FOREST HILLS             ,2236,11375,QUEENS
FOREST HILLS             ,2238,11375,QUEENS
FOREST HILLS             ,2250,11375,QUEENS
FOREST HILLS             ,2251,11375,QUEENS
FOREST HILLS             ,2252,11375,QUEENS
FOREST HILLS             ,2264,11375,QUEENS
FOREST HILLS             ,2266,11373,QUEENS
FOREST HILLS             ,2268,11375,QUEENS
FOREST HILLS             ,2270,11375,QUEENS
FOREST HILLS             ,2270,11358,QUEENS
FOREST HILLS             ,3179,11375,QUEENS
FOREST HILLS             ,3180,11374,QUEENS
FOREST HILLS             ,3205,11375,QUEENS
FOREST HILLS             ,3233,11375,QUEENS
FOREST HILLS             ,3233,11374,QUEENS
FOREST HILLS             ,3236,11375,QUEENS
FOREST HILLS             ,3253,11375,QUEENS
FOREST HILLS             ,3275,11375,QUEENS
FOREST HILLS             ,3291,11373,QUEENS
FOREST HILLS             ,3292,11375,QUEENS
FOREST HILLS             ,3292,11360,QUEENS
FOREST HILLS             ,3293,11375,QUEENS
FOREST HILLS             ,3334,11372,QUEENS
FOREST HILLS             ,3340,11375,QUEENS
FOREST HILLS             ,3255,11375,QUEENS
FOREST HILLS             ,3347,11375,QUEENS
FOREST HILLS             ,2239,11375,QUEENS
FOREST HILLS             ,2239,11374,QUEENS
FOREST HILLS             ,3239,11375,QUEENS
FRESH MEADOWS            ,7070,11365,QUEENS
FRESH MEADOWS            ,7072,11365,QUEENS
FRESH MEADOWS            ,7073,11365,QUEENS
FRESH MEADOWS            ,7075,11365,QUEENS
FRESH MEADOWS            ,7087,11365,QUEENS
FRESH MEADOWS            ,7089,11365,QUEENS
FRESH MEADOWS            ,7091,11365,QUEENS
FRESH MEADOWS            ,7107,11365,QUEENS
FRESH MEADOWS            ,7110,11365,QUEENS
FRESH MEADOWS            ,7111,11365,QUEENS
FRESH MEADOWS            ,7112,11365,QUEENS
FRESH MEADOWS            ,7113,11365,QUEENS
FRESH MEADOWS            ,7115,11365,QUEENS
FRESH MEADOWS            ,7117,11366,QUEENS
FRESH MEADOWS            ,7126,11365,QUEENS
FRESH MEADOWS            ,7127,11365,QUEENS
FRESH MEADOWS            ,7130,11365,QUEENS
FRESH MEADOWS            ,7131,11365,QUEENS
FRESH MEADOWS            ,7133,11365,QUEENS
FRESH MEADOWS            ,7134,11365,QUEENS
FRESH MEADOWS            ,7135,11365,QUEENS
FRESH MEADOWS            ,7136,11365,QUEENS
FRESH MEADOWS            ,7137,11365,QUEENS
FRESH MEADOWS            ,7150,11365,QUEENS
FRESH MEADOWS            ,7151,11365,QUEENS
FRESH MEADOWS            ,7164,11366,QUEENS
FRESH MEADOWS            ,7165,11366,QUEENS
FRESH MEADOWS            ,7166,11366,QUEENS
FRESH MEADOWS            ,7167,11366,QUEENS
FRESH MEADOWS            ,7168,11366,QUEENS
FRESH MEADOWS            ,7169,11366,QUEENS
FRESH MEADOWS            ,7170,11366,QUEENS
FRESH MEADOWS            ,7171,11366,QUEENS
FRESH MEADOWS            ,7173,11366,QUEENS
FRESH MEADOWS            ,7175,11366,QUEENS
FRESH MEADOWS            ,7176,11366,QUEENS
FRESH MEADOWS            ,7177,11366,QUEENS
FRESH MEADOWS            ,7178,11366,QUEENS
FRESH MEADOWS            ,7179,11366,QUEENS
FRESH MEADOWS            ,7180,11366,QUEENS
FRESH MEADOWS            ,7181,11366,QUEENS
FRESH MEADOWS            ,7182,11366,QUEENS
FRESH MEADOWS            ,7183,11366,QUEENS
FRESH MEADOWS            ,7187,11366,QUEENS
FRESH MEADOWS            ,7188,11366,QUEENS
FRESH MEADOWS            ,7191,11366,QUEENS
FRESH MEADOWS            ,7192,11366,QUEENS
FRESH MEADOWS            ,7195,11366,QUEENS
FRESH MEADOWS            ,7196,11366,QUEENS
FRESH MEADOWS            ,7199,11366,QUEENS
FRESH MEADOWS            ,7200,11366,QUEENS
FRESH MEADOWS            ,7201,11366,QUEENS
FRESH MEADOWS            ,7202,11366,QUEENS
FRESH MEADOWS            ,7203,11366,QUEENS
FRESH MEADOWS            ,7204,11366,QUEENS
FRESH MEADOWS            ,7205,11366,QUEENS
FRESH MEADOWS            ,7206,11366,QUEENS
FRESH MEADOWS            ,7207,11366,QUEENS
FRESH MEADOWS            ,7209,11366,QUEENS
FRESH MEADOWS            ,7210,11366,QUEENS
FRESH MEADOWS            ,7211,11366,QUEENS
FRESH MEADOWS            ,7212,11366,QUEENS
FRESH MEADOWS            ,7213,11366,QUEENS
FRESH MEADOWS            ,7109,11365,QUEENS
FRESH MEADOWS            ,7184,11366,QUEENS
FRESH MEADOWS            ,7185,11366,QUEENS
FRESH MEADOWS            ,7186,11366,QUEENS
FRESH MEADOWS            ,7214,11366,QUEENS
FRESH MEADOWS            ,7215,11366,QUEENS
FRESH MEADOWS            ,7117,11365,QUEENS
GLEN OAKS                ,8401,11426,QUEENS
GLEN OAKS                ,8443,11004,QUEENS
GLEN OAKS                ,8444,11004,QUEENS
GLEN OAKS                ,8448,11004,QUEENS
GLEN OAKS                ,8489,11004,QUEENS
GLEN OAKS                ,8501,11426,QUEENS
GLEN OAKS                ,8502,11426,QUEENS
GLEN OAKS                ,8503,11426,QUEENS
GLEN OAKS                ,8506,11426,QUEENS
GLEN OAKS                ,8507,11004,QUEENS
GLEN OAKS                ,8537,11004,QUEENS
GLEN OAKS                ,8538,11040,QUEENS
GLEN OAKS                ,8539,11040,QUEENS
GLEN OAKS                ,8545,11040,QUEENS
GLEN OAKS                ,8547,11040,QUEENS
GLEN OAKS                ,8548,11040,QUEENS
GLEN OAKS                ,8549,11040,QUEENS
GLEN OAKS                ,8552,11040,QUEENS
GLEN OAKS                ,8553,11040,QUEENS
GLEN OAKS                ,8554,11040,QUEENS
GLEN OAKS                ,8555,11040,QUEENS
GLEN OAKS                ,8504,11426,QUEENS
GLEN OAKS                ,8505,11426,QUEENS
GLEN OAKS                ,8401,11004,QUEENS
GLEN OAKS                ,8401,11417,QUEENS
GLEN OAKS                ,8401,11443,QUEENS
GLEN OAKS                ,8440,11004,QUEENS
GLEN OAKS                ,8441,11004,QUEENS
GLEN OAKS                ,8441,11104,QUEENS
GLEN OAKS                ,8442,11004,QUEENS
GLEN OAKS                ,8446,11004,QUEENS
GLEN OAKS                ,8447,11004,QUEENS
GLEN OAKS                ,8447,11005,QUEENS
GLEN OAKS                ,8447,11104,QUEENS
GLEN OAKS                ,8448,11040,QUEENS
GLEN OAKS                ,8449,11004,QUEENS
GLEN OAKS                ,8449,11005,QUEENS
GLEN OAKS                ,8450,11004,QUEENS
GLEN OAKS                ,8490,11426,QUEENS
GLEN OAKS                ,8490,11422,QUEENS
GLEN OAKS                ,8490,11427,QUEENS
GLEN OAKS                ,8492,11426,QUEENS
GLEN OAKS                ,8496,11426,QUEENS
GLEN OAKS                ,8510,11004,QUEENS
GLEN OAKS                ,8511,11004,QUEENS
GLEN OAKS                ,8513,11004,QUEENS
GLEN OAKS                ,8515,11004,QUEENS
GLEN OAKS                ,8517,11004,QUEENS
GLEN OAKS                ,8535,11004,QUEENS
GLEN OAKS                ,8489,11005,QUEENS
GLEN OAKS                ,8489,11050,QUEENS
GLEN OAKS                ,8489,11001,QUEENS
GLEN OAKS                ,8489,11105,QUEENS
GLEN OAKS                ,8507,11426,QUEENS
GLENDALE                 ,3597,11385,QUEENS
GLENDALE                 ,3598,11385,QUEENS
GLENDALE                 ,3600,11385,QUEENS
GLENDALE                 ,3624,11385,QUEENS
GLENDALE                 ,3634,11385,QUEENS
GLENDALE                 ,3643,11385,QUEENS
GLENDALE                 ,3646,11385,QUEENS
GLENDALE                 ,3647,11385,QUEENS
GLENDALE                 ,3650,11385,QUEENS
GLENDALE                 ,3651,11385,QUEENS
GLENDALE                 ,3654,11385,QUEENS
GLENDALE                 ,3656,11385,QUEENS
GLENDALE                 ,3659,11385,QUEENS
GLENDALE                 ,3662,11385,QUEENS
GLENDALE                 ,3664,11385,QUEENS
GLENDALE                 ,3665,11385,QUEENS
GLENDALE                 ,3676,11385,QUEENS
GLENDALE                 ,3682,11385,QUEENS
GLENDALE                 ,3686,11385,QUEENS
GLENDALE                 ,3687,11385,QUEENS
GLENDALE                 ,3689,11385,QUEENS
GLENDALE                 ,3690,11385,QUEENS
GLENDALE                 ,3696,11385,QUEENS
GLENDALE                 ,3700,11385,QUEENS
GLENDALE                 ,3702,11385,QUEENS
GLENDALE                 ,3708,11385,QUEENS
GLENDALE                 ,3709,11385,QUEENS
GLENDALE                 ,3710,11385,QUEENS
GLENDALE                 ,3714,11385,QUEENS
GLENDALE                 ,3715,11385,QUEENS
GLENDALE                 ,3716,11385,QUEENS
GLENDALE                 ,3717,11385,QUEENS
GLENDALE                 ,3718,11385,QUEENS
GLENDALE                 ,3719,11385,QUEENS
GLENDALE                 ,3720,11385,QUEENS
GLENDALE                 ,3721,11385,QUEENS
GLENDALE                 ,3722,11385,QUEENS
GLENDALE                 ,3723,11385,QUEENS
GLENDALE                 ,3724,11385,QUEENS
GLENDALE                 ,3727,11385,QUEENS
GLENDALE                 ,3729,11385,QUEENS
GLENDALE                 ,3731,11385,QUEENS
GLENDALE                 ,3732,11385,QUEENS
GLENDALE                 ,3733,11385,QUEENS
GLENDALE                 ,3811,11385,QUEENS
GLENDALE                 ,3813,11385,QUEENS
GLENDALE                 ,3814,11385,QUEENS
GLENDALE                 ,3815,11385,QUEENS
GLENDALE                 ,3816,11385,QUEENS
GLENDALE                 ,3817,11385,QUEENS
GLENDALE                 ,3818,11385,QUEENS
GLENDALE                 ,3820,11385,QUEENS
GLENDALE                 ,3821,11385,QUEENS
GLENDALE                 ,3825,11385,QUEENS
GLENDALE                 ,3826,11385,QUEENS
GLENDALE                 ,3827,11385,QUEENS
GLENDALE                 ,3828,11385,QUEENS
GLENDALE                 ,3829,11385,QUEENS
GLENDALE                 ,3831,11385,QUEENS
GLENDALE                 ,3832,11385,QUEENS
GLENDALE                 ,3833,11385,QUEENS
GLENDALE                 ,3841,11385,QUEENS
GLENDALE                 ,3842,11385,QUEENS
GLENDALE                 ,3843,11385,QUEENS
GLENDALE                 ,3844,11385,QUEENS
GLENDALE                 ,3845,11385,QUEENS
GLENDALE                 ,3847,11385,QUEENS
GLENDALE                 ,3848,11385,QUEENS
GLENDALE                 ,3849,11385,QUEENS
GLENDALE                 ,3851,11385,QUEENS
GLENDALE                 ,3852,11385,QUEENS
GLENDALE                 ,3853,11385,QUEENS
GLENDALE                 ,3854,11385,QUEENS
GLENDALE                 ,3855,11385,QUEENS
GLENDALE                 ,3856,11385,QUEENS
GLENDALE                 ,3860,11385,QUEENS
GLENDALE                 ,3862,11385,QUEENS
GLENDALE                 ,3865,11385,QUEENS
GLENDALE                 ,3866,11385,QUEENS
GLENDALE                 ,3872,11385,QUEENS
GLENDALE                 ,3873,11375,QUEENS
GLENDALE                 ,3874,11385,QUEENS
GLENDALE                 ,3875,11385,QUEENS
GLENDALE                 ,3878,11385,QUEENS
GLENDALE                 ,3880,11385,QUEENS
GLENDALE                 ,3883,11385,QUEENS
GLENDALE                 ,3886,11375,QUEENS
GLENDALE                 ,3893,11375,QUEENS
GLENDALE                 ,3900,11375,QUEENS
GLENDALE                 ,3901,11375,QUEENS
GLENDALE                 ,3902,11375,QUEENS
GLENDALE                 ,3904,11375,QUEENS
GLENDALE                 ,3905,11375,QUEENS
GLENDALE                 ,3906,11375,QUEENS
GLENDALE                 ,3907,11421,QUEENS
GLENDALE                 ,3586,11385,QUEENS
GLENDALE                 ,3592,11385,QUEENS
GLENDALE                 ,3593,11385,QUEENS
GLENDALE                 ,3594,11385,QUEENS
GLENDALE                 ,3595,11385,QUEENS
GLENDALE                 ,3596,11385,QUEENS
GLENDALE                 ,3599,11385,QUEENS
GLENDALE                 ,3603,11379,QUEENS
GLENDALE                 ,3604,11379,QUEENS
GLENDALE                 ,3642,11385,QUEENS
GLENDALE                 ,3644,11385,QUEENS
GLENDALE                 ,3648,11385,QUEENS
GLENDALE                 ,3649,11385,QUEENS
GLENDALE                 ,3652,11385,QUEENS
GLENDALE                 ,3653,11385,QUEENS
GLENDALE                 ,3657,11385,QUEENS
GLENDALE                 ,3658,11385,QUEENS
GLENDALE                 ,3663,11385,QUEENS
GLENDALE                 ,3666,11385,QUEENS
GLENDALE                 ,3667,11385,QUEENS
GLENDALE                 ,3678,11385,QUEENS
GLENDALE                 ,3679,11385,QUEENS
GLENDALE                 ,3680,11385,QUEENS
GLENDALE                 ,3681,11385,QUEENS
GLENDALE                 ,3683,11385,QUEENS
GLENDALE                 ,3684,11385,QUEENS
GLENDALE                 ,3685,11385,QUEENS
GLENDALE                 ,3688,11385,QUEENS
GLENDALE                 ,3694,11385,QUEENS
GLENDALE                 ,3695,11385,QUEENS
GLENDALE                 ,3698,11385,QUEENS
GLENDALE                 ,3699,11385,QUEENS
GLENDALE                 ,3701,11385,QUEENS
GLENDALE                 ,3703,11385,QUEENS
GLENDALE                 ,3706,11385,QUEENS
GLENDALE                 ,3707,11385,QUEENS
GLENDALE                 ,3711,11385,QUEENS
GLENDALE                 ,3712,11385,QUEENS
GLENDALE                 ,3713,11385,QUEENS
GLENDALE                 ,3822,11385,QUEENS
GLENDALE                 ,3823,11385,QUEENS
GLENDALE                 ,3830,11385,QUEENS
GLENDALE                 ,3834,11385,QUEENS
GLENDALE                 ,3840,11385,QUEENS
GLENDALE                 ,3859,11385,QUEENS
GLENDALE                 ,3863,11385,QUEENS
GLENDALE                 ,3869,11385,QUEENS
GLENDALE                 ,3870,11385,QUEENS
GLENDALE                 ,3872,11375,QUEENS
GLENDALE                 ,3882,11385,QUEENS
GLENDALE                 ,3886,11385,QUEENS
GLENDALE                 ,3892,11375,QUEENS
GLENDALE                 ,3894,11375,QUEENS
GLENDALE                 ,3895,11375,QUEENS
GLENDALE                 ,3896,11375,QUEENS
GLENDALE                 ,3899,11375,QUEENS
GLENDALE                 ,3667,11379,QUEENS
GLENDALE                 ,3861,11385,QUEENS
GLENDALE                 ,3661,11385,QUEENS
GLENDALE                 ,3638,11385,QUEENS
GLENDALE                 ,3645,11385,QUEENS
GLENDALE                 ,3677,11385,QUEENS
GLENDALE                 ,3879,11385,QUEENS
GLENDALE                 ,3907,11385,QUEENS
GLENDALE                 ,3907,11418,QUEENS
GLENDALE                 ,3637,11385,QUEENS
GLENDALE                 ,3824,11385,QUEENS
GLENDALE                 ,3639,11385,QUEENS
GLENDALE                 ,3641,11385,QUEENS
GLENDALE                 ,3725,11385,QUEENS
GLENDALE                 ,3886,11374,QUEENS
GLENDALE                 ,3906,11377,QUEENS
HAMMELS                  ,16110,11693,QUEENS
HAMMELS                  ,16118,11693,QUEENS
HAMMELS                  ,16119,11693,QUEENS
HAMMELS                  ,16122,11693,QUEENS
HAMMELS                  ,16123,11693,QUEENS
HAMMELS                  ,16124,11693,QUEENS
HAMMELS                  ,16125,11693,QUEENS
HAMMELS                  ,16133,11693,QUEENS
HAMMELS                  ,16134,11693,QUEENS
HAMMELS                  ,16139,11693,QUEENS
HAMMELS                  ,16120,11693,QUEENS
HAMMELS                  ,16136,11693,QUEENS
HAMMELS                  ,16138,11693,QUEENS
HAMMELS                  ,16152,11693,QUEENS
HAMMELS                  ,16153,11694,QUEENS
HAMMELS                  ,16153,11693,QUEENS
HAMMELS                  ,16168,11693,QUEENS
HAMMELS                  ,16169,11693,QUEENS
HAMMELS                  ,16170,11694,QUEENS
HAMMELS                  ,16121,11693,QUEENS
HAMMELS                  ,16137,11693,QUEENS
HAMMELS                  ,16103,11693,QUEENS
HAMMELS                  ,16117,11693,QUEENS
HAMMELS                  ,16100,11693,QUEENS
HILLCREST                ,6635,11435,QUEENS
HILLCREST                ,6855,11432,QUEENS
HILLCREST                ,6857,11432,QUEENS
HILLCREST                ,6857,11366,QUEENS
HILLCREST                ,6860,11432,QUEENS
HILLCREST                ,6861,11432,QUEENS
HILLCREST                ,7015,11432,QUEENS
HILLCREST                ,7018,11432,QUEENS
HILLCREST                ,7019,11432,QUEENS
HILLCREST                ,7020,11432,QUEENS
HILLCREST                ,7024,11432,QUEENS
HILLCREST                ,7025,11432,QUEENS
HILLCREST                ,7026,11432,QUEENS
HILLCREST                ,7027,11432,QUEENS
HILLCREST                ,7028,11432,QUEENS
HILLCREST                ,7029,11432,QUEENS
HILLCREST                ,7030,11432,QUEENS
