Year,Neighborhood,Average_Income
2004,FLATIRON,236.1625126748954
2004,FLATLANDS,36.45533514798465
2004,FLORAL PARK,55.050493996332875
2004,FLUSHING MEADOW PARK,43.28257593635699
2004,FLUSHING-NORTH,43.10185761177329
2004,FLUSHING-SOUTH,48.280663804986034
2004,FORDHAM,22.6458477226114
2004,FOREST HILLS,40.12425278862704
2004,FORT GREENE,47.935611407189754
2004,FRESH MEADOWS,50.8512291518771
2004,GERRITSEN BEACH,43.98875800845015
2004,GLEN OAKS,64.6096275923184
2004,GLENDALE,41.301635985804865
2004,GOWANUS,48.16509244107121
2004,GRAMERCY,161.95943492440588
2004,GRAVESEND,40.91298738314142
2004,GREENPOINT,26.779013146720736
2004,GREENWICH VILLAGE-CENTRAL,197.82019388027584
2004,GREENWICH VILLAGE-WEST,191.54799262271385
2004,HAMMELS,46.476011595623866
2004,HARLEM-CENTRAL,71.24554753956676
2004,HARLEM-EAST,76.72894409650164
2004,HARLEM-UPPER,52.336478459217545
2004,HARLEM-WEST,31.335738751590952
2004,HIGHBRIDGE/MORRIS HEIGHTS,23.866203314085226
2004,HILLCREST,42.67354465058281
2004,HOLLIS,37.61988027356495
2004,HOLLIS HILLS,44.3662862345255
2004,HOLLISWOOD,34.225827291078744
2004,HOWARD BEACH,42.70980886030412
2004,HUNTS POINT,25.56638120129543
2004,INWOOD,122.6415624490497
2004,JACKSON HEIGHTS,38.202200124519074
2004,JAMAICA,32.191398072179254
2004,JAMAICA BAY,37.557429882145364
2004,JAMAICA ESTATES,44.06154406021102
2004,JAMAICA HILLS,35.65828812166559
2004,JAVITS CENTER,173.14210818679436
2004,KENSINGTON,40.41903507438026
2004,KEW GARDENS,38.62717905175345
2004,KINGSBRIDGE HTS/UNIV HTS,26.65040641590082
2004,KINGSBRIDGE/JEROME PARK,42.02646522483008
2004,KIPS BAY,94.66681883611717
2004,LAURELTON,36.47888042304676
2004,LITTLE ITALY,160.3361985064815
2004,LITTLE NECK,58.56166844433862
2004,LONG ISLAND CITY,42.0312787190403
2004,LOWER EAST SIDE,135.54930273870207
2004,MADISON,39.17471493953029
2004,MANHATTAN BEACH,43.41029511428747
2004,MANHATTAN VALLEY,115.92400615469747
2004,MANHATTAN-UNKNOWN,110.2041993632801
2004,MARINE PARK,48.87565862014978
2004,MASPETH,35.937021609163565
2004,MELROSE/CONCOURSE,33.743301246080954
2004,MIDDLE VILLAGE,41.7720109334259
2004,MIDTOWN CBD,348.65389788302303
2004,MIDTOWN EAST,247.05503424996095
2004,MIDTOWN WEST,323.4777790577501
2004,MIDWOOD,40.44679650421714
2004,MILL BASIN,49.19163270850312
2004,MORNINGSIDE HEIGHTS,44.35966549209328
2004,MORRIS PARK/VAN NEST,36.95305033479273
2004,MORRISANIA/LONGWOOD,25.88756610007521
2004,MOTT HAVEN/PORT MORRIS,27.967914410700587
2004,MOUNT HOPE/MOUNT EDEN,24.00391889968506
2004,MURRAY HILL,181.4373392854835
2004,NAVY YARD,31.161093722427637
2004,NEPONSIT,73.14991136996709
2004,OAKLAND GARDENS,47.56624896274479
2004,OCEAN HILL,39.74749311876961
2004,OCEAN PARKWAY-NORTH,42.582092553584715
2004,OCEAN PARKWAY-SOUTH,43.70582272073829
2004,OLD MILL BASIN,37.10168529530881
2004,OZONE PARK,35.362161884612455
2004,PARK SLOPE,44.88569401992888
2004,PARK SLOPE SOUTH,39.31192580575867
2004,PARKCHESTER,43.87536161225458
2004,PELHAM BAY,31.482525761894323
2004,PELHAM GARDENS,36.8177256234077
2004,PELHAM PARKWAY NORTH,33.077972521379436
2004,PELHAM PARKWAY SOUTH,41.50016163137011
2004,PROSPECT HEIGHTS,42.79126867026645
2004,QUEENS VILLAGE,37.12131208818267
2004,QUEENS-UNKNOWN,33.3386500746484
2004,RED HOOK,42.89845965730793
2004,REGO PARK,40.791638112824344
2004,RICHMOND HILL,36.80528598010368
2004,RIDGEWOOD,42.0943088801129
2004,RIVERDALE,52.12646017772687
2004,ROCKAWAY PARK,60.39188965563981
2004,ROOSEVELT ISLAND,57.37437965260546
2004,ROSEDALE,43.9500578024043
2004,SCHUYLERVILLE/PELHAM BAY,36.33735515438767
2004,SEAGATE,30.7072843985487
2004,SHEEPSHEAD BAY,40.58520155741632
2004,SO. JAMAICA-BAISLEY PARK,37.78764784537491
2004,SOHO,180.7903087363021
2004,SOUNDVIEW,26.384222892045788
2004,SOUTH JAMAICA,35.42891191135307
2004,SOUTH OZONE PARK,40.38759161210733
2004,SOUTHBRIDGE,58.999515562552986
2004,SPRING CREEK,26.92394229610747
2004,SPRINGFIELD GARDENS,36.46696769931502
2004,ST. ALBANS,37.785385714194895
2004,SUNNYSIDE,41.76689154386175
2004,SUNSET PARK,39.2753882196783
2004,THROGS NECK,31.844785789350734
2004,TRIBECA,297.9762147353766
2004,UPPER BAY,1192.0905145691258
2004,UPPER EAST SIDE (59-79),221.5089038700122
2004,UPPER EAST SIDE (79-96),172.23585504005382
2004,UPPER EAST SIDE (96-110),189.87720226741584
2004,UPPER WEST SIDE (59-79),237.39942469372855
2004,UPPER WEST SIDE (79-96),274.3606549575403
2004,UPPER WEST SIDE (96-116),108.49647088640849
2004,VAN CORTLANDT PARK,71.17671920652637
2004,WAKEFIELD,32.17601439007718
2004,WASHINGTON HEIGHTS LOWER,47.62623008830522
2004,WASHINGTON HEIGHTS UPPER,91.81961564000363
2004,WESTCHESTER,50.347388555378494
2004,WHITESTONE,43.971368840759325
2004,WILLIAMSBRIDGE,30.68847197931092
2004,WILLIAMSBURG-CENTRAL,29.59192772196368
2004,WILLIAMSBURG-EAST,28.04646953573243
2004,WILLIAMSBURG-NORTH,38.564539682514074
2004,WILLIAMSBURG-SOUTH,38.30662144583408
2004,WINDSOR TERRACE,48.84066229936455
2004,WOODHAVEN,32.3025039167122
2004,WOODLAWN,39.70396887159533
2004,WOODSIDE,38.78230041709195
2004,WYCKOFF HEIGHTS,25.149962320141295
2005,1021,136.16166844268534
2005,1026,187.4306603773585
2005,3004,36.17620640525305
2005,3019,45.6891255462684
2005,AIRPORT JFK,41.54586263908892
2005,AIRPORT LA GUARDIA,36.58782575971399
2005,ALPHABET CITY,123.89811561570063
2005,ARVERNE,34.486844526197245
2005,ASTORIA,47.023909497551365
2005,BATH BEACH,45.545063525514834
2005,BATHGATE,23.291209808675866
2005,BAY RIDGE,49.3659098714648
2005,BAYCHESTER,31.74549495758179
2005,BAYSIDE,42.27430472355113
2005,BEDFORD PARK/NORWOOD,31.787857843566997
2005,BEDFORD STUYVESANT,33.99640926998877
2005,BEECHHURST,50.39047634428832
2005,BELLE HARBOR,49.666099824407205
2005,BELLEROSE,49.454682633014635
2005,BELMONT,28.795377268622136
2005,BENSONHURST,42.73657240369577
2005,BERGEN BEACH,46.678347639971534
2005,BOERUM HILL,69.44724629840444
2005,BOROUGH PARK,40.31159381946898
2005,BREEZY POINT,75.97861216730038
2005,BRIARWOOD,39.9981824833847
2005,BRIGHTON BEACH,44.89208076524237
2005,BROAD CHANNEL,40.30974775545105
2005,BRONX PARK,28.4834653012241
2005,BRONX-UNKNOWN,25.637734479999004
2005,BRONXDALE,35.553288756595904
2005,BROOKLYN HEIGHTS,64.55735879276727
2005,BROOKLYN-UNKNOWN,44.09141323880712
2005,BROWNSVILLE,35.32904062861606
2005,BUSH TERMINAL,36.726970374894435
2005,BUSHWICK,37.814312942309535
2005,CAMBRIA HEIGHTS,36.237135230786684
2005,CANARSIE,35.45357152988585
2005,CARROLL GARDENS,66.54645400804841
2005,CASTLE HILL/UNIONPORT,28.62768610049831
2005,CHELSEA,297.3789826709213
2005,CHINATOWN,125.55606241841357
2005,CITY ISLAND,46.56679035378709
2005,CITY ISLAND-PELHAM STRIP,113.830280232849
2005,CIVIC CENTER,379.6044187979184
2005,CLINTON,266.7279023477479
2005,CLINTON HILL,42.91584476287877
2005,CO-OP CITY,40.37145738779627
2005,COBBLE HILL,89.77387929729122
2005,COBBLE HILL-WEST,72.19650339967158
2005,COLLEGE POINT,45.11338980252021
2005,CONEY ISLAND,39.52894974257207
2005,CORONA,41.71381452557105
2005,COUNTRY CLUB,45.154231533179455
2005,CROTONA PARK,25.444995124135207
2005,CROWN HEIGHTS,40.496875050031
2005,CYPRESS HILLS,49.67700986982383
2005,DOUGLASTON,58.023000735270855
2005,DOWNTOWN-FULTON FERRY,113.53243611734177
2005,DOWNTOWN-FULTON MALL,88.22977857643053
2005,DOWNTOWN-METROTECH,65.14764386354618
2005,DYKER HEIGHTS,43.65478855757971
2005,EAST ELMHURST,39.114220624422046
2005,EAST NEW YORK,33.891592942579905
2005,EAST RIVER,42.521555625656895
2005,EAST TREMONT,23.31582130145815
2005,EAST VILLAGE,136.3344619150904
2005,ELMHURST,39.09569776851833
2005,FAR ROCKAWAY,34.486844526197245
2005,FASHION,200.52521059052793
2005,FIELDSTON,60.91810187722959
2005,FINANCIAL,350.3131475290995
2005,FLATBUSH-CENTRAL,41.46035074641559
2005,FLATBUSH-EAST,37.8667374097718
2005,FLATBUSH-LEFFERTS GARDEN,32.1233890985265
2005,FLATBUSH-NORTH,33.247125516186465
2005,FLATIRON,258.7886328534588
2005,FLATLANDS,38.015853817188855
2005,FLORAL PARK,57.67260557366933
2005,FLUSHING MEADOW PARK,46.2306052547006
2005,FLUSHING-NORTH,44.85722514176621
2005,FLUSHING-SOUTH,51.29773451851661
2005,FORDHAM,23.38740819308546
2005,FOREST HILLS,42.22492329010688
2005,FORT GREENE,52.395014352799365
2005,FRESH MEADOWS,53.38892869384006
2005,GERRITSEN BEACH,47.215005920040156
2005,GLEN OAKS,69.58928534432162
2005,GLENDALE,43.333519108069275
2005,GOWANUS,51.86418019612736
2005,GRAMERCY,189.1107861932254
2005,GRAVESEND,42.8285266059237
2005,GREENPOINT,28.54163037406597
2005,GREENWICH VILLAGE-CENTRAL,217.2343795237288
2005,GREENWICH VILLAGE-WEST,197.9643394730686
2005,HAMMELS,49.666099824407205
2005,HARLEM-CENTRAL,79.60679986142918
2005,HARLEM-EAST,84.27678401392171
2005,HARLEM-UPPER,59.02786869982779
2005,HARLEM-WEST,33.7898639914978
2005,HIGHBRIDGE/MORRIS HEIGHTS,24.48767591005158
2005,HILLCREST,44.88071687510269
2005,HOLLIS,39.11017784764605
2005,HOLLIS HILLS,45.16341952396335
2005,HOLLISWOOD,36.7436760469071
2005,HOWARD BEACH,43.48380946951294
2005,HUNTS POINT,26.431705151251613
2005,INWOOD,137.0591103230326
2005,JACKSON HEIGHTS,40.252284563196774
2005,JAMAICA,33.117210975290824
2005,JAMAICA BAY,39.15072977687151
2005,JAMAICA ESTATES,46.10986515676962
2005,JAMAICA HILLS,37.05363270678629
2005,JAVITS CENTER,226.0291109866372
2005,KENSINGTON,43.396339151983234
2005,KEW GARDENS,40.43458240450517
2005,KINGSBRIDGE HTS/UNIV HTS,27.63249528626327
2005,KINGSBRIDGE/JEROME PARK,44.02510457542622
2005,KIPS BAY,106.99528836670603
2005,LAURELTON,37.40376913871842
2005,LITTLE ITALY,203.27034486640025
2005,LITTLE NECK,60.46987214324823
2005,LONG ISLAND CITY,43.13482871356487
2005,LOWER EAST SIDE,155.2332536732583
2005,MADISON,41.07684066454626
2005,MANHATTAN BEACH,46.86442242599544
2005,MANHATTAN VALLEY,135.39686192867018
2005,MANHATTAN-UNKNOWN,130.403734889537
2005,MARINE PARK,51.37248884367967
2005,MASPETH,37.442466166784044
2005,MELROSE/CONCOURSE,34.898589502513495
2005,MIDDLE VILLAGE,43.85328406293719
2005,MIDTOWN CBD,534.5893723070783
2005,MIDTOWN EAST,286.1779635449948
2005,MIDTOWN WEST,320.61133898414613
2005,MIDWOOD,42.933708154775
2005,MILL BASIN,51.3058555997726
2005,MORNINGSIDE HEIGHTS,47.872135401184494
2005,MORRIS PARK/VAN NEST,38.097039647475576
2005,MORRISANIA/LONGWOOD,26.82879126859759
2005,MOTT HAVEN/PORT MORRIS,28.983609401579844
2005,MOUNT HOPE/MOUNT EDEN,24.68916934753839
2005,MURRAY HILL,210.5149306508536
2005,NAVY YARD,33.99730461683053
2005,NEPONSIT,79.18648953502945
2005,OAKLAND GARDENS,49.59444489094929
2005,OCEAN HILL,43.22838161578263
2005,OCEAN PARKWAY-NORTH,45.2119125995042
2005,OCEAN PARKWAY-SOUTH,46.051986678345955
2005,OLD MILL BASIN,38.44346796609128
2005,OZONE PARK,36.392511638516766
2005,PARK SLOPE,49.1556978882305
2005,PARK SLOPE SOUTH,42.15968630539317
2005,PARKCHESTER,45.673472640828436
2005,PELHAM BAY,32.53366583541147
2005,PELHAM GARDENS,37.6558008311411
2005,PELHAM PARKWAY NORTH,33.79529140995273
2005,PELHAM PARKWAY SOUTH,43.00973582157035
2005,PROSPECT HEIGHTS,46.01332563273576
2005,QUEENS VILLAGE,38.41223424665368
2005,QUEENS-UNKNOWN,34.90000420611707
2005,RED HOOK,47.141350959573266
2005,REGO PARK,42.1066844255701
2005,RICHMOND HILL,38.11876610225117
2005,RIDGEWOOD,43.71044447924743
2005,RIVERDALE,54.90497364133029
2005,ROCKAWAY PARK,65.15828315259363
2005,ROOSEVELT ISLAND,59.849093997735
2005,ROSEDALE,45.91432675824634
2005,SCHUYLERVILLE/PELHAM BAY,37.68335218161926
2005,SEAGATE,32.1934770591487
2005,SHEEPSHEAD BAY,42.79045817742806
2005,SO. JAMAICA-BAISLEY PARK,38.35258980121887
2005,SOHO,223.73816893753596
2005,SOUNDVIEW,27.024991052443358
2005,SOUTH JAMAICA,36.73639928761661
2005,SOUTH OZONE PARK,40.223585745464035
2005,SOUTHBRIDGE,67.31162434325745
2005,SPRING CREEK,27.77717551708788
2005,SPRINGFIELD GARDENS,36.88028392891444
2005,ST. ALBANS,39.253771953400765
2005,SUNNYSIDE,45.43485452587406
2005,SUNSET PARK,42.008661306139835
2005,THROGS NECK,33.09830289329315
2005,TRIBECA,332.54882477387616
2005,UPPER BAY,1291.1396761133603
2005,UPPER EAST SIDE (59-79),272.10580953863104
2005,UPPER EAST SIDE (79-96),211.11066097302898
2005,UPPER EAST SIDE (96-110),196.71273974718085
2005,UPPER WEST SIDE (59-79),274.3717263324804
2005,UPPER WEST SIDE (79-96),398.8871465566981
2005,UPPER WEST SIDE (96-116),198.83529723994482
2005,VAN CORTLANDT PARK,74.90881756408348
2005,WAKEFIELD,33.664721534334234
2005,WASHINGTON HEIGHTS LOWER,50.678616425979335
2005,WASHINGTON HEIGHTS UPPER,102.804747791966
2005,WESTCHESTER,52.26759629971441
2005,WHITESTONE,46.37179469153997
2005,WILLIAMSBRIDGE,31.53688376054392
2005,WILLIAMSBURG-CENTRAL,31.997712557369237
2005,WILLIAMSBURG-EAST,29.764124546177772
2005,WILLIAMSBURG-NORTH,42.91358173493552
2005,WILLIAMSBURG-SOUTH,41.96811783520426
2005,WINDSOR TERRACE,51.58084687684983
2005,WOODHAVEN,33.33405425454765
2005,WOODLAWN,42.70788614092394
2005,WOODSIDE,41.118956553012985
2005,WYCKOFF HEIGHTS,25.77507374830658
2006,1021,143.43215550365403
2006,1026,211.23195962994112
2006,3004,35.92060905719744
2006,3019,48.79176312903619
2006,AIRPORT JFK,43.44190491294387
2006,AIRPORT LA GUARDIA,37.70123323431452
2006,ALPHABET CITY,140.35990341870718
2006,ARVERNE,35.06935997022897
2006,ASTORIA,50.82715809811007
2006,BATH BEACH,47.33123834537608
2006,BATHGATE,24.358592444849656
2006,BAY RIDGE,52.58606883376855
2006,BAYCHESTER,32.513566221686794
2006,BAYSIDE,43.82589153848101
2006,BEDFORD PARK/NORWOOD,32.92771914196729
2006,BEDFORD STUYVESANT,35.71049845051457
2006,BEECHHURST,53.02608564134611
2006,BELLE HARBOR,49.96191109016488
2006,BELLEROSE,51.254503087453955
2006,BELMONT,30.022684831950443
2006,BENSONHURST,43.82614340633652
2006,BERGEN BEACH,47.33209142238394
2006,BOERUM HILL,78.84067091549363
2006,BOROUGH PARK,41.21980834315142
2006,BREEZY POINT,80.2506899724011
2006,BRIARWOOD,41.42272167428006
2006,BRIGHTON BEACH,44.881610572768324
2006,BROAD CHANNEL,42.18332995335632
2006,BRONX PARK,29.089511274751587
2006,BRONX-UNKNOWN,26.461394466053815
2006,BRONXDALE,36.51589310515317
2006,BROOKLYN HEIGHTS,72.000200104239
2006,BROOKLYN-UNKNOWN,46.611536297132595
2006,BROWNSVILLE,36.81364629121629
2006,BUSH TERMINAL,38.458253835535714
2006,BUSHWICK,39.82169686159391
2006,CAMBRIA HEIGHTS,37.291508660263226
2006,CANARSIE,35.9109988329291
2006,CARROLL GARDENS,73.50663080018565
2006,CASTLE HILL/UNIONPORT,29.14286539261576
2006,CHELSEA,279.42693495296083
2006,CHINATOWN,144.71406094684693
2006,CITY ISLAND,48.39514789798965
2006,CITY ISLAND-PELHAM STRIP,120.53460060749914
2006,CIVIC CENTER,218.9540993213062
2006,CLINTON,269.64531464906656
2006,CLINTON HILL,47.04151697389541
2006,CO-OP CITY,41.343826978027394
2006,COBBLE HILL,102.63111790559472
2006,COBBLE HILL-WEST,80.49040162005443
2006,COLLEGE POINT,47.09571644662066
2006,CONEY ISLAND,36.75641694670722
2006,CORONA,44.309193830928834
2006,COUNTRY CLUB,46.59237806971787
2006,CROTONA PARK,26.37406562198965
2006,CROWN HEIGHTS,42.89390459121335
2006,CYPRESS HILLS,53.67568526112598
2006,DOUGLASTON,62.29776675598348
2006,DOWNTOWN-FULTON FERRY,134.01118558860495
2006,DOWNTOWN-FULTON MALL,102.68758570678972
2006,DOWNTOWN-METROTECH,72.59764948488788
2006,DYKER HEIGHTS,45.14268500967163
2006,EAST ELMHURST,41.70997740880108
2006,EAST NEW YORK,35.250029297920925
2006,EAST RIVER,43.81475803129867
2006,EAST TREMONT,24.490713128804938
2006,EAST VILLAGE,156.4246992844736
2006,ELMHURST,40.71756435667128
2006,FAR ROCKAWAY,35.06935997022897
2006,FASHION,214.5742982140694
2006,FIELDSTON,67.40055105496134
2006,FINANCIAL,269.9906792454299
2006,FLATBUSH-CENTRAL,44.480101494219355
2006,FLATBUSH-EAST,39.55684752294693
2006,FLATBUSH-LEFFERTS GARDEN,33.708118239038846
2006,FLATBUSH-NORTH,34.508127267710606
2006,FLATIRON,279.34982651625256
2006,FLATLANDS,38.851790914374654
2006,FLORAL PARK,60.42839311887268
2006,FLUSHING MEADOW PARK,50.36935711567466
2006,FLUSHING-NORTH,47.39492181990013
2006,FLUSHING-SOUTH,52.462353128724715
2006,FORDHAM,24.80940920231494
2006,FOREST HILLS,44.079206475810246
2006,FORT GREENE,58.177588670742566
2006,FRESH MEADOWS,56.00285747561662
2006,GERRITSEN BEACH,45.895516638984944
2006,GLEN OAKS,73.52663301011981
2006,GLENDALE,45.51510853948445
2006,GOWANUS,56.243087895794524
2006,GRAMERCY,210.697782553203
2006,GRAVESEND,42.974247503258205
2006,GREENPOINT,29.965966074426092
2006,GREENWICH VILLAGE-CENTRAL,235.86400949244472
2006,GREENWICH VILLAGE-WEST,212.36827567093874
2006,HAMMELS,49.96191109016488
2006,HARLEM-CENTRAL,88.44927393530214
2006,HARLEM-EAST,93.82995107286716
2006,HARLEM-UPPER,65.65470515931801
2006,HARLEM-WEST,35.69040529239173
2006,HIGHBRIDGE/MORRIS HEIGHTS,25.369242414773257
2006,HILLCREST,47.11210888077281
2006,HOLLIS,40.33497337046651
2006,HOLLIS HILLS,47.261318641979436
2006,HOLLISWOOD,38.17874177665601
2006,HOWARD BEACH,46.1320626989287
2006,HUNTS POINT,27.16037400949304
2006,INWOOD,149.3154509129411
2006,JACKSON HEIGHTS,40.808757152325924
2006,JAMAICA,33.82491197536816
2006,JAMAICA BAY,40.32231707064513
2006,JAMAICA ESTATES,47.98575933514288
2006,JAMAICA HILLS,37.70995510549755
2006,JAVITS CENTER,232.04897644858613
2006,KENSINGTON,46.08603875185677
2006,KEW GARDENS,42.47731629798575
2006,KINGSBRIDGE HTS/UNIV HTS,28.887214982596056
2006,KINGSBRIDGE/JEROME PARK,46.793345273906645
2006,KIPS BAY,121.25985775650022
2006,LAURELTON,38.57781353398191
2006,LITTLE ITALY,214.59019621032198
2006,LITTLE NECK,66.15261460862042
2006,LONG ISLAND CITY,43.299488222179356
2006,LOWER EAST SIDE,175.02378036144103
2006,MADISON,41.43477439411792
2006,MANHATTAN BEACH,44.076840782048194
2006,MANHATTAN VALLEY,153.03827791739553
2006,MANHATTAN-UNKNOWN,143.19808524853826
2006,MARINE PARK,52.764324590608304
2006,MASPETH,39.26859099043538
2006,MELROSE/CONCOURSE,37.107020026232476
2006,MIDDLE VILLAGE,46.07037702519587
2006,MIDTOWN CBD,382.36293068732806
2006,MIDTOWN EAST,253.9754944838145
2006,MIDTOWN WEST,401.8769345468344
2006,MIDWOOD,44.09257339519342
2006,MILL BASIN,54.050848791750845
2006,MORNINGSIDE HEIGHTS,51.75798194843739
2006,MORRIS PARK/VAN NEST,39.30196522479028
2006,MORRISANIA/LONGWOOD,27.775927777874454
2006,MOTT HAVEN/PORT MORRIS,29.91431025293238
2006,MOUNT HOPE/MOUNT EDEN,25.786912249060244
2006,MURRAY HILL,215.307002514992
2006,NAVY YARD,36.057538455847016
2006,NEPONSIT,77.26408193123629
2006,OAKLAND GARDENS,52.08694411765236
2006,OCEAN HILL,46.82629128431463
2006,OCEAN PARKWAY-NORTH,47.46011701618687
2006,OCEAN PARKWAY-SOUTH,47.57604427967183
2006,OLD MILL BASIN,40.04875120302674
2006,OZONE PARK,37.38691209828082
2006,PARK SLOPE,53.890300878941524
2006,PARK SLOPE SOUTH,44.68376820890936
2006,PARKCHESTER,49.315101648902214
2006,PELHAM BAY,33.04822977628357
2006,PELHAM GARDENS,38.916783165329996
2006,PELHAM PARKWAY NORTH,34.69899198683432
2006,PELHAM PARKWAY SOUTH,46.22256022784256
2006,PROSPECT HEIGHTS,50.15511167334484
2006,QUEENS VILLAGE,39.496943691370134
2006,QUEENS-UNKNOWN,36.194921131597226
2006,RED HOOK,50.229900429574364
2006,REGO PARK,44.44698135557891
2006,RICHMOND HILL,39.169669136814406
2006,RIDGEWOOD,45.69262833737333
2006,RIVERDALE,59.5893031662975
2006,ROCKAWAY PARK,66.56603395233124
2006,ROOSEVELT ISLAND,67.44988752811797
2006,ROSEDALE,47.607256830189506
2006,SCHUYLERVILLE/PELHAM BAY,38.676914982583796
2006,SEAGATE,29.435993111366244
2006,SHEEPSHEAD BAY,43.20026385812612
2006,SO. JAMAICA-BAISLEY PARK,39.85200101255246
2006,SOHO,238.03248766925486
2006,SOUNDVIEW,27.569385971880155
2006,SOUTH JAMAICA,37.313789781735665
2006,SOUTH OZONE PARK,41.31674303155627
2006,SOUTHBRIDGE,81.91417330986644
2006,SPRING CREEK,27.22513365220611
2006,SPRINGFIELD GARDENS,38.16220358754395
2006,ST. ALBANS,40.4121803852635
2006,SUNNYSIDE,44.755443424796326
2006,SUNSET PARK,43.96864652598862
2006,THROGS NECK,33.85490862713087
2006,TRIBECA,256.56571613320205
2006,UPPER BAY,461.8841463414634
2006,UPPER EAST SIDE (59-79),364.6286680421418
2006,UPPER EAST SIDE (79-96),246.3032922796393
2006,UPPER EAST SIDE (96-110),308.3293311580796
2006,UPPER WEST SIDE (59-79),317.3953943512521
2006,UPPER WEST SIDE (79-96),307.29302776814376
2006,UPPER WEST SIDE (96-116),139.93408471946574
2006,VAN CORTLANDT PARK,82.51213350499972
2006,WAKEFIELD,33.69873818691709
2006,WASHINGTON HEIGHTS LOWER,54.99970527901285
2006,WASHINGTON HEIGHTS UPPER,116.1565431141346
2006,WESTCHESTER,55.98262388210395
2006,WHITESTONE,48.058035508955825
2006,WILLIAMSBRIDGE,32.50746985571115
2006,WILLIAMSBURG-CENTRAL,33.83194846652772
2006,WILLIAMSBURG-EAST,31.26438806635855
2006,WILLIAMSBURG-NORTH,45.694645678830135
2006,WILLIAMSBURG-SOUTH,45.25692137831827
2006,WINDSOR TERRACE,54.26767571148679
2006,WOODHAVEN,33.99101103682737
2006,WOODLAWN,42.60429262394196
2006,WOODSIDE,41.01713844965653
2006,WYCKOFF HEIGHTS,26.48219312733455
2007,1021,178.0421976777117
2007,1026,221.26860035039905
2007,3004,35.925621321545144
2007,3019,49.89206871345029
2007,AIRPORT JFK,41.92844079741832
2007,AIRPORT LA GUARDIA,37.612492817860954
2007,ALPHABET CITY,151.65171471909062
2007,ARVERNE,32.36490986676734
2007,ASTORIA,51.515475221573006
2007,BATH BEACH,48.428178696670884
2007,BATHGATE,23.048633323030316
2007,BAY RIDGE,54.282732851575254
2007,BAYCHESTER,31.178066501560426
2007,BAYSIDE,44.292034247620144
2007,BEDFORD PARK/NORWOOD,31.59807002722222
2007,BEDFORD STUYVESANT,35.51842938317005
2007,BEECHHURST,52.96670376359061
2007,BELLE HARBOR,49.036719230719484
2007,BELLEROSE,51.2603866497695
2007,BELMONT,28.839660048249424
2007,BENSONHURST,44.38556993533054
2007,BERGEN BEACH,47.582983058625004
2007,BOERUM HILL,82.34146203699822
2007,BOROUGH PARK,42.067036983303375
2007,BREEZY POINT,83.33709817549956
2007,BRIARWOOD,40.995168930855776
2007,BRIGHTON BEACH,45.53770147360512
2007,BROAD CHANNEL,38.63636363636363
2007,BRONX PARK,27.62619787113625
2007,BRONX-UNKNOWN,24.933710379720807
2007,BRONXDALE,34.94296815008809
2007,BROOKLYN HEIGHTS,74.74189573766698
2007,BROOKLYN-UNKNOWN,47.24202696408872
2007,BROWNSVILLE,36.276798097227484
2007,BUSH TERMINAL,38.758974074229265
2007,BUSHWICK,39.84787624363303
2007,CAMBRIA HEIGHTS,36.29303903348785
2007,CANARSIE,35.61794650844986
2007,CARROLL GARDENS,76.63469522089288
2007,CASTLE HILL/UNIONPORT,27.293252667917365
2007,CHELSEA,311.2535152521659
2007,CHINATOWN,160.8908430119823
2007,CITY ISLAND,47.13244409244286
2007,CITY ISLAND-PELHAM STRIP,130.85723935210478
2007,CIVIC CENTER,225.48626302187776
2007,CLINTON,306.4790055679743
2007,CLINTON HILL,47.42417615653456
2007,CO-OP CITY,39.543930456380004
2007,COBBLE HILL,106.90153789622539
2007,COBBLE HILL-WEST,84.33294758510073
2007,COLLEGE POINT,47.299968229112416
2007,CONEY ISLAND,37.394231253609846
2007,CORONA,44.68310407367368
2007,COUNTRY CLUB,45.28342366854568
2007,CROTONA PARK,24.803547629992256
2007,CROWN HEIGHTS,42.9949623058284
2007,CYPRESS HILLS,54.340151940138185
2007,DOUGLASTON,63.01054849741574
2007,DOWNTOWN-FULTON FERRY,139.32784227985525
2007,DOWNTOWN-FULTON MALL,107.09583149211545
2007,DOWNTOWN-METROTECH,73.84771135210873
2007,DYKER HEIGHTS,45.606144760028236
2007,EAST ELMHURST,41.64740010467544
2007,EAST NEW YORK,34.70774347271233
2007,EAST RIVER,43.15873597362935
2007,EAST TREMONT,23.48094289319171
2007,EAST VILLAGE,174.79010791955372
2007,ELMHURST,40.71200546694438
2007,FAR ROCKAWAY,32.36490986676734
2007,FASHION,246.0844657717552
2007,FIELDSTON,68.09397851292036
2007,FINANCIAL,301.85939196014266
2007,FLATBUSH-CENTRAL,44.644468415208564
2007,FLATBUSH-EAST,39.20382488264216
2007,FLATBUSH-LEFFERTS GARDEN,32.916049150928245
2007,FLATBUSH-NORTH,33.697014584864704
2007,FLATIRON,334.47194095435873
2007,FLATLANDS,38.726540505017056
2007,FLORAL PARK,61.543132621288756
2007,FLUSHING MEADOW PARK,50.56396490545153
2007,FLUSHING-NORTH,47.855843070968724
2007,FLUSHING-SOUTH,52.631172782154884
2007,FORDHAM,24.47801082929421
2007,FOREST HILLS,44.39882917647304
2007,FORT GREENE,74.16139183076551
2007,FRESH MEADOWS,56.09174881297828
2007,GERRITSEN BEACH,46.68894276644821
