,PCT,Crime,Year,Nbr of Crimes,variable,Neighborhood
10976,63.0,BURGLARY                              ,2011,257.0,0,Canarsie
10977,63.0,BURGLARY                              ,2011,257.0,1,flatlands
10978,63.0,GRAND LARCENY                         ,2011,517.0,0,Canarsie
10979,63.0,GRAND LARCENY                         ,2011,517.0,1,flatlands
10980,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,126.0,0,Canarsie
10981,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,126.0,1,flatlands
10982,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,1339.0,0,Canarsie
10983,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,1339.0,1,flatlands
10984,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,8.0,0,Canarsie
10985,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,8.0,1,flatlands
10986,63.0,RAPE                                  ,2012,15.0,0,Canarsie
10987,63.0,RAPE                                  ,2012,15.0,1,flatlands
10988,63.0,ROBBERY                               ,2012,238.0,0,Canarsie
10989,63.0,ROBBERY                               ,2012,238.0,1,flatlands
10990,63.0,FELONY ASSAULT                        ,2012,237.0,0,Canarsie
10991,63.0,FELONY ASSAULT                        ,2012,237.0,1,flatlands
10992,63.0,BURGLARY                              ,2012,251.0,0,Canarsie
10993,63.0,BURGLARY                              ,2012,251.0,1,flatlands
10994,63.0,GRAND LARCENY                         ,2012,534.0,0,Canarsie
10995,63.0,GRAND LARCENY                         ,2012,534.0,1,flatlands
10996,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,106.0,0,Canarsie
10997,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,106.0,1,flatlands
10998,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1389.0,0,Canarsie
10999,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1389.0,1,flatlands
11000,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,8.0,0,Canarsie
11001,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,8.0,1,flatlands
11002,63.0,RAPE                                  ,2013,13.0,0,Canarsie
11003,63.0,RAPE                                  ,2013,13.0,1,flatlands
11004,63.0,ROBBERY                               ,2013,165.0,0,Canarsie
11005,63.0,ROBBERY                               ,2013,165.0,1,flatlands
11006,63.0,FELONY ASSAULT                        ,2013,186.0,0,Canarsie
11007,63.0,FELONY ASSAULT                        ,2013,186.0,1,flatlands
11008,63.0,BURGLARY                              ,2013,196.0,0,Canarsie
11009,63.0,BURGLARY                              ,2013,196.0,1,flatlands
11010,63.0,GRAND LARCENY                         ,2013,636.0,0,Canarsie
11011,63.0,GRAND LARCENY                         ,2013,636.0,1,flatlands
11012,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,92.0,0,Canarsie
11013,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,92.0,1,flatlands
11014,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1296.0,0,Canarsie
11015,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1296.0,1,flatlands
11016,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,3.0,0,Canarsie
11017,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,3.0,1,flatlands
11018,63.0,RAPE                                  ,2014,6.0,0,Canarsie
11019,63.0,RAPE                                  ,2014,6.0,1,flatlands
11020,63.0,ROBBERY                               ,2014,192.0,0,Canarsie
11021,63.0,ROBBERY                               ,2014,192.0,1,flatlands
11022,63.0,FELONY ASSAULT                        ,2014,160.0,0,Canarsie
11023,63.0,FELONY ASSAULT                        ,2014,160.0,1,flatlands
11024,63.0,BURGLARY                              ,2014,176.0,0,Canarsie
11025,63.0,BURGLARY                              ,2014,176.0,1,flatlands
11026,63.0,GRAND LARCENY                         ,2014,567.0,0,Canarsie
11027,63.0,GRAND LARCENY                         ,2014,567.0,1,flatlands
11028,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,107.0,0,Canarsie
11029,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,107.0,1,flatlands
11030,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,1211.0,0,Canarsie
11031,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,1211.0,1,flatlands
11032,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,5.0,0,Canarsie
11033,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,5.0,1,flatlands
11034,63.0,RAPE                                  ,2015,2.0,0,Canarsie
11035,63.0,RAPE                                  ,2015,2.0,1,flatlands
11036,63.0,ROBBERY                               ,2015,146.0,0,Canarsie
11037,63.0,ROBBERY                               ,2015,146.0,1,flatlands
11038,63.0,FELONY ASSAULT                        ,2015,161.0,0,Canarsie
11039,63.0,FELONY ASSAULT                        ,2015,161.0,1,flatlands
11040,63.0,BURGLARY                              ,2015,186.0,0,Canarsie
11041,63.0,BURGLARY                              ,2015,186.0,1,flatlands
11042,63.0,GRAND LARCENY                         ,2015,535.0,0,Canarsie
11043,63.0,GRAND LARCENY                         ,2015,535.0,1,flatlands
11044,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,101.0,0,Canarsie
11045,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,101.0,1,flatlands
11046,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,1136.0,0,Canarsie
11047,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,1136.0,1,flatlands
11048,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,5.0,0,Canarsie
11049,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,5.0,1,flatlands
11050,63.0,RAPE                                  ,2016,8.0,0,Canarsie
11051,63.0,RAPE                                  ,2016,8.0,1,flatlands
11052,63.0,ROBBERY                               ,2016,122.0,0,Canarsie
11053,63.0,ROBBERY                               ,2016,122.0,1,flatlands
11054,63.0,FELONY ASSAULT                        ,2016,137.0,0,Canarsie
11055,63.0,FELONY ASSAULT                        ,2016,137.0,1,flatlands
11056,63.0,BURGLARY                              ,2016,128.0,0,Canarsie
11057,63.0,BURGLARY                              ,2016,128.0,1,flatlands
11058,63.0,GRAND LARCENY                         ,2016,560.0,0,Canarsie
11059,63.0,GRAND LARCENY                         ,2016,560.0,1,flatlands
11060,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,74.0,0,Canarsie
11061,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,74.0,1,flatlands
11062,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,1034.0,0,Canarsie
11063,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,1034.0,1,flatlands
11064,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,3.0,0,Canarsie
11065,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,3.0,1,flatlands
11066,63.0,RAPE                                  ,2017,12.0,0,Canarsie
11067,63.0,RAPE                                  ,2017,12.0,1,flatlands
11068,63.0,ROBBERY                               ,2017,117.0,0,Canarsie
11069,63.0,ROBBERY                               ,2017,117.0,1,flatlands
11070,63.0,FELONY ASSAULT                        ,2017,148.0,0,Canarsie
11071,63.0,FELONY ASSAULT                        ,2017,148.0,1,flatlands
11072,63.0,BURGLARY                              ,2017,103.0,0,Canarsie
11073,63.0,BURGLARY                              ,2017,103.0,1,flatlands
11074,63.0,GRAND LARCENY                         ,2017,529.0,0,Canarsie
11075,63.0,GRAND LARCENY                         ,2017,529.0,1,flatlands
11076,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2017,66.0,0,Canarsie
11077,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2017,66.0,1,flatlands
11078,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2017,978.0,0,Canarsie
11079,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2017,978.0,1,flatlands
11080,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,5.0,0,Canarsie
11081,63.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,5.0,1,flatlands
11082,63.0,RAPE                                  ,2018,14.0,0,Canarsie
11083,63.0,RAPE                                  ,2018,14.0,1,flatlands
11084,63.0,ROBBERY                               ,2018,88.0,0,Canarsie
11085,63.0,ROBBERY                               ,2018,88.0,1,flatlands
11086,63.0,FELONY ASSAULT                        ,2018,131.0,0,Canarsie
11087,63.0,FELONY ASSAULT                        ,2018,131.0,1,flatlands
11088,63.0,BURGLARY                              ,2018,92.0,0,Canarsie
11089,63.0,BURGLARY                              ,2018,92.0,1,flatlands
11090,63.0,GRAND LARCENY                         ,2018,495.0,0,Canarsie
11091,63.0,GRAND LARCENY                         ,2018,495.0,1,flatlands
11092,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,62.0,0,Canarsie
11093,63.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,62.0,1,flatlands
11094,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2018,887.0,0,Canarsie
11095,63.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2018,887.0,1,flatlands
11096,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,3.0,0,Borough Park
11097,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,3.0,1,Ocean Parkway
11098,66.0,RAPE                                  ,2000,19.0,0,Borough Park
11099,66.0,RAPE                                  ,2000,19.0,1,Ocean Parkway
11100,66.0,ROBBERY                               ,2000,349.0,0,Borough Park
11101,66.0,ROBBERY                               ,2000,349.0,1,Ocean Parkway
11102,66.0,FELONY ASSAULT                        ,2000,211.0,0,Borough Park
11103,66.0,FELONY ASSAULT                        ,2000,211.0,1,Ocean Parkway
11104,66.0,BURGLARY                              ,2000,663.0,0,Borough Park
11105,66.0,BURGLARY                              ,2000,663.0,1,Ocean Parkway
11106,66.0,GRAND LARCENY                         ,2000,396.0,0,Borough Park
11107,66.0,GRAND LARCENY                         ,2000,396.0,1,Ocean Parkway
11108,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,560.0,0,Borough Park
11109,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,560.0,1,Ocean Parkway
11110,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,2201.0,0,Borough Park
11111,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,2201.0,1,Ocean Parkway
11112,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,1.0,0,Borough Park
11113,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,1.0,1,Ocean Parkway
11114,66.0,RAPE                                  ,2001,19.0,0,Borough Park
11115,66.0,RAPE                                  ,2001,19.0,1,Ocean Parkway
11116,66.0,ROBBERY                               ,2001,285.0,0,Borough Park
11117,66.0,ROBBERY                               ,2001,285.0,1,Ocean Parkway
11118,66.0,FELONY ASSAULT                        ,2001,218.0,0,Borough Park
11119,66.0,FELONY ASSAULT                        ,2001,218.0,1,Ocean Parkway
11120,66.0,BURGLARY                              ,2001,548.0,0,Borough Park
11121,66.0,BURGLARY                              ,2001,548.0,1,Ocean Parkway
11122,66.0,GRAND LARCENY                         ,2001,343.0,0,Borough Park
11123,66.0,GRAND LARCENY                         ,2001,343.0,1,Ocean Parkway
11124,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2001,459.0,0,Borough Park
11125,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2001,459.0,1,Ocean Parkway
11126,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2001,1873.0,0,Borough Park
11127,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2001,1873.0,1,Ocean Parkway
11128,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2002,6.0,0,Borough Park
11129,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2002,6.0,1,Ocean Parkway
11130,66.0,RAPE                                  ,2002,20.0,0,Borough Park
11131,66.0,RAPE                                  ,2002,20.0,1,Ocean Parkway
11132,66.0,ROBBERY                               ,2002,266.0,0,Borough Park
11133,66.0,ROBBERY                               ,2002,266.0,1,Ocean Parkway
11134,66.0,FELONY ASSAULT                        ,2002,163.0,0,Borough Park
11135,66.0,FELONY ASSAULT                        ,2002,163.0,1,Ocean Parkway
11136,66.0,BURGLARY                              ,2002,536.0,0,Borough Park
11137,66.0,BURGLARY                              ,2002,536.0,1,Ocean Parkway
11138,66.0,GRAND LARCENY                         ,2002,360.0,0,Borough Park
11139,66.0,GRAND LARCENY                         ,2002,360.0,1,Ocean Parkway
11140,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2002,378.0,0,Borough Park
11141,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2002,378.0,1,Ocean Parkway
11142,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2002,1729.0,0,Borough Park
11143,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2002,1729.0,1,Ocean Parkway
11144,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2003,6.0,0,Borough Park
11145,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2003,6.0,1,Ocean Parkway
11146,66.0,RAPE                                  ,2003,9.0,0,Borough Park
11147,66.0,RAPE                                  ,2003,9.0,1,Ocean Parkway
11148,66.0,ROBBERY                               ,2003,222.0,0,Borough Park
11149,66.0,ROBBERY                               ,2003,222.0,1,Ocean Parkway
11150,66.0,FELONY ASSAULT                        ,2003,171.0,0,Borough Park
11151,66.0,FELONY ASSAULT                        ,2003,171.0,1,Ocean Parkway
11152,66.0,BURGLARY                              ,2003,443.0,0,Borough Park
11153,66.0,BURGLARY                              ,2003,443.0,1,Ocean Parkway
11154,66.0,GRAND LARCENY                         ,2003,460.0,0,Borough Park
11155,66.0,GRAND LARCENY                         ,2003,460.0,1,Ocean Parkway
11156,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,325.0,0,Borough Park
11157,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,325.0,1,Ocean Parkway
11158,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,1636.0,0,Borough Park
11159,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,1636.0,1,Ocean Parkway
11160,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,1.0,0,Borough Park
11161,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,1.0,1,Ocean Parkway
11162,66.0,RAPE                                  ,2004,13.0,0,Borough Park
11163,66.0,RAPE                                  ,2004,13.0,1,Ocean Parkway
11164,66.0,ROBBERY                               ,2004,215.0,0,Borough Park
11165,66.0,ROBBERY                               ,2004,215.0,1,Ocean Parkway
11166,66.0,FELONY ASSAULT                        ,2004,133.0,0,Borough Park
11167,66.0,FELONY ASSAULT                        ,2004,133.0,1,Ocean Parkway
11168,66.0,BURGLARY                              ,2004,448.0,0,Borough Park
11169,66.0,BURGLARY                              ,2004,448.0,1,Ocean Parkway
11170,66.0,GRAND LARCENY                         ,2004,479.0,0,Borough Park
11171,66.0,GRAND LARCENY                         ,2004,479.0,1,Ocean Parkway
11172,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,294.0,0,Borough Park
11173,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,294.0,1,Ocean Parkway
11174,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,1583.0,0,Borough Park
11175,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,1583.0,1,Ocean Parkway
11176,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,6.0,0,Borough Park
11177,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,6.0,1,Ocean Parkway
11178,66.0,RAPE                                  ,2005,17.0,0,Borough Park
11179,66.0,RAPE                                  ,2005,17.0,1,Ocean Parkway
11180,66.0,ROBBERY                               ,2005,259.0,0,Borough Park
11181,66.0,ROBBERY                               ,2005,259.0,1,Ocean Parkway
11182,66.0,FELONY ASSAULT                        ,2005,169.0,0,Borough Park
11183,66.0,FELONY ASSAULT                        ,2005,169.0,1,Ocean Parkway
11184,66.0,BURGLARY                              ,2005,362.0,0,Borough Park
11185,66.0,BURGLARY                              ,2005,362.0,1,Ocean Parkway
11186,66.0,GRAND LARCENY                         ,2005,484.0,0,Borough Park
11187,66.0,GRAND LARCENY                         ,2005,484.0,1,Ocean Parkway
11188,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,273.0,0,Borough Park
11189,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,273.0,1,Ocean Parkway
11190,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1570.0,0,Borough Park
11191,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1570.0,1,Ocean Parkway
11192,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,3.0,0,Borough Park
11193,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,3.0,1,Ocean Parkway
11194,66.0,RAPE                                  ,2006,8.0,0,Borough Park
11195,66.0,RAPE                                  ,2006,8.0,1,Ocean Parkway
11196,66.0,ROBBERY                               ,2006,230.0,0,Borough Park
11197,66.0,ROBBERY                               ,2006,230.0,1,Ocean Parkway
11198,66.0,FELONY ASSAULT                        ,2006,144.0,0,Borough Park
11199,66.0,FELONY ASSAULT                        ,2006,144.0,1,Ocean Parkway
11200,66.0,BURGLARY                              ,2006,382.0,0,Borough Park
11201,66.0,BURGLARY                              ,2006,382.0,1,Ocean Parkway
11202,66.0,GRAND LARCENY                         ,2006,504.0,0,Borough Park
11203,66.0,GRAND LARCENY                         ,2006,504.0,1,Ocean Parkway
11204,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,206.0,0,Borough Park
11205,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,206.0,1,Ocean Parkway
11206,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1477.0,0,Borough Park
11207,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1477.0,1,Ocean Parkway
11208,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,0.0,0,Borough Park
11209,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,0.0,1,Ocean Parkway
11210,66.0,RAPE                                  ,2007,10.0,0,Borough Park
11211,66.0,RAPE                                  ,2007,10.0,1,Ocean Parkway
11212,66.0,ROBBERY                               ,2007,210.0,0,Borough Park
11213,66.0,ROBBERY                               ,2007,210.0,1,Ocean Parkway
11214,66.0,FELONY ASSAULT                        ,2007,147.0,0,Borough Park
11215,66.0,FELONY ASSAULT                        ,2007,147.0,1,Ocean Parkway
11216,66.0,BURGLARY                              ,2007,354.0,0,Borough Park
11217,66.0,BURGLARY                              ,2007,354.0,1,Ocean Parkway
11218,66.0,GRAND LARCENY                         ,2007,543.0,0,Borough Park
11219,66.0,GRAND LARCENY                         ,2007,543.0,1,Ocean Parkway
11220,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,158.0,0,Borough Park
11221,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,158.0,1,Ocean Parkway
11222,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1422.0,0,Borough Park
11223,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1422.0,1,Ocean Parkway
11224,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,3.0,0,Borough Park
11225,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,3.0,1,Ocean Parkway
11226,66.0,RAPE                                  ,2008,10.0,0,Borough Park
11227,66.0,RAPE                                  ,2008,10.0,1,Ocean Parkway
11228,66.0,ROBBERY                               ,2008,220.0,0,Borough Park
11229,66.0,ROBBERY                               ,2008,220.0,1,Ocean Parkway
11230,66.0,FELONY ASSAULT                        ,2008,154.0,0,Borough Park
11231,66.0,FELONY ASSAULT                        ,2008,154.0,1,Ocean Parkway
11232,66.0,BURGLARY                              ,2008,367.0,0,Borough Park
11233,66.0,BURGLARY                              ,2008,367.0,1,Ocean Parkway
11234,66.0,GRAND LARCENY                         ,2008,487.0,0,Borough Park
11235,66.0,GRAND LARCENY                         ,2008,487.0,1,Ocean Parkway
11236,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,146.0,0,Borough Park
11237,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,146.0,1,Ocean Parkway
11238,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1387.0,0,Borough Park
11239,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1387.0,1,Ocean Parkway
11240,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,8.0,0,Borough Park
11241,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,8.0,1,Ocean Parkway
11242,66.0,RAPE                                  ,2009,14.0,0,Borough Park
11243,66.0,RAPE                                  ,2009,14.0,1,Ocean Parkway
11244,66.0,ROBBERY                               ,2009,180.0,0,Borough Park
11245,66.0,ROBBERY                               ,2009,180.0,1,Ocean Parkway
11246,66.0,FELONY ASSAULT                        ,2009,171.0,0,Borough Park
11247,66.0,FELONY ASSAULT                        ,2009,171.0,1,Ocean Parkway
11248,66.0,BURGLARY                              ,2009,394.0,0,Borough Park
11249,66.0,BURGLARY                              ,2009,394.0,1,Ocean Parkway
11250,66.0,GRAND LARCENY                         ,2009,442.0,0,Borough Park
11251,66.0,GRAND LARCENY                         ,2009,442.0,1,Ocean Parkway
11252,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,154.0,0,Borough Park
11253,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,154.0,1,Ocean Parkway
11254,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,1363.0,0,Borough Park
11255,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,1363.0,1,Ocean Parkway
11256,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,0.0,0,Borough Park
11257,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,0.0,1,Ocean Parkway
11258,66.0,RAPE                                  ,2010,11.0,0,Borough Park
11259,66.0,RAPE                                  ,2010,11.0,1,Ocean Parkway
11260,66.0,ROBBERY                               ,2010,178.0,0,Borough Park
11261,66.0,ROBBERY                               ,2010,178.0,1,Ocean Parkway
11262,66.0,FELONY ASSAULT                        ,2010,170.0,0,Borough Park
11263,66.0,FELONY ASSAULT                        ,2010,170.0,1,Ocean Parkway
11264,66.0,BURGLARY                              ,2010,383.0,0,Borough Park
11265,66.0,BURGLARY                              ,2010,383.0,1,Ocean Parkway
11266,66.0,GRAND LARCENY                         ,2010,387.0,0,Borough Park
11267,66.0,GRAND LARCENY                         ,2010,387.0,1,Ocean Parkway
11268,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,135.0,0,Borough Park
11269,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,135.0,1,Ocean Parkway
11270,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,1264.0,0,Borough Park
11271,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,1264.0,1,Ocean Parkway
11272,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,2.0,0,Borough Park
11273,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,2.0,1,Ocean Parkway
11274,66.0,RAPE                                  ,2011,8.0,0,Borough Park
11275,66.0,RAPE                                  ,2011,8.0,1,Ocean Parkway
11276,66.0,ROBBERY                               ,2011,190.0,0,Borough Park
11277,66.0,ROBBERY                               ,2011,190.0,1,Ocean Parkway
11278,66.0,FELONY ASSAULT                        ,2011,161.0,0,Borough Park
11279,66.0,FELONY ASSAULT                        ,2011,161.0,1,Ocean Parkway
11280,66.0,BURGLARY                              ,2011,335.0,0,Borough Park
11281,66.0,BURGLARY                              ,2011,335.0,1,Ocean Parkway
11282,66.0,GRAND LARCENY                         ,2011,447.0,0,Borough Park
11283,66.0,GRAND LARCENY                         ,2011,447.0,1,Ocean Parkway
11284,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,130.0,0,Borough Park
11285,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,130.0,1,Ocean Parkway
11286,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,1273.0,0,Borough Park
11287,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,1273.0,1,Ocean Parkway
11288,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,1.0,0,Borough Park
11289,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,1.0,1,Ocean Parkway
11290,66.0,RAPE                                  ,2012,7.0,0,Borough Park
11291,66.0,RAPE                                  ,2012,7.0,1,Ocean Parkway
11292,66.0,ROBBERY                               ,2012,183.0,0,Borough Park
11293,66.0,ROBBERY                               ,2012,183.0,1,Ocean Parkway
11294,66.0,FELONY ASSAULT                        ,2012,163.0,0,Borough Park
11295,66.0,FELONY ASSAULT                        ,2012,163.0,1,Ocean Parkway
11296,66.0,BURGLARY                              ,2012,324.0,0,Borough Park
11297,66.0,BURGLARY                              ,2012,324.0,1,Ocean Parkway
11298,66.0,GRAND LARCENY                         ,2012,464.0,0,Borough Park
11299,66.0,GRAND LARCENY                         ,2012,464.0,1,Ocean Parkway
11300,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,102.0,0,Borough Park
11301,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,102.0,1,Ocean Parkway
11302,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1244.0,0,Borough Park
11303,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1244.0,1,Ocean Parkway
11304,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,6.0,0,Borough Park
11305,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,6.0,1,Ocean Parkway
11306,66.0,RAPE                                  ,2013,7.0,0,Borough Park
11307,66.0,RAPE                                  ,2013,7.0,1,Ocean Parkway
11308,66.0,ROBBERY                               ,2013,137.0,0,Borough Park
11309,66.0,ROBBERY                               ,2013,137.0,1,Ocean Parkway
11310,66.0,FELONY ASSAULT                        ,2013,150.0,0,Borough Park
11311,66.0,FELONY ASSAULT                        ,2013,150.0,1,Ocean Parkway
11312,66.0,BURGLARY                              ,2013,277.0,0,Borough Park
11313,66.0,BURGLARY                              ,2013,277.0,1,Ocean Parkway
11314,66.0,GRAND LARCENY                         ,2013,474.0,0,Borough Park
11315,66.0,GRAND LARCENY                         ,2013,474.0,1,Ocean Parkway
11316,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,140.0,0,Borough Park
11317,66.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,140.0,1,Ocean Parkway
11318,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1191.0,0,Borough Park
11319,66.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1191.0,1,Ocean Parkway
11320,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,1.0,0,Borough Park
11321,66.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,1.0,1,Ocean Parkway
11322,66.0,RAPE                                  ,2014,8.0,0,Borough Park
11323,66.0,RAPE                                  ,2014,8.0,1,Ocean Parkway
11324,66.0,ROBBERY                               ,2014,142.0,0,Borough Park
11325,66.0,ROBBERY                               ,2014,142.0,1,Ocean Parkway
