,PCT,Crime,Year,Nbr of Crimes,variable,Neighborhood
2275,14.0,FELONY ASSAULT                        ,2018,199.0,0,Midtown Business District
2276,14.0,BURGLARY                              ,2018,210.0,0,Midtown Business District
2277,14.0,GRAND LARCENY                         ,2018,2005.0,0,Midtown Business District
2278,14.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,23.0,0,Midtown Business District
2279,14.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2018,2606.0,0,Midtown Business District
2280,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,1.0,0,Stuyvesant Town
2281,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,1.0,1,Turtle Bay
2282,17.0,RAPE                                  ,2000,9.0,0,Stuyvesant Town
2283,17.0,RAPE                                  ,2000,9.0,1,Turtle Bay
2284,17.0,ROBBERY                               ,2000,169.0,0,Stuyvesant Town
2285,17.0,ROBBERY                               ,2000,169.0,1,Turtle Bay
2286,17.0,FELONY ASSAULT                        ,2000,79.0,0,Stuyvesant Town
2287,17.0,FELONY ASSAULT                        ,2000,79.0,1,Turtle Bay
2288,17.0,BURGLARY                              ,2000,276.0,0,Stuyvesant Town
2289,17.0,BURGLARY                              ,2000,276.0,1,Turtle Bay
2290,17.0,GRAND LARCENY                         ,2000,1363.0,0,Stuyvesant Town
2291,17.0,GRAND LARCENY                         ,2000,1363.0,1,Turtle Bay
2292,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,131.0,0,Stuyvesant Town
2293,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,131.0,1,Turtle Bay
2294,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,2028.0,0,Stuyvesant Town
2295,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,2028.0,1,Turtle Bay
2296,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,0.0,0,Stuyvesant Town
2297,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,0.0,1,Turtle Bay
2298,17.0,RAPE                                  ,2001,7.0,0,Stuyvesant Town
2299,17.0,RAPE                                  ,2001,7.0,1,Turtle Bay
2300,17.0,ROBBERY                               ,2001,147.0,0,Stuyvesant Town
2301,17.0,ROBBERY                               ,2001,147.0,1,Turtle Bay
2302,17.0,FELONY ASSAULT                        ,2001,103.0,0,Stuyvesant Town
2303,17.0,FELONY ASSAULT                        ,2001,103.0,1,Turtle Bay
2304,17.0,BURGLARY                              ,2001,270.0,0,Stuyvesant Town
2305,17.0,BURGLARY                              ,2001,270.0,1,Turtle Bay
2306,17.0,GRAND LARCENY                         ,2001,1338.0,0,Stuyvesant Town
2307,17.0,GRAND LARCENY                         ,2001,1338.0,1,Turtle Bay
2308,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2001,125.0,0,Stuyvesant Town
2309,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2001,125.0,1,Turtle Bay
2310,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2001,1990.0,0,Stuyvesant Town
2311,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2001,1990.0,1,Turtle Bay
2312,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2002,1.0,0,Stuyvesant Town
2313,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2002,1.0,1,Turtle Bay
2314,17.0,RAPE                                  ,2002,14.0,0,Stuyvesant Town
2315,17.0,RAPE                                  ,2002,14.0,1,Turtle Bay
2316,17.0,ROBBERY                               ,2002,129.0,0,Stuyvesant Town
2317,17.0,ROBBERY                               ,2002,129.0,1,Turtle Bay
2318,17.0,FELONY ASSAULT                        ,2002,73.0,0,Stuyvesant Town
2319,17.0,FELONY ASSAULT                        ,2002,73.0,1,Turtle Bay
2320,17.0,BURGLARY                              ,2002,272.0,0,Stuyvesant Town
2321,17.0,BURGLARY                              ,2002,272.0,1,Turtle Bay
2322,17.0,GRAND LARCENY                         ,2002,1220.0,0,Stuyvesant Town
2323,17.0,GRAND LARCENY                         ,2002,1220.0,1,Turtle Bay
2324,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2002,92.0,0,Stuyvesant Town
2325,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2002,92.0,1,Turtle Bay
2326,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2002,1801.0,0,Stuyvesant Town
2327,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2002,1801.0,1,Turtle Bay
2328,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2003,1.0,0,Stuyvesant Town
2329,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2003,1.0,1,Turtle Bay
2330,17.0,RAPE                                  ,2003,8.0,0,Stuyvesant Town
2331,17.0,RAPE                                  ,2003,8.0,1,Turtle Bay
2332,17.0,ROBBERY                               ,2003,108.0,0,Stuyvesant Town
2333,17.0,ROBBERY                               ,2003,108.0,1,Turtle Bay
2334,17.0,FELONY ASSAULT                        ,2003,94.0,0,Stuyvesant Town
2335,17.0,FELONY ASSAULT                        ,2003,94.0,1,Turtle Bay
2336,17.0,BURGLARY                              ,2003,225.0,0,Stuyvesant Town
2337,17.0,BURGLARY                              ,2003,225.0,1,Turtle Bay
2338,17.0,GRAND LARCENY                         ,2003,1287.0,0,Stuyvesant Town
2339,17.0,GRAND LARCENY                         ,2003,1287.0,1,Turtle Bay
2340,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,73.0,0,Stuyvesant Town
2341,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,73.0,1,Turtle Bay
2342,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,1796.0,0,Stuyvesant Town
2343,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,1796.0,1,Turtle Bay
2344,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,0.0,0,Stuyvesant Town
2345,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,0.0,1,Turtle Bay
2346,17.0,RAPE                                  ,2004,10.0,0,Stuyvesant Town
2347,17.0,RAPE                                  ,2004,10.0,1,Turtle Bay
2348,17.0,ROBBERY                               ,2004,107.0,0,Stuyvesant Town
2349,17.0,ROBBERY                               ,2004,107.0,1,Turtle Bay
2350,17.0,FELONY ASSAULT                        ,2004,85.0,0,Stuyvesant Town
2351,17.0,FELONY ASSAULT                        ,2004,85.0,1,Turtle Bay
2352,17.0,BURGLARY                              ,2004,231.0,0,Stuyvesant Town
2353,17.0,BURGLARY                              ,2004,231.0,1,Turtle Bay
2354,17.0,GRAND LARCENY                         ,2004,1175.0,0,Stuyvesant Town
2355,17.0,GRAND LARCENY                         ,2004,1175.0,1,Turtle Bay
2356,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,59.0,0,Stuyvesant Town
2357,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,59.0,1,Turtle Bay
2358,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,1667.0,0,Stuyvesant Town
2359,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,1667.0,1,Turtle Bay
2360,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,0.0,0,Stuyvesant Town
2361,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,0.0,1,Turtle Bay
2362,17.0,RAPE                                  ,2005,12.0,0,Stuyvesant Town
2363,17.0,RAPE                                  ,2005,12.0,1,Turtle Bay
2364,17.0,ROBBERY                               ,2005,125.0,0,Stuyvesant Town
2365,17.0,ROBBERY                               ,2005,125.0,1,Turtle Bay
2366,17.0,FELONY ASSAULT                        ,2005,79.0,0,Stuyvesant Town
2367,17.0,FELONY ASSAULT                        ,2005,79.0,1,Turtle Bay
2368,17.0,BURGLARY                              ,2005,198.0,0,Stuyvesant Town
2369,17.0,BURGLARY                              ,2005,198.0,1,Turtle Bay
2370,17.0,GRAND LARCENY                         ,2005,933.0,0,Stuyvesant Town
2371,17.0,GRAND LARCENY                         ,2005,933.0,1,Turtle Bay
2372,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,50.0,0,Stuyvesant Town
2373,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,50.0,1,Turtle Bay
2374,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1397.0,0,Stuyvesant Town
2375,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1397.0,1,Turtle Bay
2376,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,2.0,0,Stuyvesant Town
2377,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,2.0,1,Turtle Bay
2378,17.0,RAPE                                  ,2006,11.0,0,Stuyvesant Town
2379,17.0,RAPE                                  ,2006,11.0,1,Turtle Bay
2380,17.0,ROBBERY                               ,2006,98.0,0,Stuyvesant Town
2381,17.0,ROBBERY                               ,2006,98.0,1,Turtle Bay
2382,17.0,FELONY ASSAULT                        ,2006,72.0,0,Stuyvesant Town
2383,17.0,FELONY ASSAULT                        ,2006,72.0,1,Turtle Bay
2384,17.0,BURGLARY                              ,2006,215.0,0,Stuyvesant Town
2385,17.0,BURGLARY                              ,2006,215.0,1,Turtle Bay
2386,17.0,GRAND LARCENY                         ,2006,957.0,0,Stuyvesant Town
2387,17.0,GRAND LARCENY                         ,2006,957.0,1,Turtle Bay
2388,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,36.0,0,Stuyvesant Town
2389,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,36.0,1,Turtle Bay
2390,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1391.0,0,Stuyvesant Town
2391,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1391.0,1,Turtle Bay
2392,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,1.0,0,Stuyvesant Town
2393,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,1.0,1,Turtle Bay
2394,17.0,RAPE                                  ,2007,6.0,0,Stuyvesant Town
2395,17.0,RAPE                                  ,2007,6.0,1,Turtle Bay
2396,17.0,ROBBERY                               ,2007,94.0,0,Stuyvesant Town
2397,17.0,ROBBERY                               ,2007,94.0,1,Turtle Bay
2398,17.0,FELONY ASSAULT                        ,2007,72.0,0,Stuyvesant Town
2399,17.0,FELONY ASSAULT                        ,2007,72.0,1,Turtle Bay
2400,17.0,BURGLARY                              ,2007,139.0,0,Stuyvesant Town
2401,17.0,BURGLARY                              ,2007,139.0,1,Turtle Bay
2402,17.0,GRAND LARCENY                         ,2007,920.0,0,Stuyvesant Town
2403,17.0,GRAND LARCENY                         ,2007,920.0,1,Turtle Bay
2404,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,45.0,0,Stuyvesant Town
2405,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,45.0,1,Turtle Bay
2406,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1277.0,0,Stuyvesant Town
2407,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1277.0,1,Turtle Bay
2408,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,1.0,0,Stuyvesant Town
2409,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,1.0,1,Turtle Bay
2410,17.0,RAPE                                  ,2008,8.0,0,Stuyvesant Town
2411,17.0,RAPE                                  ,2008,8.0,1,Turtle Bay
2412,17.0,ROBBERY                               ,2008,83.0,0,Stuyvesant Town
2413,17.0,ROBBERY                               ,2008,83.0,1,Turtle Bay
2414,17.0,FELONY ASSAULT                        ,2008,75.0,0,Stuyvesant Town
2415,17.0,FELONY ASSAULT                        ,2008,75.0,1,Turtle Bay
2416,17.0,BURGLARY                              ,2008,166.0,0,Stuyvesant Town
2417,17.0,BURGLARY                              ,2008,166.0,1,Turtle Bay
2418,17.0,GRAND LARCENY                         ,2008,891.0,0,Stuyvesant Town
2419,17.0,GRAND LARCENY                         ,2008,891.0,1,Turtle Bay
2420,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,45.0,0,Stuyvesant Town
2421,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,45.0,1,Turtle Bay
2422,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1269.0,0,Stuyvesant Town
2423,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1269.0,1,Turtle Bay
2424,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,0.0,0,Stuyvesant Town
2425,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,0.0,1,Turtle Bay
2426,17.0,RAPE                                  ,2009,11.0,0,Stuyvesant Town
2427,17.0,RAPE                                  ,2009,11.0,1,Turtle Bay
2428,17.0,ROBBERY                               ,2009,67.0,0,Stuyvesant Town
2429,17.0,ROBBERY                               ,2009,67.0,1,Turtle Bay
2430,17.0,FELONY ASSAULT                        ,2009,47.0,0,Stuyvesant Town
2431,17.0,FELONY ASSAULT                        ,2009,47.0,1,Turtle Bay
2432,17.0,BURGLARY                              ,2009,123.0,0,Stuyvesant Town
2433,17.0,BURGLARY                              ,2009,123.0,1,Turtle Bay
2434,17.0,GRAND LARCENY                         ,2009,741.0,0,Stuyvesant Town
2435,17.0,GRAND LARCENY                         ,2009,741.0,1,Turtle Bay
2436,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,29.0,0,Stuyvesant Town
2437,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,29.0,1,Turtle Bay
2438,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,1018.0,0,Stuyvesant Town
2439,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,1018.0,1,Turtle Bay
2440,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,0.0,0,Stuyvesant Town
2441,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,0.0,1,Turtle Bay
2442,17.0,RAPE                                  ,2010,8.0,0,Stuyvesant Town
2443,17.0,RAPE                                  ,2010,8.0,1,Turtle Bay
2444,17.0,ROBBERY                               ,2010,56.0,0,Stuyvesant Town
2445,17.0,ROBBERY                               ,2010,56.0,1,Turtle Bay
2446,17.0,FELONY ASSAULT                        ,2010,54.0,0,Stuyvesant Town
2447,17.0,FELONY ASSAULT                        ,2010,54.0,1,Turtle Bay
2448,17.0,BURGLARY                              ,2010,96.0,0,Stuyvesant Town
2449,17.0,BURGLARY                              ,2010,96.0,1,Turtle Bay
2450,17.0,GRAND LARCENY                         ,2010,745.0,0,Stuyvesant Town
2451,17.0,GRAND LARCENY                         ,2010,745.0,1,Turtle Bay
2452,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,31.0,0,Stuyvesant Town
2453,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,31.0,1,Turtle Bay
2454,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,990.0,0,Stuyvesant Town
2455,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,990.0,1,Turtle Bay
2456,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,0.0,0,Stuyvesant Town
2457,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,0.0,1,Turtle Bay
2458,17.0,RAPE                                  ,2011,10.0,0,Stuyvesant Town
2459,17.0,RAPE                                  ,2011,10.0,1,Turtle Bay
2460,17.0,ROBBERY                               ,2011,63.0,0,Stuyvesant Town
2461,17.0,ROBBERY                               ,2011,63.0,1,Turtle Bay
2462,17.0,FELONY ASSAULT                        ,2011,53.0,0,Stuyvesant Town
2463,17.0,FELONY ASSAULT                        ,2011,53.0,1,Turtle Bay
2464,17.0,BURGLARY                              ,2011,96.0,0,Stuyvesant Town
2465,17.0,BURGLARY                              ,2011,96.0,1,Turtle Bay
2466,17.0,GRAND LARCENY                         ,2011,694.0,0,Stuyvesant Town
2467,17.0,GRAND LARCENY                         ,2011,694.0,1,Turtle Bay
2468,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,21.0,0,Stuyvesant Town
2469,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,21.0,1,Turtle Bay
2470,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,937.0,0,Stuyvesant Town
2471,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,937.0,1,Turtle Bay
2472,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,2.0,0,Stuyvesant Town
2473,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,2.0,1,Turtle Bay
2474,17.0,RAPE                                  ,2012,10.0,0,Stuyvesant Town
2475,17.0,RAPE                                  ,2012,10.0,1,Turtle Bay
2476,17.0,ROBBERY                               ,2012,47.0,0,Stuyvesant Town
2477,17.0,ROBBERY                               ,2012,47.0,1,Turtle Bay
2478,17.0,FELONY ASSAULT                        ,2012,80.0,0,Stuyvesant Town
2479,17.0,FELONY ASSAULT                        ,2012,80.0,1,Turtle Bay
2480,17.0,BURGLARY                              ,2012,135.0,0,Stuyvesant Town
2481,17.0,BURGLARY                              ,2012,135.0,1,Turtle Bay
2482,17.0,GRAND LARCENY                         ,2012,721.0,0,Stuyvesant Town
2483,17.0,GRAND LARCENY                         ,2012,721.0,1,Turtle Bay
2484,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,25.0,0,Stuyvesant Town
2485,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,25.0,1,Turtle Bay
2486,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1020.0,0,Stuyvesant Town
2487,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1020.0,1,Turtle Bay
2488,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,0.0,0,Stuyvesant Town
2489,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,0.0,1,Turtle Bay
2490,17.0,RAPE                                  ,2013,6.0,0,Stuyvesant Town
2491,17.0,RAPE                                  ,2013,6.0,1,Turtle Bay
2492,17.0,ROBBERY                               ,2013,61.0,0,Stuyvesant Town
2493,17.0,ROBBERY                               ,2013,61.0,1,Turtle Bay
2494,17.0,FELONY ASSAULT                        ,2013,64.0,0,Stuyvesant Town
2495,17.0,FELONY ASSAULT                        ,2013,64.0,1,Turtle Bay
2496,17.0,BURGLARY                              ,2013,107.0,0,Stuyvesant Town
2497,17.0,BURGLARY                              ,2013,107.0,1,Turtle Bay
2498,17.0,GRAND LARCENY                         ,2013,766.0,0,Stuyvesant Town
2499,17.0,GRAND LARCENY                         ,2013,766.0,1,Turtle Bay
2500,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,20.0,0,Stuyvesant Town
2501,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,20.0,1,Turtle Bay
2502,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1024.0,0,Stuyvesant Town
2503,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1024.0,1,Turtle Bay
2504,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,0.0,0,Stuyvesant Town
2505,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,0.0,1,Turtle Bay
2506,17.0,RAPE                                  ,2014,11.0,0,Stuyvesant Town
2507,17.0,RAPE                                  ,2014,11.0,1,Turtle Bay
2508,17.0,ROBBERY                               ,2014,64.0,0,Stuyvesant Town
2509,17.0,ROBBERY                               ,2014,64.0,1,Turtle Bay
2510,17.0,FELONY ASSAULT                        ,2014,46.0,0,Stuyvesant Town
2511,17.0,FELONY ASSAULT                        ,2014,46.0,1,Turtle Bay
2512,17.0,BURGLARY                              ,2014,124.0,0,Stuyvesant Town
2513,17.0,BURGLARY                              ,2014,124.0,1,Turtle Bay
2514,17.0,GRAND LARCENY                         ,2014,634.0,0,Stuyvesant Town
2515,17.0,GRAND LARCENY                         ,2014,634.0,1,Turtle Bay
2516,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,30.0,0,Stuyvesant Town
2517,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,30.0,1,Turtle Bay
2518,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,909.0,0,Stuyvesant Town
2519,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,909.0,1,Turtle Bay
2520,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,1.0,0,Stuyvesant Town
2521,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,1.0,1,Turtle Bay
2522,17.0,RAPE                                  ,2015,3.0,0,Stuyvesant Town
2523,17.0,RAPE                                  ,2015,3.0,1,Turtle Bay
2524,17.0,ROBBERY                               ,2015,49.0,0,Stuyvesant Town
2525,17.0,ROBBERY                               ,2015,49.0,1,Turtle Bay
2526,17.0,FELONY ASSAULT                        ,2015,74.0,0,Stuyvesant Town
2527,17.0,FELONY ASSAULT                        ,2015,74.0,1,Turtle Bay
2528,17.0,BURGLARY                              ,2015,98.0,0,Stuyvesant Town
2529,17.0,BURGLARY                              ,2015,98.0,1,Turtle Bay
2530,17.0,GRAND LARCENY                         ,2015,721.0,0,Stuyvesant Town
2531,17.0,GRAND LARCENY                         ,2015,721.0,1,Turtle Bay
2532,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,40.0,0,Stuyvesant Town
2533,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,40.0,1,Turtle Bay
2534,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,986.0,0,Stuyvesant Town
2535,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,986.0,1,Turtle Bay
2536,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,1.0,0,Stuyvesant Town
2537,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,1.0,1,Turtle Bay
2538,17.0,RAPE                                  ,2016,10.0,0,Stuyvesant Town
2539,17.0,RAPE                                  ,2016,10.0,1,Turtle Bay
2540,17.0,ROBBERY                               ,2016,65.0,0,Stuyvesant Town
2541,17.0,ROBBERY                               ,2016,65.0,1,Turtle Bay
2542,17.0,FELONY ASSAULT                        ,2016,72.0,0,Stuyvesant Town
2543,17.0,FELONY ASSAULT                        ,2016,72.0,1,Turtle Bay
2544,17.0,BURGLARY                              ,2016,84.0,0,Stuyvesant Town
2545,17.0,BURGLARY                              ,2016,84.0,1,Turtle Bay
2546,17.0,GRAND LARCENY                         ,2016,742.0,0,Stuyvesant Town
2547,17.0,GRAND LARCENY                         ,2016,742.0,1,Turtle Bay
2548,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,26.0,0,Stuyvesant Town
2549,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,26.0,1,Turtle Bay
2550,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,1000.0,0,Stuyvesant Town
2551,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,1000.0,1,Turtle Bay
2552,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,2.0,0,Stuyvesant Town
2553,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,2.0,1,Turtle Bay
2554,17.0,RAPE                                  ,2017,6.0,0,Stuyvesant Town
2555,17.0,RAPE                                  ,2017,6.0,1,Turtle Bay
2556,17.0,ROBBERY                               ,2017,72.0,0,Stuyvesant Town
2557,17.0,ROBBERY                               ,2017,72.0,1,Turtle Bay
2558,17.0,FELONY ASSAULT                        ,2017,83.0,0,Stuyvesant Town
2559,17.0,FELONY ASSAULT                        ,2017,83.0,1,Turtle Bay
2560,17.0,BURGLARY                              ,2017,83.0,0,Stuyvesant Town
2561,17.0,BURGLARY                              ,2017,83.0,1,Turtle Bay
2562,17.0,GRAND LARCENY                         ,2017,755.0,0,Stuyvesant Town
2563,17.0,GRAND LARCENY                         ,2017,755.0,1,Turtle Bay
2564,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2017,22.0,0,Stuyvesant Town
2565,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2017,22.0,1,Turtle Bay
2566,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2017,1023.0,0,Stuyvesant Town
2567,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2017,1023.0,1,Turtle Bay
2568,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,0,Stuyvesant Town
2569,17.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,1,Turtle Bay
2570,17.0,RAPE                                  ,2018,13.0,0,Stuyvesant Town
2571,17.0,RAPE                                  ,2018,13.0,1,Turtle Bay
2572,17.0,ROBBERY                               ,2018,63.0,0,Stuyvesant Town
2573,17.0,ROBBERY                               ,2018,63.0,1,Turtle Bay
2574,17.0,FELONY ASSAULT                        ,2018,91.0,0,Stuyvesant Town
2575,17.0,FELONY ASSAULT                        ,2018,91.0,1,Turtle Bay
2576,17.0,BURGLARY                              ,2018,80.0,0,Stuyvesant Town
2577,17.0,BURGLARY                              ,2018,80.0,1,Turtle Bay
2578,17.0,GRAND LARCENY                         ,2018,748.0,0,Stuyvesant Town
2579,17.0,GRAND LARCENY                         ,2018,748.0,1,Turtle Bay
2580,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,26.0,0,Stuyvesant Town
2581,17.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,26.0,1,Turtle Bay
2582,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2018,1021.0,0,Stuyvesant Town
2583,17.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2018,1021.0,1,Turtle Bay
2584,18.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,1.0,0,Chelsea
2585,18.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,1.0,1,Clinton
2586,18.0,RAPE                                  ,2000,14.0,0,Chelsea
2587,18.0,RAPE                                  ,2000,14.0,1,Clinton
2588,18.0,ROBBERY                               ,2000,430.0,0,Chelsea
2589,18.0,ROBBERY                               ,2000,430.0,1,Clinton
2590,18.0,FELONY ASSAULT                        ,2000,243.0,0,Chelsea
2591,18.0,FELONY ASSAULT                        ,2000,243.0,1,Clinton
2592,18.0,BURGLARY                              ,2000,678.0,0,Chelsea
2593,18.0,BURGLARY                              ,2000,678.0,1,Clinton
2594,18.0,GRAND LARCENY                         ,2000,4015.0,0,Chelsea
2595,18.0,GRAND LARCENY                         ,2000,4015.0,1,Clinton
2596,18.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,226.0,0,Chelsea
2597,18.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,226.0,1,Clinton
2598,18.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,5607.0,0,Chelsea
2599,18.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,5607.0,1,Clinton
2600,18.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,5.0,0,Chelsea
2601,18.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,5.0,1,Clinton
2602,18.0,RAPE                                  ,2001,14.0,0,Chelsea
2603,18.0,RAPE                                  ,2001,14.0,1,Clinton
2604,18.0,ROBBERY                               ,2001,397.0,0,Chelsea
2605,18.0,ROBBERY                               ,2001,397.0,1,Clinton
2606,18.0,FELONY ASSAULT                        ,2001,236.0,0,Chelsea
2607,18.0,FELONY ASSAULT                        ,2001,236.0,1,Clinton
2608,18.0,BURGLARY                              ,2001,483.0,0,Chelsea
2609,18.0,BURGLARY                              ,2001,483.0,1,Clinton
