BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2905,38, ,Z9, 1637 WASHINGTON AVENUE                    ,            ,10457,0,0,0,10513,0,0, 4 , Z9 ,0,2/6/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4707,64, ,A5, 1118 EAST 213TH STREET                    ,            ,10469,1,0,1,2097,1512,1950, 1 , A5 ,0,1/7/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4707,65, ,A5, 1120 EAST 213TH STREET                    ,            ,10469,1,0,1,2945,1512,1950, 1 , A5 ,370000,11/3/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4707,70, ,A5, 1134 EAST 213TH STREET                    ,            ,10469,1,0,1,2320,1813,1950, 1 , A5 ,410000,2/13/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4708,31, ,A5, 1127 EAST 213 STREET                      ,            ,10469,1,0,1,1983,1076,1945, 1 , A5 ,300000,12/5/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4708,31, ,A5, 1127 EAST 213TH STREET                    ,            ,10469,1,0,1,1983,1076,1945, 1 , A5 ,185000,7/8/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4708,31, ,A5, 1127 E. 213TH STREET                      ,            ,10469,1,0,1,1983,1076,1945, 1 , A5 ,0,3/21/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4709,32, ,A5, 1111 EAST 214TH STREET                    ,            ,10469,1,0,1,1710,1890,1945, 1 , A5 ,350000,1/31/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4711,96, ,A5, 1323 HICKS STREET                         ,            ,10469,1,0,1,1995,1701,1950, 1 , A5 ,0,2/29/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4711,98, ,A5, 1317 HICKS STREET                         ,            ,10469,1,0,1,1710,1701,1950, 1 , A5 ,286391,2/20/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4715,13, ,A9, 1474 STICKNEY PLACE                       ,            ,10469,1,0,1,3010,1690,1950, 1 , A9 ,360000,9/26/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4715,76, ,A9, 1457 STICKNEY PLACE                       ,            ,10469,1,0,1,1638,1690,1950, 1 , A9 ,0,11/23/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4727,5, ,A5, 3539 KINGSLAND AVENUE                     ,            ,10469,1,0,1,3250,1528,1960, 1 , A5 ,392200,9/23/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4729,58, ,A5, 3411 GUNTHER AVENUE                       ,            ,10469,1,0,1,1710,1714,1950, 1 , A5 ,0,7/2/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4730,49, ,A5, 3426 GUNTHER AVENUE                       ,            ,10469,1,0,1,2071,1714,1950, 1 , A5 ,0,3/27/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4734,16, ,A5, 3355 WILSON AVENUE                        ,            ,10469,1,0,1,1900,1738,1940, 1 , A5 ,0,6/21/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4734,25, ,A5, 3337 WILSON AVENUE                        ,            ,10469,1,0,1,1900,1738,1940, 1 , A5 ,0,5/13/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4734,57, ,A5, 3328 BOUCK AVENUE                         ,            ,10469,1,0,1,1900,1681,1940, 1 , A5 ,2306,6/30/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4734,74, ,A5, 1278 GIVAN AVENUE                         ,            ,10469,1,0,1,1887,1920,1955, 1 , A5 ,225000,3/12/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4734,78, ,A5, 1288 GIVAN AVENUE                         ,            ,10469,1,0,1,1908,2176,1955, 1 , A5 ,0,3/3/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4735,46, ,A5, 3330 WILSON AVENUE                        ,            ,10469,1,0,1,1900,1681,1930, 1 , A5 ,10,3/5/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4735,57, ,A5, 3352 WILSON AVENUE                        ,            ,10469,1,0,1,1900,1681,1930, 1 , A5 ,392200,7/14/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4737,33, ,A5, 3315 FENTON AVE                           ,            ,10469,1,0,1,1900,1909,1945, 1 , A5 ,0,4/10/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4738,42, ,A5, 3316 FENTON AVENUE                        ,            ,10469,1,0,1,2208,2214,1940, 1 , A5 ,471700,2/5/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4738,48, ,A5, 3330 FENTON AVENUE                        ,            ,10469,1,0,1,2208,2214,1940, 1 , A5 ,0,4/1/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4738,50, ,A5, 3334 FENTON AVENUE                        ,            ,10469,1,0,1,2208,1476,1940, 1 , A5 ,0,7/11/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4738,82, ,A5, 3306 FENTON AVENUE                        ,            ,10469,1,0,1,2208,1476,1940, 1 , A5 ,0,3/27/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4739,54, ,A5, 3240 WILSON AVENUE                        ,            ,10469,1,0,1,2000,2224,1950, 1 , A5 ,416000,9/18/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4739,145, ,A5, 3220 WILSON AVENUE                        ,            ,10469,1,0,1,2000,1995,1940, 1 , A5 ,420000,5/19/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4740,46, ,A5, 3234 FISH AVENUE                          ,            ,10469,1,0,1,2500,1736,1935, 1 , A5 ,0,12/17/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4741,11, ,A5, 3243 FENTON AVENUE                        ,            ,10469,1,0,1,2050,1408,1920, 1 , A5 ,425000,9/23/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4741,11, ,A5, 3243 FENTON AVENUE                        ,            ,10469,1,0,1,2050,1408,1920, 1 , A5 ,260000,3/25/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4741,23, ,A5, 3219 FENTON AVENUE                        ,            ,10469,1,0,1,2000,1280,1920, 1 , A5 ,365650,10/31/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4742,13, ,A5, 3241 CORSA AVENUE                         ,            ,10469,1,0,1,1800,1890,1950, 1 , A5 ,410000,8/8/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4743,21, ,A5, 3341 EASTCHESTER ROAD                     ,            ,10469,1,0,1,1800,1620,1950, 1 , A5 ,352100,2/26/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4745,59, ,A1, 3348 MICKLE AVENUE                        ,            ,10469,1,0,1,1916,1496,1920, 1 , A1 ,0,4/23/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4745,61, ,A1, 1600 TILLOTSON AVENUE                     ,            ,10469,1,0,1,3427,1450,1899, 1 , A1 ,0,12/17/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4746,39, ,A5, 3228 CORSA AVENUE                         ,            ,10469,1,0,1,1800,1260,1950, 1 , A5 ,350000,6/6/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4746,51, ,A5, 3252 CORSA AVENUE                         ,            ,10469,1,0,1,1800,1876,1950, 1 , A5 ,371000,10/27/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4747,22, ,A5, 3229 MICKLE                               ,            ,10469,1,0,1,2470,1890,1955, 1 , A5 ,340000,9/30/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4747,45, ,A1, 3216 EASTCHESTER ROAD                     ,            ,10469,1,0,1,2982,1283,1901, 1 , A1 ,500000,8/26/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4747,45, ,A1, 3216 EASTCHESTER RD                       ,            ,10469,1,0,1,2982,1283,1901, 1 , A1 ,0,8/26/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4749,16, ,A5, 3343 TIEMANN AVENUE                       ,            ,10469,1,0,1,1710,1714,1955, 1 , A5 ,0,11/24/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4750,23, ,A5, 3329 GUNTHER AVENUE                       ,            ,10469,1,0,1,2328,1539,1950, 1 , A5 ,0,1/14/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4750,52, ,A5, 3326 TIEMANN AVENUE                       ,            ,10469,1,0,1,1710,1539,1950, 1 , A5 ,399000,3/6/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4753,88, ,A1, 1408 EAST 222ND STREET                    ,            ,10469,1,0,1,7484,2112,1925, 1 , A1 ,0,4/23/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4759,26, ,B3, 3137 SEYMOUR AVENUE                       ,            ,10469,2,0,2,2500,2384,1920, 1 , A2 ,610000,9/15/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4764,12, ,A2, 3143 KINGSLAND AVENUE                     ,            ,10469,1,0,1,4750,836,1920, 1 , A2 ,370000,4/3/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4766,33, ,A1, 1511 ADEE AVENUE                          ,            ,10469,1,0,1,2502,1530,1935, 1 , A1 ,540000,5/30/2008
2,BAYCHESTER               ,01  ONE FAMILY HOMES                        ,1,4769,43, ,A5, 3120 TIEMANN AVENUE                       ,            ,10469,1,0,1,1710,1620,1960, 1 , A5 ,0,5/7/2008
